Export,Tienda,Área,Periodo,Prod,VtaNeta,JEq,ProdMeta,VtaNetaMeta,JEqMeta,ProdAA,VtaNetaAA,JEqAA,CAPO,CAPO AA,CAPE AA,CAPE
Export,P465 Sucre - PVH,FRESCOS,202504,118401,2062695,17.322861111111113,115494.91812000563,2194882,17.85962043677753,109995,2046196,18.602597222222226,20.5,20.5,20.5,20.5
Export,P135 Colonial - PVH,ELECTRO,202505,118043,378599,3.207298387096774,127758.25118648386,311536,2.963405153749113,121675,269678,2.2163844086021505,3.0,3.0,2.5,3.0
Export,P052 Brasil - PVH,ALMACÉN FRESCOS,202502,118037,734629,6.2236979166666675,140394.3048828485,682432,5.232612181904447,133709,693614,5.187492816091955,7.0,6.5,5.5,7.0
Export,P117 Izaguirre - PVH,,202503,117534,8296699,70.58987231182792,125872.2899451716,9278367,65.91362796064124,119878,9145975,76.29379032258065,,,,
Export,P102 Chiclayo - PVH,ALMACÉN FRESCOS,202506,117274,812283,6.631430555555556,172436.47797287354,920964,4.710619235262868,164225,911135,5.548083333333333,7.0,7.0,7.0,7.0
Export,P225 Cajamarca - PVH,SIN ELECTRO,202503,116766,7537203,54.45209677419355,116256.7890047947,6024885,64.83237034603758,110721,6084640,54.74771505376346,,,,
Export,P001 Los Olivos - PVH,ELECTRO,202504,116620,296690,2.5440625000000003,66483.77611176948,318592,4.462587827460626,63318,246744,3.8969097222222224,3.0,3.5,4.0,3.0
Export,P516 Ilo - PVH,ALMACÉN FRESCOS,202505,116533,613930,5.268299731182797,113947.6136346481,592834,5.3878250752003645,108522,554601,5.11051747311828,6.0,6.5,5.5,5.5
Export,P465 Sucre - PVH,,202505,116346,9138898,78.28450940860212,102349.65532694817,9344925,89.29095345564657,97476,8776776,90.04051075268815,,,,
Export,P130 Chimbote - PVH,ALMACÉN FRESCOS,202501,116316,490913,4.220510752688172,103373.533190438,585321,4.748927456079341,98451,566118,5.750255376344087,5.0,5.0,5.0,5.0
Export,P769 Chiclayo Aventura - PVH,ALMACÉN FRESCOS,202502,116288,564196,4.85171875,114225.83477190537,542052,4.939302226388875,108787,573334,5.2702658045977016,5.5,5.5,5.5,5.0
Export,P130 Chimbote - PVH,ALMACÉN FRESCOS,202504,116207,514412,4.426673611111112,107449.79356288006,531117,4.7874668060573216,102333,513749,5.020361111111112,5.0,5.0,5.0,5.0
Export,P193 Trujillo Mansiche - PVS,MULTIFUNCIONAL,202504,115982,1524600,11.898493055555555,80781.39666478464,879806,18.873154500244294,76935,1005464,10.934243055555555,13.5,13.5,12.5,12.5
Export,P010 Caminos del Inca - PVS,FRESCOS,202506,115945,4553977,39.15868055555555,119908.64275356312,4530482,37.97872317977411,114199,4287578,37.5448888888889,43.5,44.5,44.0,44.5
Export,P064 Miraflores - PVH,FRESCOS,202503,115935,3610901,31.017244623655916,133966.98549309216,3261933,26.953665910368574,127588,3188372,24.989670698924737,37.5,33.5,35.5,36.0
Export,P084 Comas - PVH,ALMACÉN FRESCOS,202503,115655,691162,5.97606182795699,126877.94380642199,693891,5.447456581220355,120836,780457,6.456512096774194,5.5,5.5,7.0,6.0
Export,P146 Tacna - PVH,,202503,115557,12282672,93.26874327956986,116629.38891095748,10232435,105.31369755677446,111076,10389508,93.48579973118277,,,,
Export,P126 Santa Clara - PVH,,202505,115304,10640804,92.28469758064513,104108.57598034493,10280494,102.20871508230906,99151,9777441,97.1156384408602,,,,
Export,V290 Asia - VIV,CAJAS,202504,115271,2351078,20.396006944444448,181589.35424553812,2285727,12.947222483213212,172942,839397,4.853625,6.0,5.0,5.0,6.0
Export,V094 Benavides - VIV,CAJAS,202504,115260,3165034,27.459930555555555,122494.3050875429,3202997,25.83821605206909,116661,3023931,25.920611111111118,28.0,29.0,29.5,31.0
Export,P084 Comas - PVH,ALMACÉN FRESCOS,202505,115206,630738,5.474865591397849,124321.68984165812,651675,5.073436347296576,118402,673988,5.69239247311828,5.5,5.5,6.0,6.0
Export,1593 Aventura SJL - PVH,FRESCOS,202505,115183,873803,7.586250000000003,84106.89907356948,725405,10.38919850362896,80102,691470,8.63239247311828,8.0,10.0,9.0,11.5
Export,P117 Izaguirre - PVH,ALMACÉN FRESCOS,202505,115156,595747,5.173366935483872,108035.94786259417,627778,5.5143363092227595,102891,594904,5.781868279569893,6.5,6.5,6.5,6.0
Export,P068 Primavera - PVH,FRESCOS,202501,114964,1171508,9.907305107526883,111591.1999189945,1271450,10.498212769917457,106277,1383149,11.150181451612905,12.5,14.5,14.5,12.0
Export,P465 Sucre - PVH,,202501,114960,9172575,79.4221975806451,106061.04696379414,9123322,86.48391886166488,101011,9162828,90.69652553763443,,,,
