Export,Tienda,Área,Periodo,Prod,VtaNeta,JEq,ProdMeta,VtaNetaMeta,JEqMeta,ProdAA,VtaNetaAA,JEqAA,CAPO,CAPO AA,CAPE AA,CAPE
Export,P080 Bolichera - PVH,ALMACÉN,202602,673618,5305159,7.875625000000001,807111.7757925987,5118954,6.34231141798556,818574,5191577,6.339739583333333,7.5,8.0,7.0,8.5
Export,P001 Los Olivos - PVH,ALMACÉN,202605,673145,4144231,6.156518817204301,787655.1434017438,4127768,5.240577599446501,692465,4013382,5.795793010752688,6.5,6.0,6.0,7.5
Export,P172 Puno - PVH,ALMACÉN,202601,671142,5699027,7.698823924731182,963739.6912468321,5523296,5.731108056216166,844217,5320232,5.763850806451614,7.0,7.0,7.0,8.5
Export,P061 Cortijo - PVH,ALMACÉN,202604,670883,5385374,8.014319444444439,961513.7579404615,6415875,6.6726818519400535,802823,5366498,6.584666666666667,8.0,8.0,7.5,8.0
Export,P238 Grifo Mexico - PVH,INVENTARIOS,202604,669771,2038772,1.8756111111111116,796449.593102263,1391285,1.7468591998155003,599165,1485794,1.865402777777778,2.0,2.0,2.0,2.0
Export,P142 Chincha - PVH,ALMACÉN,202605,667681,3582843,5.3661021505376425,521988.3185727927,3268705,6.262027767282631,675332,3359639,4.974798387096775,7.0,7.0,6.5,6.0
Export,P061 Cortijo - PVH,ALMACÉN FRESCOS,202602,667150,2407763,3.5993229166666665,258782.33077024078,1618849,6.2556392361938,386092,2179003,5.6009375,7.5,7.5,6.5,5.0
Export,P199 Grifo Kio - PVS,INVENTARIOS,202605,666086,605825,0.9095295698924732,671622.600887304,586490,0.8732429847136887,550614,497458,0.9034610215053764,1.0,1.0,1.0,1.0
Export,SO06 Tarapoto 2 - PVO,ALMACÉN FRESCOS,202604,665921,1016389,1.5262916666666664,263607.26272,1318036,5,,,,5.0,,,2.5
Export,P142 Chincha - PVH,ALMACÉN,202603,665242,4151154,6.240067204301075,606787.792869987,3799722,6.262027767282631,802358,4247211,5.290880376344086,7.0,7.0,7.0,7.0
Export,P037 Jockey Plaza - PVH,ALMACÉN,202601,664665,3867300,5.818420698924732,847902.6300576382,3943619,4.651028373189411,764302,3930426,5.1425067204301085,5.5,5.5,7.0,6.5
Export,P001 Los Olivos - PVH,ALMACÉN,202602,664101,4287256,6.455729166666666,828744.6137537794,4343100,5.240577599446501,734220,4132470,5.628281250000001,6.5,6.0,6.0,7.0
Export,P135 Colonial - PVH,ALMACÉN,202603,663998,3922269,5.907049731182796,674781.5549245246,4125619,6.114007199354251,557925,4214945,7.554684139784948,7.0,7.0,8.0,6.5
Export,2638 SJB Ayacucho - PVH,ALMACÉN,202604,663925,4811178,7.117152777777774,570389.4703571427,3992726,7,,,,7.0,,,7.5
Export,P201 Huaral - PVH,ALMACÉN,202603,663348,3957946,5.9640658602150545,559699.2383221114,3504852,6.262027767282631,442212,3939876,8.909475806451615,7.0,6.0,9.5,7.0
Export,V090 Pezet - VIV,ALMACÉN,202602,660730,1848289,2.7973437500000005,498366.1128954829,1479866,2.9694348038674865,427492,1511563,3.535885416666667,3.5,3.5,4.5,3.5
Export,P120 Universitaria - PVH,ALMACÉN,202602,660462,3599211,5.449531250000001,619145.6082185304,3926814,6.34231141798556,541918,3955469,7.2990104166666665,7.5,8.0,8.0,6.5
Export,P223 Cusco Mall - PVH,ELECTRO,202603,659512,3038000,4.610497311827958,469603.50480054494,2102519,4.477222653806651,516435,2820902,5.46225806451613,5.0,6.0,6.0,5.0
Export,P141 Chosica - PVH,ALMACÉN,202604,658639,3603339,5.470888888888898,556725.8765699343,3160696,5.677292399400376,542813,3201321,5.8976458333333355,6.5,6.5,6.5,6.5
Export,P141 Chosica - PVH,ALMACÉN,202605,657894,3884262,5.904086021505367,610876.5386940958,3468125,5.677292399400376,586075,3429718,5.852009408602152,6.5,6.5,6.0,6.0
Export,SO06 Tarapoto 2 - PVO,ALMACÉN,202605,657640,5114883,7.744973118279567,846518.4273846152,5502370,6.5,,,,6.5,,,8.5
Export,P061 Cortijo - PVH,ALMACÉN FRESCOS,202603,656345,2733804,4.15625,280229.7630364328,1753016,6.2556392361938,416693,2626432,6.258131720430107,7.5,7.5,7.0,4.5
Export,P125 SJ Lurigancho - PVH,ALMACÉN,202601,656151,4853483,7.396901881720431,734998.007153186,4350814,5.9194906567865235,655015,4571515,6.979254032258066,6.5,7.0,8.0,8.5
Export,P259 Moquegua - PVH,ALMACÉN,202601,655004,5186250,7.6013037634408605,703302.8425515892,4340759,6.171962522078948,595329,4421297,7.293595430107529,7.0,7.5,10.0,8.5
Export,P089 Risso - PVH,ALMACÉN FRESCOS,202602,654452,910233,1.3908333333333334,193809.76763081868,846396,4.3671479995387505,215796,915975,4.244635416666667,5.0,5.0,4.5,1.5
Export,P052 Brasil - PVH,ALMACÉN,202602,651772,3134060,4.808489583333333,620348.7379412838,3250986,5.240577599446501,527982,3077338,5.828489583333333,6.0,6.0,6.0,5.5
Export,1198 Cusco Wanchaq - PVH,ALMACÉN,202605,650324,2580321,3.967748655913976,561275.6556673786,2259465,4.025589278967406,508344,2108596,4.147970430107527,4.5,5.0,5.0,5.0
Export,P010 Caminos del Inca - PVS,ALMACÉN FRESCOS,202602,648624,4445503,6.841666666666667,341158.2866758905,2418718,7.089724467686307,395511,4269188,10.740468749999998,8.5,8.5,11.5,9.0
Export,P064 Miraflores - PVH,ALMACÉN FRESCOS,202601,644306,3205230,4.970188172043011,368148.12718389794,2149468,5.838596620447547,618455,3248436,5.228783602150538,7.0,7.0,6.0,5.5
Export,P223 Cusco Mall - PVH,ELECTRO,202605,643413,3006145,4.678568548387097,456102.7856775843,2042074,4.477222653806651,457636,2281579,4.98557123655914,5.0,6.0,5.0,5.0
Export,P220 Trujillo Valcarcel - PVS,INVENTARIOS,202602,640213,640079,0.9997916666666665,,699205,,482952,482852,0.9997916666666667,,2.0,1.0,1.0
Export,P107 Mercaderes - PVS,ALMACÉN FRESCOS,202605,640115,722771,1.1291263440860215,0,,2.292005987292278,466349,768109,1.6470698924731186,2.0,4.0,1.5,1.5
