Export,Tienda,Área,Periodo,Prod,VtaNeta,JEq,ProdMeta,VtaNetaMeta,JEqMeta,ProdAA,VtaNetaAA,JEqAA,CAPO,CAPO AA,CAPE AA,CAPE
Export,P147 Juliaca - PVH,ELECTRO,202510,356194,1356435,3.808131720430107,499700.341609999,1395352,2.7144972637594402,475905,1524332,3.2030174731182797,2.5,2.5,4.0,4.0
Export,P259 Moquegua - PVH,ABARROTES,202508,356084,4252379,11.677251344086024,449843.99731489987,4153098,9.453008654960996,428423,4035214,9.418763440860216,13.5,11.5,9.0,14.5
Export,P123 El Chacarero - PVH,ELECTRO,202511,355655,3008625,8.459402777777777,339802.5469499123,1395536,8.854039226620271,323621,1614377,4.988472222222223,5.0,5.0,5.0,5.0
Export,P117 Izaguirre - PVH,ABARROTES,202512,355270,6740731,18.9677889784946,452817.30461912893,7988118,14.886204902592505,431255,7204248,16.70036290322581,21.0,20.0,17.5,20.0
Export,P037 Jockey Plaza - PVH,ALMACÉN FRESCOS,202512,355211,1394719,3.913272849462366,236655.139025805,1415167,5.893465765169457,225386,1425762,6.325873655913979,5.0,6.5,7.0,5.0
Export,V290 Asia - VIV,ALMACÉN FRESCOS,202511,354902,214772,0.6051597222222224,154120.5052023121,238680,1.3935340383038015,146781,296254,2.0183333333333335,1.0,2.0,7.0,1.0
Export,P126 Santa Clara - PVH,ALMACÉN FRESCOS,202510,354154,880190,2.485329301075269,506928.6194143546,925801,1.7363195256501154,482789,974952,2.0194153225806453,2.0,3.0,3.0,3.0
Export,P145 Piura - PVH,ELECTRO,202511,354071,2371183,6.696909722222222,261500.16319357266,1356118,9.067614188235735,249048,1735925,6.970250000000001,6.0,6.0,7.0,7.0
Export,P134 Centro Civico - PVH,ELECTRO,202508,353840,1180048,3.33497311827957,309045.9480134423,1142110,3.8183588155269153,294329,1167982,3.9475672043010754,4.0,4.0,4.0,3.5
Export,SO05 Tarapoto - PVO,CAJAS,202512,353800,10899117,30.80583333333331,407690.2339628972,14677819,26.733819974191242,388276,15245496,39.26454301075268,32.5,43.5,42.5,29.5
Export,P723 Puruchuco - PVH,ALMACÉN FRESCOS,202511,353750,1064065,3.007958333333334,295533.9566791024,874300,3.600481589177875,281461,982869,3.4920277777777784,6.0,6.0,5.0,4.0
