Fecha	Formato Agrupado	nombre_division	nombre_area	nombre_seccion	Temporada	Regional	Supervisor	Nombre	Departamento	Ubicacion	Cluster	nombre_estado_cia	Stock Unidad	Stock Valorizado	DOH	DOH Unidad
	PLAZA VEA	ABARROTES	BEBIDAS	BEBIDAS CON ALCOHOL	Fiestas Patrias	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Activo	1846	13753.3	117.56	
	PLAZA VEA	ABARROTES	BEBIDAS	BEBIDAS CON ALCOHOL	In & Out	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Activo	252	4300.4	136.38	
	PLAZA VEA	ABARROTES	BEBIDAS	BEBIDAS CON ALCOHOL	Navidad	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Activo	0	0		
	PLAZA VEA	ABARROTES	BEBIDAS	BEBIDAS CON ALCOHOL	Toda Temporada	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Activo	187825	3975108	69.58	
	PLAZA VEA	ABARROTES	BEBIDAS	BEBIDAS CON ALCOHOL	In & Out	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Activo Menor a 28 Dias	39	665.5	136.02	
	PLAZA VEA	ABARROTES	BEBIDAS	BEBIDAS CON ALCOHOL	Toda Temporada	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Activo Menor a 28 Dias	2239	58770.1	140.64	
	PLAZA VEA	ABARROTES	BEBIDAS	BEBIDAS CON ALCOHOL	Navidad	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Creado	0	0		
	PLAZA VEA	ABARROTES	BEBIDAS	BEBIDAS CON ALCOHOL	Toda Temporada	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Creado	175	999.6	144.59	
	PLAZA VEA	ABARROTES	BEBIDAS	BEBIDAS CON ALCOHOL	Toda Temporada	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Inactivo	6	13.4	10.46	
	PLAZA VEA	ABARROTES	BEBIDAS	BEBIDAS CON ALCOHOL	In & Out	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Obsoleto	0	0		
	PLAZA VEA	ABARROTES	BEBIDAS	BEBIDAS CON ALCOHOL	Navidad	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Obsoleto	0	0		
	PLAZA VEA	ABARROTES	BEBIDAS	BEBIDAS CON ALCOHOL	Toda Temporada	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Obsoleto	1235	6468.2	24.09	
	PLAZA VEA	ABARROTES	BEBIDAS	BEBIDAS CON ALCOHOL	In & Out	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Por Activar	0	0		
	PLAZA VEA	ABARROTES	BEBIDAS	BEBIDAS CON ALCOHOL	Navidad	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Por Activar	0	0		
	PLAZA VEA	ABARROTES	BEBIDAS	BEBIDAS CON ALCOHOL	Toda Temporada	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Por Activar	0	0		
	PLAZA VEA	ABARROTES	BEBIDAS	BEBIDAS CON ALCOHOL	In & Out	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Suprimido	0	0		
	PLAZA VEA	ABARROTES	BEBIDAS	BEBIDAS CON ALCOHOL	Toda Temporada	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Suprimido	5858	81674	66.43	
	PLAZA VEA	ABARROTES	BEBIDAS	BEBIDAS SIN ALCOHOL	Toda Temporada	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Activo	364376	1440178.6	20.31	
	PLAZA VEA	ABARROTES	BEBIDAS	BEBIDAS SIN ALCOHOL	In & Out	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Activo Menor a 28 Dias	0	0		
	PLAZA VEA	ABARROTES	BEBIDAS	BEBIDAS SIN ALCOHOL	Toda Temporada	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Activo Menor a 28 Dias	8928	37701.4	84.19	
	PLAZA VEA	ABARROTES	BEBIDAS	BEBIDAS SIN ALCOHOL	Toda Temporada	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Creado	26	58.1	74.12	
	PLAZA VEA	ABARROTES	BEBIDAS	BEBIDAS SIN ALCOHOL		MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Obsoleto	0	0		
	PLAZA VEA	ABARROTES	BEBIDAS	BEBIDAS SIN ALCOHOL	Toda Temporada	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Obsoleto	5233	16011.5	19.13	
	PLAZA VEA	ABARROTES	BEBIDAS	BEBIDAS SIN ALCOHOL	In & Out	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Por Activar	0	0		
	PLAZA VEA	ABARROTES	BEBIDAS	BEBIDAS SIN ALCOHOL	Toda Temporada	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Por Activar	0	0	0	
	PLAZA VEA	ABARROTES	BEBIDAS	BEBIDAS SIN ALCOHOL	Toda Temporada	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Suprimido	1472	4372	24.15	
	PLAZA VEA	ABARROTES	BEBIDAS	TABACO	Toda Temporada	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Activo	0	0		
	PLAZA VEA	ABARROTES	BEBIDAS	TABACO	Toda Temporada	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Activo Menor a 28 Dias	0	0		
	PLAZA VEA	ABARROTES	BEBIDAS	TABACO		MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Obsoleto	0	0		
	PLAZA VEA	ABARROTES	BEBIDAS	TABACO	Toda Temporada	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Obsoleto	0	0		
	PLAZA VEA	ABARROTES	BEBIDAS	TABACO	Toda Temporada	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Suprimido	0	0		
	PLAZA VEA	ABARROTES	COMESTIBLES	COMESTIBLES BASICOS	Toda Temporada	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Activo	1035075	6959930.5	51.4	
	PLAZA VEA	ABARROTES	COMESTIBLES	COMESTIBLES BASICOS	Toda Temporada	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Activo Menor a 28 Dias	2407	7904	439.28	
	PLAZA VEA	ABARROTES	COMESTIBLES	COMESTIBLES BASICOS	Toda Temporada	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Creado	0	0		
	PLAZA VEA	ABARROTES	COMESTIBLES	COMESTIBLES BASICOS		MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Obsoleto	0	0		
	PLAZA VEA	ABARROTES	COMESTIBLES	COMESTIBLES BASICOS	In & Out	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Obsoleto	0	0		
	PLAZA VEA	ABARROTES	COMESTIBLES	COMESTIBLES BASICOS	Otoño/Invierno	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Obsoleto	0	0		
	PLAZA VEA	ABARROTES	COMESTIBLES	COMESTIBLES BASICOS	Primavera/Verano	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Obsoleto	0	0		
	PLAZA VEA	ABARROTES	COMESTIBLES	COMESTIBLES BASICOS	Toda Temporada	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Obsoleto	2579	7756.8	112.42	
	PLAZA VEA	ABARROTES	COMESTIBLES	COMESTIBLES BASICOS	Toda Temporada	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Por Activar	0	0		
	PLAZA VEA	ABARROTES	COMESTIBLES	COMESTIBLES BASICOS	Toda Temporada	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Suprimido	5160	10520.1	19.9	
	PLAZA VEA	ABARROTES	COMESTIBLES	COMESTIBLES ESPECIALES	Halloween	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Activo	19	135.2	11.25	
	PLAZA VEA	ABARROTES	COMESTIBLES	COMESTIBLES ESPECIALES	Navidad	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Activo	8634	18202.8	170.31	
	PLAZA VEA	ABARROTES	COMESTIBLES	COMESTIBLES ESPECIALES	Otros	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Activo	7382	25885.8	29.7	
	PLAZA VEA	ABARROTES	COMESTIBLES	COMESTIBLES ESPECIALES	San Valentin	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Activo	0	0		
	PLAZA VEA	ABARROTES	COMESTIBLES	COMESTIBLES ESPECIALES	Semana Santa	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Activo	0	0		
	PLAZA VEA	ABARROTES	COMESTIBLES	COMESTIBLES ESPECIALES	Toda Temporada	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Activo	2005575	8903100.9	47.56	
	PLAZA VEA	ABARROTES	COMESTIBLES	COMESTIBLES ESPECIALES	Dia De La Madre	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Activo Menor a 28 Dias	86	540	60.38	
	PLAZA VEA	ABARROTES	COMESTIBLES	COMESTIBLES ESPECIALES	Halloween	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Activo Menor a 28 Dias	962	6308.2	600.67	
	PLAZA VEA	ABARROTES	COMESTIBLES	COMESTIBLES ESPECIALES	In & Out	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Activo Menor a 28 Dias	0	0		
	PLAZA VEA	ABARROTES	COMESTIBLES	COMESTIBLES ESPECIALES	Navidad	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Activo Menor a 28 Dias	1889	11781.1	203.43	
	PLAZA VEA	ABARROTES	COMESTIBLES	COMESTIBLES ESPECIALES	Otros	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Activo Menor a 28 Dias	97	474.4	194.58	
	PLAZA VEA	ABARROTES	COMESTIBLES	COMESTIBLES ESPECIALES	San Valentin	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Activo Menor a 28 Dias	225	1168.4	254.52	
	PLAZA VEA	ABARROTES	COMESTIBLES	COMESTIBLES ESPECIALES	Semana Santa	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Activo Menor a 28 Dias	1030	6147.8	655.01	
	PLAZA VEA	ABARROTES	COMESTIBLES	COMESTIBLES ESPECIALES	Toda Temporada	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Activo Menor a 28 Dias	31100	187928.8	63.71	
	PLAZA VEA	ABARROTES	COMESTIBLES	COMESTIBLES ESPECIALES	Dia De La Madre	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Creado	0	0		
	PLAZA VEA	ABARROTES	COMESTIBLES	COMESTIBLES ESPECIALES	Halloween	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Creado	0	0		
	PLAZA VEA	ABARROTES	COMESTIBLES	COMESTIBLES ESPECIALES	In & Out	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Creado	0	0		
	PLAZA VEA	ABARROTES	COMESTIBLES	COMESTIBLES ESPECIALES	Navidad	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Creado	604	1124.9	37.32	
	PLAZA VEA	ABARROTES	COMESTIBLES	COMESTIBLES ESPECIALES	Otros	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Creado	0	0		
	PLAZA VEA	ABARROTES	COMESTIBLES	COMESTIBLES ESPECIALES	San Valentin	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Creado	0	0	0	
	PLAZA VEA	ABARROTES	COMESTIBLES	COMESTIBLES ESPECIALES	Semana Santa	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Creado	0	0		
	PLAZA VEA	ABARROTES	COMESTIBLES	COMESTIBLES ESPECIALES	Toda Temporada	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Creado	1297	3608.2	41.91	
	PLAZA VEA	ABARROTES	COMESTIBLES	COMESTIBLES ESPECIALES	Navidad	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	EVDO s/compra	708	1318.6	3.56	
	PLAZA VEA	ABARROTES	COMESTIBLES	COMESTIBLES ESPECIALES	Toda Temporada	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	EVDO s/compra	12156	58246.8	46.7	
	PLAZA VEA	ABARROTES	COMESTIBLES	COMESTIBLES ESPECIALES		MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Obsoleto	0	0		
	PLAZA VEA	ABARROTES	COMESTIBLES	COMESTIBLES ESPECIALES	Dia De La Madre	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Obsoleto	184	1177	5.82	
	PLAZA VEA	ABARROTES	COMESTIBLES	COMESTIBLES ESPECIALES	Halloween	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Obsoleto	685	4107.8	13.03	
	PLAZA VEA	ABARROTES	COMESTIBLES	COMESTIBLES ESPECIALES	In & Out	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Obsoleto	0	0		
	PLAZA VEA	ABARROTES	COMESTIBLES	COMESTIBLES ESPECIALES	Navidad	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Obsoleto	4900	15577.5	23.61	
	PLAZA VEA	ABARROTES	COMESTIBLES	COMESTIBLES ESPECIALES	Otros	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Obsoleto	0	0		
	PLAZA VEA	ABARROTES	COMESTIBLES	COMESTIBLES ESPECIALES	Primavera/Verano	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Obsoleto	0	0		
	PLAZA VEA	ABARROTES	COMESTIBLES	COMESTIBLES ESPECIALES	San Valentin	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Obsoleto	519	2834.3	13.63	
	PLAZA VEA	ABARROTES	COMESTIBLES	COMESTIBLES ESPECIALES	Semana Santa	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Obsoleto	582	4211.1	16.05	
	PLAZA VEA	ABARROTES	COMESTIBLES	COMESTIBLES ESPECIALES	Toda Temporada	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Obsoleto	14341	83121.7	58.42	
	PLAZA VEA	ABARROTES	COMESTIBLES	COMESTIBLES ESPECIALES	Dia De La Madre	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Por Activar	0	0		
	PLAZA VEA	ABARROTES	COMESTIBLES	COMESTIBLES ESPECIALES	Halloween	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Por Activar	0	0		
	PLAZA VEA	ABARROTES	COMESTIBLES	COMESTIBLES ESPECIALES	In & Out	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Por Activar	0	0		
	PLAZA VEA	ABARROTES	COMESTIBLES	COMESTIBLES ESPECIALES	Navidad	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Por Activar	0	0		
	PLAZA VEA	ABARROTES	COMESTIBLES	COMESTIBLES ESPECIALES	Otros	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Por Activar	0	0		
	PLAZA VEA	ABARROTES	COMESTIBLES	COMESTIBLES ESPECIALES	San Valentin	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Por Activar	0	0		
	PLAZA VEA	ABARROTES	COMESTIBLES	COMESTIBLES ESPECIALES	Semana Santa	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Por Activar	0	0		
	PLAZA VEA	ABARROTES	COMESTIBLES	COMESTIBLES ESPECIALES	Toda Temporada	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Por Activar	27	55.4	2.37	
	PLAZA VEA	ABARROTES	COMESTIBLES	COMESTIBLES ESPECIALES	Dia De La Madre	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Suprimido	0	0		
	PLAZA VEA	ABARROTES	COMESTIBLES	COMESTIBLES ESPECIALES	Navidad	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Suprimido	605	11861.1	56.64	
	PLAZA VEA	ABARROTES	COMESTIBLES	COMESTIBLES ESPECIALES	Semana Santa	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Suprimido	301	2113	361.86	
	PLAZA VEA	ABARROTES	COMESTIBLES	COMESTIBLES ESPECIALES	Toda Temporada	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Suprimido	46982	120870.1	15.93	
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	CUIDADO PERSONAL		MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Activo	447	6772.2	41.76	
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	CUIDADO PERSONAL	In & Out	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Activo	0	0		
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	CUIDADO PERSONAL	Toda Temporada	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Activo	517748	5483672.5	43.32	
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	CUIDADO PERSONAL	Verano	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Activo	639	18898.8	989.16	
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	CUIDADO PERSONAL		MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Activo Menor a 28 Dias	36	545.4		
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	CUIDADO PERSONAL	In & Out	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Activo Menor a 28 Dias	0	0		
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	CUIDADO PERSONAL	Toda Temporada	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Activo Menor a 28 Dias	10053	109387.4	58.08	
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	CUIDADO PERSONAL	Verano	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Activo Menor a 28 Dias	60	1978		
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	CUIDADO PERSONAL	In & Out	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Creado	0	0		
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	CUIDADO PERSONAL	Toda Temporada	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Creado	0	0		
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	CUIDADO PERSONAL	Verano	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Creado	0	0		
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	CUIDADO PERSONAL	Toda Temporada	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	EVDO c/compra	0	0		
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	CUIDADO PERSONAL	Toda Temporada	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	EVDO s/compra	0	0		
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	CUIDADO PERSONAL		MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Obsoleto	0	0		
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	CUIDADO PERSONAL	In & Out	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Obsoleto	0	0		
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	CUIDADO PERSONAL	Navidad	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Obsoleto	0	0		
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	CUIDADO PERSONAL	Primavera/Verano	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Obsoleto	0	0		
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	CUIDADO PERSONAL	Toda Temporada	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Obsoleto	6242	177647.6	185.55	
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	CUIDADO PERSONAL	Verano	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Obsoleto	4231	133698.1	637.29	
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	CUIDADO PERSONAL	Toda Temporada	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Por Activar	0	0		
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	CUIDADO PERSONAL	Verano	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Por Activar	0	0		
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	CUIDADO PERSONAL		MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Suprimido	0	0		
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	CUIDADO PERSONAL	Toda Temporada	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Suprimido	15387	110258.9	40.14	
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	LIMPIEZA	In & Out	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Activo	0	0		
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	LIMPIEZA	Toda Temporada	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Activo	354355	2946297.7	45.25	
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	LIMPIEZA	In & Out	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Activo Menor a 28 Dias	0	0		
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	LIMPIEZA	Toda Temporada	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Activo Menor a 28 Dias	6303	36074.4	34.52	
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	LIMPIEZA	Toda Temporada	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Creado	0	0		
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	LIMPIEZA		MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Obsoleto	0	0		
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	LIMPIEZA	In & Out	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Obsoleto	0	0		
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	LIMPIEZA	Toda Temporada	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Obsoleto	4624	39897.3	45.16	
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	LIMPIEZA	Toda Temporada	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Por Activar	0	0		
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	LIMPIEZA	Toda Temporada	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Suprimido	11842	60616.3	91.24	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	CONGELADOS	Toda Temporada	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Activo	61271	496373.4	12.37	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	CONGELADOS	Toda Temporada	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Activo Menor a 28 Dias	256	1806.7	13.46	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	CONGELADOS	Toda Temporada	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Creado	0	0		
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	CONGELADOS	Primavera/Verano	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Obsoleto	0	0		
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	CONGELADOS	Toda Temporada	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Obsoleto	178	1184	10.16	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	CONGELADOS	Verano	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Obsoleto	0	0		
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	CONGELADOS	Toda Temporada	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Por Activar	0	0		
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	CONGELADOS	Toda Temporada	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Suprimido	43	445.8	18.18	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	In & Out	MINI - TBD	MINI - TBD	Villa Marina - PVS	Lima	Lima + Callao	C1	Activo	110	958.5	5.95	
