Fecha	Formato Agrupado	nombre_division	nombre_area	nombre_seccion	Temporada	Regional	Supervisor	Nombre	Departamento	Ubicacion	Cluster	nombre_estado_cia	Stock Unidad	Stock Valorizado	DOH	DOH Unidad
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	CUIDADO PERSONAL	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Por Activar	54	1446.6	152.77	
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	CUIDADO PERSONAL	Verano	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Por Activar	67	2408.1	171.36	
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	CUIDADO PERSONAL		Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Suprimido	0	0		
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	CUIDADO PERSONAL	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Suprimido	74473	905644	26.37	
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	LIMPIEZA	In & Out	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Activo	25302	304103.3	26.76	
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	LIMPIEZA	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Activo	1435888	16233388.2	26.13	
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	LIMPIEZA	In & Out	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Activo Menor a 28 Dias	3768	60061.4	171.79	
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	LIMPIEZA	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Activo Menor a 28 Dias	21462	186729.7	24.51	
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	LIMPIEZA	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Creado	0	0		
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	LIMPIEZA		Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Obsoleto	0	0		
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	LIMPIEZA	In & Out	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Obsoleto	4423	36580.6	30.74	
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	LIMPIEZA	Otros	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Obsoleto	0	0		
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	LIMPIEZA	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Obsoleto	30774	591434.4	75.92	
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	LIMPIEZA	Verano	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Obsoleto	0	0		
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	LIMPIEZA	In & Out	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Por Activar	0	0		
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	LIMPIEZA	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Por Activar	0	0		
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	LIMPIEZA	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Suprimido	34491	213653.1	46.83	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	CONGELADOS	Navidad	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Activo	55	1877.3	33.22	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	CONGELADOS	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Activo	421705	4004327	17.05	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	CONGELADOS	Verano	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Activo	0	0		
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	CONGELADOS	Navidad	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Activo Menor a 28 Dias	11	375.3	345.28	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	CONGELADOS	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Activo Menor a 28 Dias	4046	42017.2	21.55	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	CONGELADOS	Navidad	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Creado	0	0		
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	CONGELADOS	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Creado	0	0		
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	CONGELADOS	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Inactivo	132	2802.3		
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	CONGELADOS	Navidad	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Obsoleto	20	686.1	3.09	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	CONGELADOS	Primavera/Verano	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Obsoleto	0	0		
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	CONGELADOS	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Obsoleto	4752	31041.2	15.6	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	CONGELADOS	Verano	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Obsoleto	0	0		
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	CONGELADOS	Navidad	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Por Activar	0	0		
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	CONGELADOS	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Por Activar	0	0		
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	CONGELADOS	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Suprimido	2841	39305.4	24.02	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	In & Out	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Activo	10606	63024.9	37.18	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	Navidad	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Activo	121936	1896906.8	76.33	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	Otros	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Activo	72	1253.5	21.94	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Activo	2505304	21596363.8	15.88	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	In & Out	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Activo Menor a 28 Dias	0	0		
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	Navidad	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Activo Menor a 28 Dias	5769	63219.3	147.61	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	Otros	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Activo Menor a 28 Dias	12	184.9		
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Activo Menor a 28 Dias	68516	667878.9	30.17	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	Navidad	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Creado	0	0		
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	Otros	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Creado	0	0	0	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Creado	0	0		
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	Navidad	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Inactivo	0	0		
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	Primavera/Verano	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Inactivo	0	0		
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Inactivo	96	761.8	3137.52	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS		Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Obsoleto	0	0		
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	Dia De La Madre	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Obsoleto	0	0		
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	Fiestas Patrias	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Obsoleto	2970	7704.4	61.17	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	Halloween	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Obsoleto	0	0		
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	In & Out	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Obsoleto	423	2066.5	12.52	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	Navidad	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Obsoleto	5848	20777.8	0.94	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	Otoño/Invierno	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Obsoleto	0	0		
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	Otros	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Obsoleto	12	184.9	4.81	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Obsoleto	6476	22235	2.9	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	Navidad	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Por Activar	0	0		
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	Otros	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Por Activar	0	0	0	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Por Activar	0	0		
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	In & Out	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Suprimido	0	0	0	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	Navidad	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Suprimido	4	9.9	0	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Suprimido	36915	281280.9	9.55	
	PLAZA VEA	FRESCOS	CARNES	AVES	Navidad	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Activo	0	0	0	
	PLAZA VEA	FRESCOS	CARNES	AVES	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Activo	305122.6	2594727	8.59	
	PLAZA VEA	FRESCOS	CARNES	AVES	Navidad	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Activo Menor a 28 Dias	0	0	0	
	PLAZA VEA	FRESCOS	CARNES	AVES	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Activo Menor a 28 Dias	4	35.3	31.39	
	PLAZA VEA	FRESCOS	CARNES	AVES	Navidad	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Creado	0	0		
	PLAZA VEA	FRESCOS	CARNES	AVES	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Creado	0	0		
	PLAZA VEA	FRESCOS	CARNES	AVES	Navidad	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Inactivo	0	0		
	PLAZA VEA	FRESCOS	CARNES	AVES	Navidad	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Obsoleto	0	0		
	PLAZA VEA	FRESCOS	CARNES	AVES	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Obsoleto	0	0		
	PLAZA VEA	FRESCOS	CARNES	AVES	Navidad	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Suprimido	0	0		
	PLAZA VEA	FRESCOS	CARNES	AVES	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Suprimido	0	0	0	
	PLAZA VEA	FRESCOS	CARNES	CERDO	Navidad	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Activo	164.6	4393.6	19.08	
	PLAZA VEA	FRESCOS	CARNES	CERDO	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Activo	76288.3	1138913.7	52.73	
	PLAZA VEA	FRESCOS	CARNES	CERDO	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Activo Menor a 28 Dias	954.4	15326.6	229.43	
	PLAZA VEA	FRESCOS	CARNES	CERDO	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Creado	0	0		
	PLAZA VEA	FRESCOS	CARNES	CERDO		Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Inactivo	0	0	0	
	PLAZA VEA	FRESCOS	CARNES	CERDO	Navidad	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Inactivo	0	0	0	
	PLAZA VEA	FRESCOS	CARNES	CERDO	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Inactivo	0	0	0	
	PLAZA VEA	FRESCOS	CARNES	CERDO	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Obsoleto	0	0		
	PLAZA VEA	FRESCOS	CARNES	CERDO	Navidad	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Suprimido	0	0		
	PLAZA VEA	FRESCOS	CARNES	CERDO	Primavera/Verano	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Suprimido	0	0		
	PLAZA VEA	FRESCOS	CARNES	CERDO	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Suprimido	2678.9	48486.8	309.91	
	PLAZA VEA	FRESCOS	CARNES	CHORIZO	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Activo	50530	538884.6	10.06	
	PLAZA VEA	FRESCOS	CARNES	CHORIZO	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Activo Menor a 28 Dias	370	5702	18.5	
	PLAZA VEA	FRESCOS	CARNES	CHORIZO	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Inactivo	0	0		
	PLAZA VEA	FRESCOS	CARNES	CHORIZO		Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Obsoleto	0	0		
	PLAZA VEA	FRESCOS	CARNES	CHORIZO	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Obsoleto	0	0	0	
	PLAZA VEA	FRESCOS	CARNES	CHORIZO	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Suprimido	34	519.7	2.12	
	PLAZA VEA	FRESCOS	CARNES	OTRAS ESPECIES	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Activo	354.8	12608.3	30.69	
	PLAZA VEA	FRESCOS	CARNES	OTRAS ESPECIES	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Obsoleto	0	0		
	PLAZA VEA	FRESCOS	CARNES	VACUNO	Navidad	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Activo	6073.9	81339.8		
	PLAZA VEA	FRESCOS	CARNES	VACUNO	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Activo	99124.5	1847502.3	18.59	
	PLAZA VEA	FRESCOS	CARNES	VACUNO	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Activo Menor a 28 Dias	0	0		
	PLAZA VEA	FRESCOS	CARNES	VACUNO		Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Inactivo	0	0		
	PLAZA VEA	FRESCOS	CARNES	VACUNO		Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Obsoleto	0	0		
	PLAZA VEA	FRESCOS	CARNES	VACUNO	Navidad	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Obsoleto	0	0		
	PLAZA VEA	FRESCOS	CARNES	VACUNO	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Obsoleto	14.8	273	1.18	
	PLAZA VEA	FRESCOS	CARNES	VACUNO	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Suprimido	0	0	0	
	PLAZA VEA	FRESCOS	COMIDAS PREPARADAS	INSUMOS	Navidad	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Activo	0	0		
	PLAZA VEA	FRESCOS	COMIDAS PREPARADAS	INSUMOS	Otoño/Invierno	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Activo	0	0		
	PLAZA VEA	FRESCOS	COMIDAS PREPARADAS	INSUMOS	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Activo	166182.8	1558594.2		
	PLAZA VEA	FRESCOS	COMIDAS PREPARADAS	INSUMOS	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Activo Menor a 28 Dias	124.5	3369.2		
	PLAZA VEA	FRESCOS	COMIDAS PREPARADAS	INSUMOS		Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Inactivo	0	0		
	PLAZA VEA	FRESCOS	COMIDAS PREPARADAS	INSUMOS	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Inactivo	9.1	45.2		
	PLAZA VEA	FRESCOS	COMIDAS PREPARADAS	INSUMOS		Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Obsoleto	0	0		
	PLAZA VEA	FRESCOS	COMIDAS PREPARADAS	INSUMOS	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Obsoleto	0	0		
	PLAZA VEA	FRESCOS	COMIDAS PREPARADAS	INSUMOS	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Suprimido	45192.6	250688.2		
	PLAZA VEA	FRESCOS	COMIDAS PREPARADAS	PARA LLEVAR	Navidad	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Activo	1707	12767.8	26.41	
	PLAZA VEA	FRESCOS	COMIDAS PREPARADAS	PARA LLEVAR	Primavera/Verano	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Activo	0	0		
	PLAZA VEA	FRESCOS	COMIDAS PREPARADAS	PARA LLEVAR	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Activo	130883.8	552276.5	3.92	
	PLAZA VEA	FRESCOS	COMIDAS PREPARADAS	PARA LLEVAR	Navidad	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Activo Menor a 28 Dias	158	1355.6	330.62	
	PLAZA VEA	FRESCOS	COMIDAS PREPARADAS	PARA LLEVAR	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Activo Menor a 28 Dias	833.2	1798.5	7.88	
	PLAZA VEA	FRESCOS	COMIDAS PREPARADAS	PARA LLEVAR	Navidad	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Creado	4	34.3	62.77	
	PLAZA VEA	FRESCOS	COMIDAS PREPARADAS	PARA LLEVAR	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Creado	0	0	0	
	PLAZA VEA	FRESCOS	COMIDAS PREPARADAS	PARA LLEVAR	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Inactivo	70.8	768.5	7.09	
	PLAZA VEA	FRESCOS	COMIDAS PREPARADAS	PARA LLEVAR		Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Obsoleto	0	0		
	PLAZA VEA	FRESCOS	COMIDAS PREPARADAS	PARA LLEVAR	Navidad	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Obsoleto	18	154.4	4.35	
	PLAZA VEA	FRESCOS	COMIDAS PREPARADAS	PARA LLEVAR	Primavera/Verano	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Obsoleto	0	0		
	PLAZA VEA	FRESCOS	COMIDAS PREPARADAS	PARA LLEVAR	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Obsoleto	17	344.3	4.44	
	PLAZA VEA	FRESCOS	COMIDAS PREPARADAS	PARA LLEVAR	Navidad	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Suprimido	0	0		
	PLAZA VEA	FRESCOS	COMIDAS PREPARADAS	PARA LLEVAR	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Suprimido	1042	3846.5	28.43	
	PLAZA VEA	FRESCOS	COMIDAS PREPARADAS	RESTAURANTS	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Activo	9	49.4	0	
	PLAZA VEA	FRESCOS	COMIDAS PREPARADAS	RESTAURANTS	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Activo Menor a 28 Dias	0	0		
	PLAZA VEA	FRESCOS	COMIDAS PREPARADAS	RESTAURANTS	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Creado	0	0		
	PLAZA VEA	FRESCOS	COMIDAS PREPARADAS	RESTAURANTS		Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Inactivo	0	0	0	
	PLAZA VEA	FRESCOS	COMIDAS PREPARADAS	RESTAURANTS	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Obsoleto	4	12.4		
	PLAZA VEA	FRESCOS	COMIDAS PREPARADAS	RESTAURANTS	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Suprimido	0	0		
	PLAZA VEA	FRESCOS	FIAMBRES Y QUESOS	FIAMBRES	Navidad	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Activo	27.4	596.1	2.52	
	PLAZA VEA	FRESCOS	FIAMBRES Y QUESOS	FIAMBRES	Toda Temporada	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Activo	347606.3	2270392.8	12.94	
	PLAZA VEA	FRESCOS	FIAMBRES Y QUESOS	FIAMBRES	Navidad	Sebastián Santangelo	VIK ENCISO	Ventanilla - PVH	Callao	Lima + Callao	C3	Activo Menor a 28 Dias	93.6	1684.6	156.41	
