nombre_division,nombre_area,nombre_seccion,nombre_linea,nombre_familia,nombre_subFamilia
NON FOOD,ELECTRO,PEQUEÑOS ELECTRODOM,COCINA,MULTIOLLA,PICATODO
NON FOOD,ELECTRO,PEQUEÑOS ELECTRODOM,COCINA,PROCESADORES,EXPRIMIDOR
NON FOOD,ELECTRO,PEQUEÑOS ELECTRODOM,COCINA,PROCESADORES,EXTRACTOR
NON FOOD,ELECTRO,PEQUEÑOS ELECTRODOM,COCINA,PROCESADORES,PROCESADOR
NON FOOD,ELECTRO,PEQUEÑOS ELECTRODOM,COCINA,SANDWICHERA,MINIGRILL
NON FOOD,ELECTRO,PEQUEÑOS ELECTRODOM,COCINA,SANDWICHERA,SANDWICHERA
NON FOOD,ELECTRO,PEQUEÑOS ELECTRODOM,COCINA,SANDWICHERA,WAFLERA
NON FOOD,ELECTRO,PEQUEÑOS ELECTRODOM,COCINA,TOSTADORA,TOSTADORA
NON FOOD,ELECTRO,PEQUEÑOS ELECTRODOM,CUIDADO PERSONAL,,
NON FOOD,ELECTRO,PEQUEÑOS ELECTRODOM,CUIDADO PERSONAL,AFEITADORA,AFEITADORA
NON FOOD,ELECTRO,PEQUEÑOS ELECTRODOM,CUIDADO PERSONAL,COMBOS,COMBOS
NON FOOD,ELECTRO,PEQUEÑOS ELECTRODOM,CUIDADO PERSONAL,CORTA CABELLO,CORTA CABELLO
NON FOOD,ELECTRO,PEQUEÑOS ELECTRODOM,CUIDADO PERSONAL,DEPILADORA,DEPILADORA
NON FOOD,ELECTRO,PEQUEÑOS ELECTRODOM,CUIDADO PERSONAL,LACEADORES,LACEADORES
NON FOOD,ELECTRO,PEQUEÑOS ELECTRODOM,CUIDADO PERSONAL,MASAJEADOR,MASAJEADOR
NON FOOD,ELECTRO,PEQUEÑOS ELECTRODOM,CUIDADO PERSONAL,RIZADOR-MODELADOR,RIZADOR-MODELADOR
NON FOOD,ELECTRO,PEQUEÑOS ELECTRODOM,CUIDADO PERSONAL,SECADORAS,SECADORAS
NON FOOD,ELECTRO,PEQUEÑOS ELECTRODOM,HOGAR,,
NON FOOD,ELECTRO,PEQUEÑOS ELECTRODOM,HOGAR,ACCESORIOS,ACCESORIOS
NON FOOD,ELECTRO,PEQUEÑOS ELECTRODOM,HOGAR,ASPIRADORAS,BOLSA
NON FOOD,ELECTRO,PEQUEÑOS ELECTRODOM,HOGAR,ASPIRADORAS,TANQUE
NON FOOD,ELECTRO,PEQUEÑOS ELECTRODOM,HOGAR,HIDROLAVADORAS,HIDROLAVADORAS
NON FOOD,ELECTRO,PEQUEÑOS ELECTRODOM,HOGAR,LUSTRADORAS,LUSTRADORAS
NON FOOD,ELECTRO,PEQUEÑOS ELECTRODOM,HOGAR,LUSTRADORAS,VARIOS
NON FOOD,ELECTRO,PEQUEÑOS ELECTRODOM,HOGAR,MAQUINAS DE COSER,MAQUINAS DE COSER
NON FOOD,ELECTRO,PEQUEÑOS ELECTRODOM,HOGAR,PLANCHAS,SECA
NON FOOD,ELECTRO,PEQUEÑOS ELECTRODOM,HOGAR,PLANCHAS,VAPOR
NON FOOD,ELECTRO,PEQUEÑOS ELECTRODOM,PROMOCIONALES,,
NON FOOD,ELECTRO,PEQUEÑOS ELECTRODOM,PROMOCIONALES,PROMOCIONALES,PROMOCIONALES
NON FOOD,ELECTRO,TELEFONIA,CELULARES,,
NON FOOD,ELECTRO,TELEFONIA,CELULARES,BITEL,POST PAGO
NON FOOD,ELECTRO,TELEFONIA,CELULARES,BITEL,PRE-PAGO
NON FOOD,ELECTRO,TELEFONIA,CELULARES,CLARO,POST PAGO
NON FOOD,ELECTRO,TELEFONIA,CELULARES,CLARO,PRE-PAGO
NON FOOD,ELECTRO,TELEFONIA,CELULARES,ENTEL,POST PAGO
NON FOOD,ELECTRO,TELEFONIA,CELULARES,ENTEL,PRE-PAGO
NON FOOD,ELECTRO,TELEFONIA,CELULARES,MOVISTAR,POST PAGO
NON FOOD,ELECTRO,TELEFONIA,CELULARES,MOVISTAR,PRE-PAGO
NON FOOD,ELECTRO,TELEFONIA,CELULARES,VIRGIN,POST PAGO
NON FOOD,ELECTRO,TELEFONIA,CELULARES,VIRGIN,PRE-PAGO
NON FOOD,ELECTRO,TELEFONIA,EQUIPOS LIBERADOS,,
NON FOOD,ELECTRO,TELEFONIA,EQUIPOS LIBERADOS,ACCESORIOS DE TELEFONIA,ACCESORIOS DE TELEFONIA
NON FOOD,ELECTRO,TELEFONIA,EQUIPOS LIBERADOS,EQUIPOS LIBERADOS,EQUIPOS LIBERADOS
NON FOOD,ELECTRO,TELEFONIA,EQUIPOS LIBERADOS,SMART HOME,SMART HOME
NON FOOD,ELECTRO,TELEFONIA,EQUIPOS LIBERADOS,SMART WATCH,SMART WATCH
NON FOOD,ELECTRO,TELEFONIA,PROMOCIONALES,,
NON FOOD,ELECTRO,TELEFONIA,PROMOCIONALES,PROMOCIONALES,PROMOCIONALES
NON FOOD,ELECTRO,TELEFONIA,RECARGAS,,
NON FOOD,ELECTRO,TELEFONIA,RECARGAS,FISICAS,FISICAS
NON FOOD,ELECTRO,TELEFONIA,RECARGAS,VIRTUALES,VIRTUALES
NON FOOD,ELECTRO,VIDEO,ACCESORIOS TV,CONTROLES REMOTO,CONTROLES REMOTO
NON FOOD,ELECTRO,VIDEO,ACCESORIOS TV,OTROS,OTROS
NON FOOD,ELECTRO,VIDEO,ACCESORIOS TV,OTROS,REPUESTOS
NON FOOD,ELECTRO,VIDEO,ACCESORIOS TV,RACKS,RACKS
NON FOOD,ELECTRO,VIDEO,ACCESORIOS TV,STREAM TV,STREAM TV
NON FOOD,ELECTRO,VIDEO,PROMOCIONALES,,
NON FOOD,ELECTRO,VIDEO,PROMOCIONALES,PROMOCIONALES,PROMOCIONALES
NON FOOD,ELECTRO,VIDEO,REPRODUCTORES,,
NON FOOD,ELECTRO,VIDEO,REPRODUCTORES,BLURAY,3D
NON FOOD,ELECTRO,VIDEO,REPRODUCTORES,BLURAY,BASICO
NON FOOD,ELECTRO,VIDEO,REPRODUCTORES,BLURAY,BLU RAY
NON FOOD,ELECTRO,VIDEO,REPRODUCTORES,BLURAY,SMART
NON FOOD,ELECTRO,VIDEO,REPRODUCTORES,DVD,DVD
NON FOOD,ELECTRO,VIDEO,REPRODUCTORES,VIDEO PORTATIL,BLURAY PORTATIL
NON FOOD,ELECTRO,VIDEO,REPRODUCTORES,VIDEO PORTATIL,DVD PORTATIL
NON FOOD,ELECTRO,VIDEO,TELEVISORES,,
NON FOOD,ELECTRO,VIDEO,TELEVISORES,4K / UHD,38 - 45
NON FOOD,ELECTRO,VIDEO,TELEVISORES,4K / UHD,40 - 49
NON FOOD,ELECTRO,VIDEO,TELEVISORES,4K / UHD,43
NON FOOD,ELECTRO,VIDEO,TELEVISORES,4K / UHD,48 - 50
NON FOOD,ELECTRO,VIDEO,TELEVISORES,4K / UHD,50
NON FOOD,ELECTRO,VIDEO,TELEVISORES,4K / UHD,50 - 59
NON FOOD,ELECTRO,VIDEO,TELEVISORES,4K / UHD,55
NON FOOD,ELECTRO,VIDEO,TELEVISORES,4K / UHD,58
NON FOOD,ELECTRO,VIDEO,TELEVISORES,4K / UHD,58 - 60
NON FOOD,ELECTRO,VIDEO,TELEVISORES,4K / UHD,60
NON FOOD,ELECTRO,VIDEO,TELEVISORES,4K / UHD,60 - 69
NON FOOD,ELECTRO,VIDEO,TELEVISORES,4K / UHD,65
NON FOOD,ELECTRO,VIDEO,TELEVISORES,4K / UHD,70
NON FOOD,ELECTRO,VIDEO,TELEVISORES,4K / UHD,70 >=
NON FOOD,ELECTRO,VIDEO,TELEVISORES,4K / UHD,75
NON FOOD,ELECTRO,VIDEO,TELEVISORES,4K / UHD,75 A MAS
NON FOOD,ELECTRO,VIDEO,TELEVISORES,4K / UHD,85
NON FOOD,ELECTRO,VIDEO,TELEVISORES,4K / UHD,86
NON FOOD,ELECTRO,VIDEO,TELEVISORES,4K / UHD,98
NON FOOD,ELECTRO,VIDEO,TELEVISORES,8K,50 - 59
NON FOOD,ELECTRO,VIDEO,TELEVISORES,8K,55
NON FOOD,ELECTRO,VIDEO,TELEVISORES,8K,60 - 69
NON FOOD,ELECTRO,VIDEO,TELEVISORES,8K,65
NON FOOD,ELECTRO,VIDEO,TELEVISORES,8K,75 A MAS
NON FOOD,ELECTRO,VIDEO,TELEVISORES,ACCESORIOS TELEVISORES,CABLES HDMI
NON FOOD,ELECTRO,VIDEO,TELEVISORES,ACCESORIOS TELEVISORES,LENTES 3D
NON FOOD,ELECTRO,VIDEO,TELEVISORES,ACCESORIOS TELEVISORES,RACKS
NON FOOD,ELECTRO,VIDEO,TELEVISORES,ACCESORIOS TELEVISORES,VARIOS
NON FOOD,ELECTRO,VIDEO,TELEVISORES,CRT,CRT
NON FOOD,ELECTRO,VIDEO,TELEVISORES,FHD,32
NON FOOD,ELECTRO,VIDEO,TELEVISORES,FHD,38 - 45
NON FOOD,ELECTRO,VIDEO,TELEVISORES,FHD,40
NON FOOD,ELECTRO,VIDEO,TELEVISORES,FHD,40 - 49
NON FOOD,ELECTRO,VIDEO,TELEVISORES,FHD,42
NON FOOD,ELECTRO,VIDEO,TELEVISORES,FHD,43
NON FOOD,ELECTRO,VIDEO,TELEVISORES,FHD,48 - 50
NON FOOD,ELECTRO,VIDEO,TELEVISORES,FHD,50 - 59
NON FOOD,ELECTRO,VIDEO,TELEVISORES,FHD,55
NON FOOD,ELECTRO,VIDEO,TELEVISORES,HD,'=< 32
NON FOOD,ELECTRO,VIDEO,TELEVISORES,HD,32
NON FOOD,ELECTRO,VIDEO,TELEVISORES,HD,38 - 45
NON FOOD,ELECTRO,VIDEO,TELEVISORES,HD,43
NON FOOD,ELECTRO,VIDEO,TELEVISORES,HD,48 - 50
NON FOOD,ELECTRO,VIDEO,TELEVISORES,LCD,LCD
NON FOOD,ELECTRO,VIDEO,TELEVISORES,LED - 3D,30 - 37
NON FOOD,ELECTRO,VIDEO,TELEVISORES,LED - 3D,38 - 47
NON FOOD,ELECTRO,VIDEO,TELEVISORES,LED - 3D,48 - 55
NON FOOD,ELECTRO,VIDEO,TELEVISORES,LED - 3D,56 A MAS
NON FOOD,ELECTRO,VIDEO,TELEVISORES,LED - 4K,38 - 47
NON FOOD,ELECTRO,VIDEO,TELEVISORES,LED - 4K,48 - 55
NON FOOD,ELECTRO,VIDEO,TELEVISORES,LED - 4K,56 A MAS
NON FOOD,ELECTRO,VIDEO,TELEVISORES,LED - SMART,30 - 37
NON FOOD,ELECTRO,VIDEO,TELEVISORES,LED - SMART,38 - 47
NON FOOD,ELECTRO,VIDEO,TELEVISORES,LED - SMART,48 - 55
NON FOOD,ELECTRO,VIDEO,TELEVISORES,LED - SMART,56 A MAS
NON FOOD,ELECTRO,VIDEO,TELEVISORES,LED BASICO,19 - 29
NON FOOD,ELECTRO,VIDEO,TELEVISORES,LED BASICO,24
NON FOOD,ELECTRO,VIDEO,TELEVISORES,LED BASICO,30 - 37
NON FOOD,ELECTRO,VIDEO,TELEVISORES,LED BASICO,32
NON FOOD,ELECTRO,VIDEO,TELEVISORES,LED BASICO,38 - 47
NON FOOD,ELECTRO,VIDEO,TELEVISORES,LED BASICO,48 A MAS
NON FOOD,ELECTRO,VIDEO,TELEVISORES,MINILED,100
NON FOOD,ELECTRO,VIDEO,TELEVISORES,MINILED,110
NON FOOD,ELECTRO,VIDEO,TELEVISORES,MINILED,115
NON FOOD,ELECTRO,VIDEO,TELEVISORES,MINILED,43
NON FOOD,ELECTRO,VIDEO,TELEVISORES,MINILED,50
NON FOOD,ELECTRO,VIDEO,TELEVISORES,MINILED,55
NON FOOD,ELECTRO,VIDEO,TELEVISORES,MINILED,65
NON FOOD,ELECTRO,VIDEO,TELEVISORES,MINILED,75
NON FOOD,ELECTRO,VIDEO,TELEVISORES,MINILED,85
NON FOOD,ELECTRO,VIDEO,TELEVISORES,MINILED,86
NON FOOD,ELECTRO,VIDEO,TELEVISORES,MINILED,98
NON FOOD,ELECTRO,VIDEO,TELEVISORES,OLED,48-50
NON FOOD,ELECTRO,VIDEO,TELEVISORES,OLED,55
NON FOOD,ELECTRO,VIDEO,TELEVISORES,OLED,65
NON FOOD,ELECTRO,VIDEO,TELEVISORES,OLED,75 A MAS
NON FOOD,ELECTRO,VIDEO,TELEVISORES,OLED,77
NON FOOD,ELECTRO,VIDEO,TELEVISORES,OLED,85
NON FOOD,ELECTRO,VIDEO,TELEVISORES,OLED,OLED
NON FOOD,ELECTRO,VIDEO,TELEVISORES,PLASMA,PLASMA
NON FOOD,ELECTRO,VIDEO,TELEVISORES,PREMIUM UHD,48 - 50
NON FOOD,ELECTRO,VIDEO,TELEVISORES,PREMIUM UHD,50
NON FOOD,ELECTRO,VIDEO,TELEVISORES,PREMIUM UHD,55
NON FOOD,ELECTRO,VIDEO,TELEVISORES,PREMIUM UHD,58 - 60
NON FOOD,ELECTRO,VIDEO,TELEVISORES,PREMIUM UHD,65
NON FOOD,ELECTRO,VIDEO,TELEVISORES,PREMIUM UHD,70
NON FOOD,ELECTRO,VIDEO,TELEVISORES,PREMIUM UHD,75
NON FOOD,ELECTRO,VIDEO,TELEVISORES,PREMIUM UHD,75 A MAS
NON FOOD,ELECTRO,VIDEO,TELEVISORES,PREMIUM UHD,85
NON FOOD,ELECTRO,VIDEO,TELEVISORES,PREMIUM UHD,86
NON FOOD,ELECTRO,VIDEO,TELEVISORES,PREMIUM UHD,98
NON FOOD,ELECTRO,VIDEO,TELEVISORES,PROYECTOR,PROYECTOR
NON FOOD,ELECTRO,VIDEO,TELEVISORES,QLED,100
NON FOOD,ELECTRO,VIDEO,TELEVISORES,QLED,32
NON FOOD,ELECTRO,VIDEO,TELEVISORES,QLED,40
NON FOOD,ELECTRO,VIDEO,TELEVISORES,QLED,43
NON FOOD,ELECTRO,VIDEO,TELEVISORES,QLED,50
NON FOOD,ELECTRO,VIDEO,TELEVISORES,QLED,55
NON FOOD,ELECTRO,VIDEO,TELEVISORES,QLED,58
NON FOOD,ELECTRO,VIDEO,TELEVISORES,QLED,65
NON FOOD,ELECTRO,VIDEO,TELEVISORES,QLED,70
NON FOOD,ELECTRO,VIDEO,TELEVISORES,QLED,75
NON FOOD,ELECTRO,VIDEO,TELEVISORES,QLED,85
NON FOOD,ELECTRO,VIDEO,TELEVISORES,QLED,98
NON FOOD,ELECTRO,VIDEO,TELEVISORES,TV PORTATIL,TV PORTATIL
NON FOOD,ELECTRO,VIDEO,VARIOS,,
NON FOOD,ELECTRO,VIDEO,VARIOS,VARIOS,VARIOS
NON FOOD,ELECTRO,VIDEO,VIDEOJUEGOS,,
NON FOOD,ELECTRO,VIDEO,VIDEOJUEGOS,ACCESORIOS DE VIDEOJUEGOS,NINTENDO
NON FOOD,ELECTRO,VIDEO,VIDEOJUEGOS,ACCESORIOS DE VIDEOJUEGOS,OTROS
NON FOOD,ELECTRO,VIDEO,VIDEOJUEGOS,ACCESORIOS DE VIDEOJUEGOS,PLAYSTATION
NON FOOD,ELECTRO,VIDEO,VIDEOJUEGOS,ACCESORIOS DE VIDEOJUEGOS,XBOX
NON FOOD,ELECTRO,VIDEO,VIDEOJUEGOS,CONSOLAS,NINTENDO
NON FOOD,ELECTRO,VIDEO,VIDEOJUEGOS,CONSOLAS,OTROS
NON FOOD,ELECTRO,VIDEO,VIDEOJUEGOS,CONSOLAS,PLAYSTATION
NON FOOD,ELECTRO,VIDEO,VIDEOJUEGOS,CONSOLAS,WII
NON FOOD,ELECTRO,VIDEO,VIDEOJUEGOS,CONSOLAS,XBOX
NON FOOD,ELECTRO,VIDEO,VIDEOJUEGOS,JUEGOS DE VIDEO,NINTENDO
NON FOOD,ELECTRO,VIDEO,VIDEOJUEGOS,JUEGOS DE VIDEO,PLAYSTATION
NON FOOD,ELECTRO,VIDEO,VIDEOJUEGOS,JUEGOS DE VIDEO,VARIOS
NON FOOD,ELECTRO,VIDEO,VIDEOJUEGOS,JUEGOS DE VIDEO,XBOX
NON FOOD,ELECTRO,VIDEO,VIDEOJUEGOS,PORTATILES,NINTENDO
NON FOOD,ELECTRO,VIDEO,VIDEOJUEGOS,PORTATILES,PLAYSTATION
NON FOOD,ELECTRO,VIDEO,VIDEOJUEGOS,PORTATILES,VARIOS
NON FOOD,ELECTRO,VIDEO,VIDEOJUEGOS,PORTATILES,XBOX
NON FOOD,ELECTRO,XTRA GARANTIA,XTRA GARANTIA AUDIO,,
NON FOOD,ELECTRO,XTRA GARANTIA,XTRA GARANTIA AUDIO,XTRA GARANTIA AUDIO,XTRA GARANTIA AUDIO
NON FOOD,ELECTRO,XTRA GARANTIA,XTRA GARANTIA COMPUTO,,
NON FOOD,ELECTRO,XTRA GARANTIA,XTRA GARANTIA COMPUTO,XTRA GARANTIA COMPUTO,XTRA GARANTIA COMPUTO
NON FOOD,ELECTRO,XTRA GARANTIA,XTRA GARANTIA FOTOGRAFIA,,
NON FOOD,ELECTRO,XTRA GARANTIA,XTRA GARANTIA FOTOGRAFIA,XTRA GARANTIA FOTOGRAFIA,XTRA GARANTIA FOTOGRAFIA
NON FOOD,ELECTRO,XTRA GARANTIA,XTRA GARANTIA LINEA BLANCA,,
NON FOOD,ELECTRO,XTRA GARANTIA,XTRA GARANTIA LINEA BLANCA,XTRA GARANTIA LINEA BLANCA,XTRA GARANTIA LINEA BLANCA
NON FOOD,ELECTRO,XTRA GARANTIA,XTRA GARANTIA PEQUEÑOS ELECTRODOM,,
NON FOOD,ELECTRO,XTRA GARANTIA,XTRA GARANTIA PEQUEÑOS ELECTRODOM,XTRA GARANTIA PEQUEÑOS ELECTRODOM,XTRA GARANTIA PEQUEÑOS ELECTRODOM
NON FOOD,ELECTRO,XTRA GARANTIA,XTRA GARANTIA TELEFONIA,,
NON FOOD,ELECTRO,XTRA GARANTIA,XTRA GARANTIA TELEFONIA,XTRA GARANTIA TELEFONIA,XTRA GARANTIA TELEFONIA
NON FOOD,ELECTRO,XTRA GARANTIA,XTRA GARANTIA VIDEO,,
NON FOOD,ELECTRO,XTRA GARANTIA,XTRA GARANTIA VIDEO,XTRA GARANTIA VIDEO,XTRA GARANTIA VIDEO
NON FOOD,HOGAR,HOGAR,ACCESORIOS DEL HOGAR,,
NON FOOD,HOGAR,HOGAR,ACCESORIOS DEL HOGAR,DESCARTABLE,ACCESORIOS DE MESA
NON FOOD,HOGAR,HOGAR,ACCESORIOS DEL HOGAR,DESCARTABLE,BOLSAS CONSERVADORAS
NON FOOD,HOGAR,HOGAR,ACCESORIOS DEL HOGAR,DESCARTABLE,CONTENEDOR
NON FOOD,HOGAR,HOGAR,ACCESORIOS DEL HOGAR,DESCARTABLE,PAPELES
NON FOOD,HOGAR,HOGAR,ACCESORIOS DEL HOGAR,DESCARTABLE,PLATO
NON FOOD,HOGAR,HOGAR,ACCESORIOS DEL HOGAR,DESCARTABLE,VARIOS
NON FOOD,HOGAR,HOGAR,ACCESORIOS DEL HOGAR,DESCARTABLE,VASO
NON FOOD,HOGAR,HOGAR,COLCHONES,,
NON FOOD,HOGAR,HOGAR,COLCHONES,ALMOHADAS,ALMOHADAS
NON FOOD,HOGAR,HOGAR,COLCHONES,COLCHONES,CABECERAS DE CAMA
NON FOOD,HOGAR,HOGAR,COLCHONES,COLCHONES,CAMAS
NON FOOD,HOGAR,HOGAR,COLCHONES,COLCHONES,COLCHONES
NON FOOD,HOGAR,HOGAR,COLCHONES,COLCHONES,COMPLEMENTOS
NON FOOD,HOGAR,HOGAR,COLCHONES,COLCHONES,DORMITORIOS
NON FOOD,HOGAR,HOGAR,MENAJE,,
NON FOOD,HOGAR,HOGAR,MENAJE,ACCESORIOS TERMICOS,ACCESORIOS TERMICOS
NON FOOD,HOGAR,HOGAR,MENAJE,ARTICULOS PLASTICOS,JARRAS
NON FOOD,HOGAR,HOGAR,MENAJE,ARTICULOS PLASTICOS,MENAJE DE MESA
NON FOOD,HOGAR,HOGAR,MENAJE,ARTICULOS PLASTICOS,TAPPERS
NON FOOD,HOGAR,HOGAR,MENAJE,ARTICULOS PLASTICOS,TOMATODOS
NON FOOD,HOGAR,HOGAR,MENAJE,AUTOLIQUIDABLES,AUTOLIQUIDABLES
NON FOOD,HOGAR,HOGAR,MENAJE,AUTOLIQUIDABLES,BOLSA DE COMPRAS
NON FOOD,HOGAR,HOGAR,MENAJE,BOLSAS DE COMPRA,BOLSAS DE COMPRA
NON FOOD,HOGAR,HOGAR,MENAJE,CRISTALERIA / VIDRIO,BOTELLAS
NON FOOD,HOGAR,HOGAR,MENAJE,CRISTALERIA / VIDRIO,CANISTERS
NON FOOD,HOGAR,HOGAR,MENAJE,CRISTALERIA / VIDRIO,COPAS
NON FOOD,HOGAR,HOGAR,MENAJE,CRISTALERIA / VIDRIO,JARRAS
NON FOOD,HOGAR,HOGAR,MENAJE,CRISTALERIA / VIDRIO,SETS
NON FOOD,HOGAR,HOGAR,MENAJE,CRISTALERIA / VIDRIO,TAPPERS
NON FOOD,HOGAR,HOGAR,MENAJE,CRISTALERIA / VIDRIO,VARIOS
NON FOOD,HOGAR,HOGAR,MENAJE,CRISTALERIA / VIDRIO,VASOS
NON FOOD,HOGAR,HOGAR,MENAJE,DECORACION,DECORACION
NON FOOD,HOGAR,HOGAR,MENAJE,DECORACION,VARIOS
NON FOOD,HOGAR,HOGAR,MENAJE,MENAJE DE COCINA,ASADERAS
NON FOOD,HOGAR,HOGAR,MENAJE,MENAJE DE COCINA,CACEROLAS
NON FOOD,HOGAR,HOGAR,MENAJE,MENAJE DE COCINA,MOLDES
NON FOOD,HOGAR,HOGAR,MENAJE,MENAJE DE COCINA,OLLAS
NON FOOD,HOGAR,HOGAR,MENAJE,MENAJE DE COCINA,REFRACTARIOS
NON FOOD,HOGAR,HOGAR,MENAJE,MENAJE DE COCINA,SARTEN
NON FOOD,HOGAR,HOGAR,MENAJE,MENAJE DE COCINA,TETERAS
NON FOOD,HOGAR,HOGAR,MENAJE,MENAJE DE COCINA,VARIOS
NON FOOD,HOGAR,HOGAR,MENAJE,MENAJE DE MESA,COMPLEMENTOS DE MESA
NON FOOD,HOGAR,HOGAR,MENAJE,MENAJE DE MESA,PLATO
NON FOOD,HOGAR,HOGAR,MENAJE,MENAJE DE MESA,SETS VAJILLA
NON FOOD,HOGAR,HOGAR,MENAJE,MENAJE DE MESA,TAZAS
NON FOOD,HOGAR,HOGAR,MENAJE,MENAJE DE MESA,VARIOS
NON FOOD,HOGAR,HOGAR,MENAJE,UTENSILIOS DE COCINA,ABLANDADOR
NON FOOD,HOGAR,HOGAR,MENAJE,UTENSILIOS DE COCINA,ABRELATAS
NON FOOD,HOGAR,HOGAR,MENAJE,UTENSILIOS DE COCINA,ACCESORIOS DE COCINA
NON FOOD,HOGAR,HOGAR,MENAJE,UTENSILIOS DE COCINA,ACCESORIOS REPOSTERIA
NON FOOD,HOGAR,HOGAR,MENAJE,UTENSILIOS DE COCINA,BATIDOR
NON FOOD,HOGAR,HOGAR,MENAJE,UTENSILIOS DE COCINA,COLADORES
NON FOOD,HOGAR,HOGAR,MENAJE,UTENSILIOS DE COCINA,CORTADORES / PICADORES
NON FOOD,HOGAR,HOGAR,MENAJE,UTENSILIOS DE COCINA,CUCHARAS
NON FOOD,HOGAR,HOGAR,MENAJE,UTENSILIOS DE COCINA,CUCHARON
NON FOOD,HOGAR,HOGAR,MENAJE,UTENSILIOS DE COCINA,CUCHILLERIA
NON FOOD,HOGAR,HOGAR,MENAJE,UTENSILIOS DE COCINA,EMBUDOS
NON FOOD,HOGAR,HOGAR,MENAJE,UTENSILIOS DE COCINA,ENCENDEDORES DE COCINA
NON FOOD,HOGAR,HOGAR,MENAJE,UTENSILIOS DE COCINA,ESPATULAS Y PALETAS
NON FOOD,HOGAR,HOGAR,MENAJE,UTENSILIOS DE COCINA,ESPUMADERAS
NON FOOD,HOGAR,HOGAR,MENAJE,UTENSILIOS DE COCINA,PELADORES
NON FOOD,HOGAR,HOGAR,MENAJE,UTENSILIOS DE COCINA,PINZA
NON FOOD,HOGAR,HOGAR,MENAJE,UTENSILIOS DE COCINA,PRENSADORES / EXPRIMIDORES
NON FOOD,HOGAR,HOGAR,MENAJE,UTENSILIOS DE COCINA,RALLADORES
NON FOOD,HOGAR,HOGAR,MENAJE,UTENSILIOS DE COCINA,SET UTENSILIOS
NON FOOD,HOGAR,HOGAR,MENAJE,UTENSILIOS DE COCINA,TABLAS DE PICAR
NON FOOD,HOGAR,HOGAR,MENAJE,UTENSILIOS DE COCINA,TAZONES MEZCLADORES
NON FOOD,HOGAR,HOGAR,MENAJE,UTENSILIOS DE COCINA,TRINCHES
NON FOOD,HOGAR,HOGAR,MENAJE,UTENSILIOS DE COCINA,VARIOS
NON FOOD,HOGAR,HOGAR,MENAJE,UTENSILIOS DE MESA,ACCESORIOS DE BAR
NON FOOD,HOGAR,HOGAR,MENAJE,UTENSILIOS DE MESA,ACCESORIOS DE MESA
NON FOOD,HOGAR,HOGAR,MENAJE,UTENSILIOS DE MESA,AZAFATE
NON FOOD,HOGAR,HOGAR,MENAJE,UTENSILIOS DE MESA,CORTADORES
NON FOOD,HOGAR,HOGAR,MENAJE,UTENSILIOS DE MESA,CUBIERTOS
NON FOOD,HOGAR,HOGAR,MENAJE,UTENSILIOS DE MESA,UTENSILIOS PARA SERVIR
NON FOOD,HOGAR,HOGAR,MENAJE,UTENSILIOS DE MESA,VARIOS
NON FOOD,HOGAR,HOGAR,MUEBLES,,
NON FOOD,HOGAR,HOGAR,MUEBLES,MOBILIARIO,ACCESORIOS INTERIORES
NON FOOD,HOGAR,HOGAR,MUEBLES,MOBILIARIO,CENTROS DE ENTRETENIMIENTO
NON FOOD,HOGAR,HOGAR,MUEBLES,MOBILIARIO,COMODAS
NON FOOD,HOGAR,HOGAR,MUEBLES,MOBILIARIO,ESCRITORIOS
NON FOOD,HOGAR,HOGAR,MUEBLES,MOBILIARIO,MUEBLES
NON FOOD,HOGAR,HOGAR,MUEBLES,MOBILIARIO,ROPEROS
NON FOOD,HOGAR,HOGAR,MUEBLES,MOBILIARIO,SERVICIO ARMADO
NON FOOD,HOGAR,HOGAR,MUEBLES,MOBILIARIO,VARIOS
NON FOOD,HOGAR,HOGAR,MUEBLES,MOBILIARIO,VELADORES
NON FOOD,HOGAR,HOGAR,MUEBLES,TERRAZAS,ACCESORIOS DE TERRAZA
NON FOOD,HOGAR,HOGAR,MUEBLES,TERRAZAS,MUEBLES DE JARDIN
NON FOOD,HOGAR,HOGAR,MUEBLES,TERRAZAS,MUEBLES DE PLASTICO
NON FOOD,HOGAR,HOGAR,NAVIDAD,,
NON FOOD,HOGAR,HOGAR,NAVIDAD,ADORNOS DE ARBOL,ADORNOS DE ARBOL
NON FOOD,HOGAR,HOGAR,NAVIDAD,ARBOLES,ARBOLES
NON FOOD,HOGAR,HOGAR,NAVIDAD,BAÑO NAVIDAD,TOALLAS NAVIDAD
NON FOOD,HOGAR,HOGAR,NAVIDAD,BAÑO NAVIDAD,VARIOS
NON FOOD,HOGAR,HOGAR,NAVIDAD,BOLAS,BOLAS
NON FOOD,HOGAR,HOGAR,NAVIDAD,COMPLEMENTOS DE NAVIDAD,ADORNOS NAVIDAD
NON FOOD,HOGAR,HOGAR,NAVIDAD,COMPLEMENTOS DE NAVIDAD,OUTDOOR
NON FOOD,HOGAR,HOGAR,NAVIDAD,LUCES,LUCES
NON FOOD,HOGAR,HOGAR,NAVIDAD,MENAJE NAVIDAD,CRISTALERIA NAVIDAD
NON FOOD,HOGAR,HOGAR,NAVIDAD,MENAJE NAVIDAD,MELAMINA
NON FOOD,HOGAR,HOGAR,NAVIDAD,MENAJE NAVIDAD,MUGS
