codigo_local,Periodo,DpPv,DpPv_Lv4,Tienda,Division,Area,Real,Ppto
1198,2026-01,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,ABARROTES D1,BEBIDAS A02,0.00,11.11
1198,2026-01,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,ABARROTES D1,COMESTIBLES A01,0.00,23.10
1198,2026-01,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,ABARROTES D1,CUIDADO PERSONAL Y LIMPIEZA A03,0.00,18.17
1198,2026-01,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,ABARROTES D1,LACTEOS A04,0.00,2.59
1198,2026-01,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,FRESCOS D2,COMIDAS PREPARADAS A09,,
1198,2026-01,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,FRESCOS D2,FRUTAS Y VERDURAS A06,,
1198,2026-01,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,FRESCOS D2,PANADERIA Y PASTELERIA A10,,
1198,2026-01,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,NON FOOD D3,BAZAR A13,"1,112.05",272.07
1198,2026-01,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,NON FOOD D3,ELECTRO A11,"68,162.86","78,685.12"
1198,2026-01,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,NON FOOD D3,HOGAR A15,510.24,741.54
1198,2026-01,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,NON FOOD D3,TEXTIL A12,1.70,0.00
1198,2026-01,Tienda,Centro de Negocio,1198_Cusco Wanchaq - PVH,NON FOOD D3,ELECTRO A11,,
1198,2026-01,Tienda,Tienda,1198_Cusco Wanchaq - PVH,ABARROTES D1,BEBIDAS A02,"252,184.51","178,803.88"
1198,2026-01,Tienda,Tienda,1198_Cusco Wanchaq - PVH,ABARROTES D1,COMESTIBLES A01,"505,243.71","374,211.52"
1198,2026-01,Tienda,Tienda,1198_Cusco Wanchaq - PVH,ABARROTES D1,CUIDADO PERSONAL Y LIMPIEZA A03,"426,619.09","392,144.60"
1198,2026-01,Tienda,Tienda,1198_Cusco Wanchaq - PVH,ABARROTES D1,LACTEOS A04,"250,513.46","201,805.10"
1198,2026-01,Tienda,Tienda,1198_Cusco Wanchaq - PVH,FRESCOS D2,CARNES A07,"316,985.42","119,826.10"
1198,2026-01,Tienda,Tienda,1198_Cusco Wanchaq - PVH,FRESCOS D2,COMIDAS PREPARADAS A09,"72,182.36","45,972.54"
1198,2026-01,Tienda,Tienda,1198_Cusco Wanchaq - PVH,FRESCOS D2,CONGELADOS A16,"34,806.72","43,805.09"
1198,2026-01,Tienda,Tienda,1198_Cusco Wanchaq - PVH,FRESCOS D2,FIAMBRES Y QUESOS A05,"76,089.10","68,329.62"
1198,2026-01,Tienda,Tienda,1198_Cusco Wanchaq - PVH,FRESCOS D2,FRUTAS Y VERDURAS A06,"89,551.37","102,477.81"
1198,2026-01,Tienda,Tienda,1198_Cusco Wanchaq - PVH,FRESCOS D2,PANADERIA Y PASTELERIA A10,"66,267.55","49,918.62"
1198,2026-01,Tienda,Tienda,1198_Cusco Wanchaq - PVH,FRESCOS D2,PESCADOS Y MARISCOS A08,"19,384.58","16,557.48"
1198,2026-01,Tienda,Tienda,1198_Cusco Wanchaq - PVH,MISCELANEOS D4,MISCELANEOS A14,"10,201.65","5,665.52"
1198,2026-01,Tienda,Tienda,1198_Cusco Wanchaq - PVH,NA Producto,NA Producto,0.00,0.00
1198,2026-01,Tienda,Tienda,1198_Cusco Wanchaq - PVH,No Gestionables PA40,No Gestionables PB140,"-2,409.27",0.00
1198,2026-01,Tienda,Tienda,1198_Cusco Wanchaq - PVH,NON FOOD D3,BAZAR A13,"156,204.57","102,253.84"
1198,2026-01,Tienda,Tienda,1198_Cusco Wanchaq - PVH,NON FOOD D3,ELECTRO A11,"155,441.85","324,617.47"
1198,2026-01,Tienda,Tienda,1198_Cusco Wanchaq - PVH,NON FOOD D3,HOGAR A15,"100,449.72","116,922.08"
1198,2026-01,Tienda,Tienda,1198_Cusco Wanchaq - PVH,NON FOOD D3,TEXTIL A12,"121,375.69","115,812.63"
1198,2026-02,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,ABARROTES D1,BEBIDAS A02,,
1198,2026-02,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,ABARROTES D1,COMESTIBLES A01,,
1198,2026-02,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,ABARROTES D1,CUIDADO PERSONAL Y LIMPIEZA A03,,
1198,2026-02,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,ABARROTES D1,LACTEOS A04,,
1198,2026-02,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,FRESCOS D2,COMIDAS PREPARADAS A09,,
1198,2026-02,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,FRESCOS D2,FRUTAS Y VERDURAS A06,,
1198,2026-02,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,FRESCOS D2,PANADERIA Y PASTELERIA A10,,
1198,2026-02,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,NON FOOD D3,BAZAR A13,"1,145.56",533.55
1198,2026-02,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,NON FOOD D3,ELECTRO A11,"93,268.44","85,742.54"
1198,2026-02,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,NON FOOD D3,HOGAR A15,"1,519.26","1,733.78"
1198,2026-02,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,NON FOOD D3,TEXTIL A12,,
1198,2026-02,Tienda,Centro de Negocio,1198_Cusco Wanchaq - PVH,NON FOOD D3,ELECTRO A11,,
1198,2026-02,Tienda,Tienda,1198_Cusco Wanchaq - PVH,ABARROTES D1,BEBIDAS A02,"221,100.05","160,516.83"
1198,2026-02,Tienda,Tienda,1198_Cusco Wanchaq - PVH,ABARROTES D1,COMESTIBLES A01,"463,229.73","308,021.96"
1198,2026-02,Tienda,Tienda,1198_Cusco Wanchaq - PVH,ABARROTES D1,CUIDADO PERSONAL Y LIMPIEZA A03,"378,255.42","334,176.06"
1198,2026-02,Tienda,Tienda,1198_Cusco Wanchaq - PVH,ABARROTES D1,LACTEOS A04,"230,822.34","165,247.57"
1198,2026-02,Tienda,Tienda,1198_Cusco Wanchaq - PVH,FRESCOS D2,CARNES A07,"327,053.06","100,830.29"
1198,2026-02,Tienda,Tienda,1198_Cusco Wanchaq - PVH,FRESCOS D2,COMIDAS PREPARADAS A09,"64,446.72","42,230.55"
1198,2026-02,Tienda,Tienda,1198_Cusco Wanchaq - PVH,FRESCOS D2,CONGELADOS A16,"30,694.24","39,011.15"
1198,2026-02,Tienda,Tienda,1198_Cusco Wanchaq - PVH,FRESCOS D2,FIAMBRES Y QUESOS A05,"64,422.11","56,701.32"
1198,2026-02,Tienda,Tienda,1198_Cusco Wanchaq - PVH,FRESCOS D2,FRUTAS Y VERDURAS A06,"67,423.47","84,518.28"
1198,2026-02,Tienda,Tienda,1198_Cusco Wanchaq - PVH,FRESCOS D2,PANADERIA Y PASTELERIA A10,"61,638.32","44,609.44"
1198,2026-02,Tienda,Tienda,1198_Cusco Wanchaq - PVH,FRESCOS D2,PESCADOS Y MARISCOS A08,"16,835.36","13,286.28"
1198,2026-02,Tienda,Tienda,1198_Cusco Wanchaq - PVH,MISCELANEOS D4,MISCELANEOS A14,"8,370.63","5,283.26"
1198,2026-02,Tienda,Tienda,1198_Cusco Wanchaq - PVH,NA Producto,NA Producto,0.00,0.00
1198,2026-02,Tienda,Tienda,1198_Cusco Wanchaq - PVH,No Gestionables PA40,No Gestionables PB140,"-2,017.58",0.00
1198,2026-02,Tienda,Tienda,1198_Cusco Wanchaq - PVH,NON FOOD D3,BAZAR A13,"174,241.04","192,527.77"
1198,2026-02,Tienda,Tienda,1198_Cusco Wanchaq - PVH,NON FOOD D3,ELECTRO A11,"131,127.69","274,050.56"
1198,2026-02,Tienda,Tienda,1198_Cusco Wanchaq - PVH,NON FOOD D3,HOGAR A15,"94,693.91","96,771.98"
1198,2026-02,Tienda,Tienda,1198_Cusco Wanchaq - PVH,NON FOOD D3,TEXTIL A12,"88,619.02","89,206.56"
1198,2026-03,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,ABARROTES D1,BEBIDAS A02,,
1198,2026-03,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,ABARROTES D1,COMESTIBLES A01,,
1198,2026-03,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,ABARROTES D1,LACTEOS A04,,
1198,2026-03,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,FRESCOS D2,COMIDAS PREPARADAS A09,,
1198,2026-03,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,FRESCOS D2,FRUTAS Y VERDURAS A06,,
1198,2026-03,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,FRESCOS D2,PANADERIA Y PASTELERIA A10,,
1198,2026-03,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,NON FOOD D3,BAZAR A13,"1,901.86",922.52
1198,2026-03,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,NON FOOD D3,ELECTRO A11,"107,927.78","134,696.54"
1198,2026-03,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,NON FOOD D3,HOGAR A15,"1,139.04","1,319.00"
1198,2026-03,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,NON FOOD D3,TEXTIL A12,0.00,277.16
1198,2026-03,Tienda,Centro de Negocio,1198_Cusco Wanchaq - PVH,NON FOOD D3,ELECTRO A11,,
1198,2026-03,Tienda,Tienda,1198_Cusco Wanchaq - PVH,ABARROTES D1,BEBIDAS A02,"290,612.08","162,166.88"
1198,2026-03,Tienda,Tienda,1198_Cusco Wanchaq - PVH,ABARROTES D1,COMESTIBLES A01,"598,001.32","377,434.33"
1198,2026-03,Tienda,Tienda,1198_Cusco Wanchaq - PVH,ABARROTES D1,CUIDADO PERSONAL Y LIMPIEZA A03,"456,537.48","386,437.60"
1198,2026-03,Tienda,Tienda,1198_Cusco Wanchaq - PVH,ABARROTES D1,LACTEOS A04,"288,561.32","214,475.09"
1198,2026-03,Tienda,Tienda,1198_Cusco Wanchaq - PVH,FRESCOS D2,CARNES A07,"444,507.11","110,198.48"
1198,2026-03,Tienda,Tienda,1198_Cusco Wanchaq - PVH,FRESCOS D2,COMIDAS PREPARADAS A09,"78,331.50","46,306.94"
1198,2026-03,Tienda,Tienda,1198_Cusco Wanchaq - PVH,FRESCOS D2,CONGELADOS A16,"40,297.29","42,491.56"
1198,2026-03,Tienda,Tienda,1198_Cusco Wanchaq - PVH,FRESCOS D2,FIAMBRES Y QUESOS A05,"84,910.23","71,355.20"
1198,2026-03,Tienda,Tienda,1198_Cusco Wanchaq - PVH,FRESCOS D2,FRUTAS Y VERDURAS A06,"90,815.58","102,244.00"
1198,2026-03,Tienda,Tienda,1198_Cusco Wanchaq - PVH,FRESCOS D2,PANADERIA Y PASTELERIA A10,"65,093.74","51,045.64"
1198,2026-03,Tienda,Tienda,1198_Cusco Wanchaq - PVH,FRESCOS D2,PESCADOS Y MARISCOS A08,"23,346.17","14,881.37"
1198,2026-03,Tienda,Tienda,1198_Cusco Wanchaq - PVH,MISCELANEOS D4,MISCELANEOS A14,"13,618.20","5,997.82"
1198,2026-03,Tienda,Tienda,1198_Cusco Wanchaq - PVH,NA Producto,NA Producto,0.00,0.00
1198,2026-03,Tienda,Tienda,1198_Cusco Wanchaq - PVH,No Gestionables PA40,No Gestionables PB140,"-3,438.40",0.00
1198,2026-03,Tienda,Tienda,1198_Cusco Wanchaq - PVH,NON FOOD D3,BAZAR A13,"258,617.67","356,555.81"
1198,2026-03,Tienda,Tienda,1198_Cusco Wanchaq - PVH,NON FOOD D3,ELECTRO A11,"204,006.44","323,265.70"
1198,2026-03,Tienda,Tienda,1198_Cusco Wanchaq - PVH,NON FOOD D3,HOGAR A15,"123,976.30","116,925.14"
1198,2026-03,Tienda,Tienda,1198_Cusco Wanchaq - PVH,NON FOOD D3,TEXTIL A12,"108,530.52","94,634.07"
1198,2026-04,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,ABARROTES D1,BEBIDAS A02,,
1198,2026-04,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,ABARROTES D1,COMESTIBLES A01,,
1198,2026-04,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,ABARROTES D1,LACTEOS A04,,
1198,2026-04,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,FRESCOS D2,COMIDAS PREPARADAS A09,,
1198,2026-04,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,FRESCOS D2,FRUTAS Y VERDURAS A06,,
1198,2026-04,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,FRESCOS D2,PANADERIA Y PASTELERIA A10,,
1198,2026-04,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,NON FOOD D3,BAZAR A13,0.00,"2,188.45"
1198,2026-04,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,NON FOOD D3,ELECTRO A11,0.00,"102,291.68"
1198,2026-04,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,NON FOOD D3,HOGAR A15,0.00,"1,510.39"
1198,2026-04,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,NON FOOD D3,TEXTIL A12,0.00,209.26
1198,2026-04,Tienda,Centro de Negocio,1198_Cusco Wanchaq - PVH,NON FOOD D3,ELECTRO A11,,
1198,2026-04,Tienda,Tienda,1198_Cusco Wanchaq - PVH,ABARROTES D1,BEBIDAS A02,0.00,"193,510.82"
1198,2026-04,Tienda,Tienda,1198_Cusco Wanchaq - PVH,ABARROTES D1,COMESTIBLES A01,0.00,"435,514.68"
1198,2026-04,Tienda,Tienda,1198_Cusco Wanchaq - PVH,ABARROTES D1,CUIDADO PERSONAL Y LIMPIEZA A03,0.00,"404,475.66"
1198,2026-04,Tienda,Tienda,1198_Cusco Wanchaq - PVH,ABARROTES D1,LACTEOS A04,0.00,"227,568.68"
1198,2026-04,Tienda,Tienda,1198_Cusco Wanchaq - PVH,FRESCOS D2,CARNES A07,0.00,"125,966.50"
1198,2026-04,Tienda,Tienda,1198_Cusco Wanchaq - PVH,FRESCOS D2,COMIDAS PREPARADAS A09,0.00,"52,992.85"
1198,2026-04,Tienda,Tienda,1198_Cusco Wanchaq - PVH,FRESCOS D2,CONGELADOS A16,0.00,"40,578.87"
1198,2026-04,Tienda,Tienda,1198_Cusco Wanchaq - PVH,FRESCOS D2,FIAMBRES Y QUESOS A05,0.00,"76,812.45"
1198,2026-04,Tienda,Tienda,1198_Cusco Wanchaq - PVH,FRESCOS D2,FRUTAS Y VERDURAS A06,0.00,"108,989.81"
1198,2026-04,Tienda,Tienda,1198_Cusco Wanchaq - PVH,FRESCOS D2,PANADERIA Y PASTELERIA A10,0.00,"63,330.10"
1198,2026-04,Tienda,Tienda,1198_Cusco Wanchaq - PVH,FRESCOS D2,PESCADOS Y MARISCOS A08,0.00,"21,641.28"
1198,2026-04,Tienda,Tienda,1198_Cusco Wanchaq - PVH,MISCELANEOS D4,MISCELANEOS A14,0.00,"7,139.67"
1198,2026-04,Tienda,Tienda,1198_Cusco Wanchaq - PVH,NA Producto,NA Producto,,
1198,2026-04,Tienda,Tienda,1198_Cusco Wanchaq - PVH,No Gestionables PA40,No Gestionables PB140,,
1198,2026-04,Tienda,Tienda,1198_Cusco Wanchaq - PVH,NON FOOD D3,BAZAR A13,0.00,"126,262.54"
1198,2026-04,Tienda,Tienda,1198_Cusco Wanchaq - PVH,NON FOOD D3,ELECTRO A11,0.00,"348,942.67"
1198,2026-04,Tienda,Tienda,1198_Cusco Wanchaq - PVH,NON FOOD D3,HOGAR A15,0.00,"120,756.97"
1198,2026-04,Tienda,Tienda,1198_Cusco Wanchaq - PVH,NON FOOD D3,TEXTIL A12,0.00,"107,457.83"
1198,2026-05,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,ABARROTES D1,BEBIDAS A02,,
1198,2026-05,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,ABARROTES D1,COMESTIBLES A01,,
1198,2026-05,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,ABARROTES D1,LACTEOS A04,,
1198,2026-05,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,FRESCOS D2,COMIDAS PREPARADAS A09,,
1198,2026-05,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,FRESCOS D2,FRUTAS Y VERDURAS A06,,
1198,2026-05,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,FRESCOS D2,PANADERIA Y PASTELERIA A10,,
1198,2026-05,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,NON FOOD D3,BAZAR A13,0.00,212.73
1198,2026-05,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,NON FOOD D3,ELECTRO A11,0.00,"58,655.27"
1198,2026-05,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,NON FOOD D3,HOGAR A15,0.00,954.34
1198,2026-05,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,NON FOOD D3,TEXTIL A12,0.00,116.24
1198,2026-05,Tienda,Tienda,1198_Cusco Wanchaq - PVH,ABARROTES D1,BEBIDAS A02,0.00,"179,955.37"
1198,2026-05,Tienda,Tienda,1198_Cusco Wanchaq - PVH,ABARROTES D1,COMESTIBLES A01,0.00,"482,377.11"
1198,2026-05,Tienda,Tienda,1198_Cusco Wanchaq - PVH,ABARROTES D1,CUIDADO PERSONAL Y LIMPIEZA A03,0.00,"429,705.57"
1198,2026-05,Tienda,Tienda,1198_Cusco Wanchaq - PVH,ABARROTES D1,LACTEOS A04,0.00,"244,375.21"
1198,2026-05,Tienda,Tienda,1198_Cusco Wanchaq - PVH,FRESCOS D2,CARNES A07,0.00,"136,660.91"
1198,2026-05,Tienda,Tienda,1198_Cusco Wanchaq - PVH,FRESCOS D2,COMIDAS PREPARADAS A09,0.00,"58,938.56"
1198,2026-05,Tienda,Tienda,1198_Cusco Wanchaq - PVH,FRESCOS D2,CONGELADOS A16,0.00,"37,373.01"
1198,2026-05,Tienda,Tienda,1198_Cusco Wanchaq - PVH,FRESCOS D2,FIAMBRES Y QUESOS A05,0.00,"81,257.14"
1198,2026-05,Tienda,Tienda,1198_Cusco Wanchaq - PVH,FRESCOS D2,FRUTAS Y VERDURAS A06,0.00,"109,547.08"
1198,2026-05,Tienda,Tienda,1198_Cusco Wanchaq - PVH,FRESCOS D2,PANADERIA Y PASTELERIA A10,0.00,"71,129.75"
1198,2026-05,Tienda,Tienda,1198_Cusco Wanchaq - PVH,FRESCOS D2,PESCADOS Y MARISCOS A08,0.00,"18,332.61"
1198,2026-05,Tienda,Tienda,1198_Cusco Wanchaq - PVH,MISCELANEOS D4,MISCELANEOS A14,0.00,"8,374.77"
1198,2026-05,Tienda,Tienda,1198_Cusco Wanchaq - PVH,NA Producto,NA Producto,,
1198,2026-05,Tienda,Tienda,1198_Cusco Wanchaq - PVH,No Gestionables PA40,No Gestionables PB140,,
1198,2026-05,Tienda,Tienda,1198_Cusco Wanchaq - PVH,NON FOOD D3,BAZAR A13,0.00,"111,089.34"
1198,2026-05,Tienda,Tienda,1198_Cusco Wanchaq - PVH,NON FOOD D3,ELECTRO A11,0.00,"453,571.95"
1198,2026-05,Tienda,Tienda,1198_Cusco Wanchaq - PVH,NON FOOD D3,HOGAR A15,0.00,"136,216.10"
1198,2026-05,Tienda,Tienda,1198_Cusco Wanchaq - PVH,NON FOOD D3,TEXTIL A12,0.00,"153,861.27"
1198,2026-06,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,ABARROTES D1,BEBIDAS A02,,
1198,2026-06,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,ABARROTES D1,COMESTIBLES A01,,
1198,2026-06,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,ABARROTES D1,LACTEOS A04,,
1198,2026-06,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,FRESCOS D2,COMIDAS PREPARADAS A09,,
1198,2026-06,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,FRESCOS D2,FRUTAS Y VERDURAS A06,,
1198,2026-06,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,FRESCOS D2,PANADERIA Y PASTELERIA A10,,
1198,2026-06,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,NON FOOD D3,BAZAR A13,0.00,667.23
1198,2026-06,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,NON FOOD D3,ELECTRO A11,0.00,"95,822.39"
1198,2026-06,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,NON FOOD D3,HOGAR A15,0.00,"2,430.92"
1198,2026-06,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,NON FOOD D3,TEXTIL A12,0.00,154.51
1198,2026-06,Tienda,Tienda,1198_Cusco Wanchaq - PVH,ABARROTES D1,BEBIDAS A02,0.00,"205,524.31"
1198,2026-06,Tienda,Tienda,1198_Cusco Wanchaq - PVH,ABARROTES D1,COMESTIBLES A01,0.00,"490,728.49"
1198,2026-06,Tienda,Tienda,1198_Cusco Wanchaq - PVH,ABARROTES D1,CUIDADO PERSONAL Y LIMPIEZA A03,0.00,"443,414.35"
1198,2026-06,Tienda,Tienda,1198_Cusco Wanchaq - PVH,ABARROTES D1,LACTEOS A04,0.00,"259,256.43"
1198,2026-06,Tienda,Tienda,1198_Cusco Wanchaq - PVH,FRESCOS D2,CARNES A07,0.00,"140,130.15"
1198,2026-06,Tienda,Tienda,1198_Cusco Wanchaq - PVH,FRESCOS D2,COMIDAS PREPARADAS A09,0.00,"60,130.68"
1198,2026-06,Tienda,Tienda,1198_Cusco Wanchaq - PVH,FRESCOS D2,CONGELADOS A16,0.00,"34,150.04"
1198,2026-06,Tienda,Tienda,1198_Cusco Wanchaq - PVH,FRESCOS D2,FIAMBRES Y QUESOS A05,0.00,"83,194.98"
1198,2026-06,Tienda,Tienda,1198_Cusco Wanchaq - PVH,FRESCOS D2,FRUTAS Y VERDURAS A06,0.00,"104,931.96"
1198,2026-06,Tienda,Tienda,1198_Cusco Wanchaq - PVH,FRESCOS D2,PANADERIA Y PASTELERIA A10,0.00,"70,083.08"
1198,2026-06,Tienda,Tienda,1198_Cusco Wanchaq - PVH,FRESCOS D2,PESCADOS Y MARISCOS A08,0.00,"18,277.70"
1198,2026-06,Tienda,Tienda,1198_Cusco Wanchaq - PVH,MISCELANEOS D4,MISCELANEOS A14,0.00,"8,974.46"
1198,2026-06,Tienda,Tienda,1198_Cusco Wanchaq - PVH,NA Producto,NA Producto,,
1198,2026-06,Tienda,Tienda,1198_Cusco Wanchaq - PVH,No Gestionables PA40,No Gestionables PB140,,
1198,2026-06,Tienda,Tienda,1198_Cusco Wanchaq - PVH,NON FOOD D3,BAZAR A13,0.00,"109,736.99"
1198,2026-06,Tienda,Tienda,1198_Cusco Wanchaq - PVH,NON FOOD D3,ELECTRO A11,0.00,"361,986.94"
1198,2026-06,Tienda,Tienda,1198_Cusco Wanchaq - PVH,NON FOOD D3,HOGAR A15,0.00,"131,260.96"
1198,2026-06,Tienda,Tienda,1198_Cusco Wanchaq - PVH,NON FOOD D3,TEXTIL A12,0.00,"164,718.16"
1198,2026-07,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,ABARROTES D1,BEBIDAS A02,,
1198,2026-07,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,ABARROTES D1,COMESTIBLES A01,,
1198,2026-07,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,ABARROTES D1,LACTEOS A04,,
1198,2026-07,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,FRESCOS D2,COMIDAS PREPARADAS A09,,
1198,2026-07,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,FRESCOS D2,FRUTAS Y VERDURAS A06,,
1198,2026-07,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,FRESCOS D2,PANADERIA Y PASTELERIA A10,,
1198,2026-07,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,NON FOOD D3,BAZAR A13,0.00,"1,811.99"
1198,2026-07,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,NON FOOD D3,ELECTRO A11,0.00,"213,718.31"
1198,2026-07,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,NON FOOD D3,HOGAR A15,0.00,"5,167.56"
1198,2026-07,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,NON FOOD D3,TEXTIL A12,0.00,20.99
1198,2026-07,Tienda,Tienda,1198_Cusco Wanchaq - PVH,ABARROTES D1,BEBIDAS A02,0.00,"192,918.62"
1198,2026-07,Tienda,Tienda,1198_Cusco Wanchaq - PVH,ABARROTES D1,COMESTIBLES A01,0.00,"485,668.83"
1198,2026-07,Tienda,Tienda,1198_Cusco Wanchaq - PVH,ABARROTES D1,CUIDADO PERSONAL Y LIMPIEZA A03,0.00,"447,606.87"
1198,2026-07,Tienda,Tienda,1198_Cusco Wanchaq - PVH,ABARROTES D1,LACTEOS A04,0.00,"263,035.23"
1198,2026-07,Tienda,Tienda,1198_Cusco Wanchaq - PVH,FRESCOS D2,CARNES A07,0.00,"137,950.28"
1198,2026-07,Tienda,Tienda,1198_Cusco Wanchaq - PVH,FRESCOS D2,COMIDAS PREPARADAS A09,0.00,"59,401.55"
1198,2026-07,Tienda,Tienda,1198_Cusco Wanchaq - PVH,FRESCOS D2,CONGELADOS A16,0.00,"34,406.14"
1198,2026-07,Tienda,Tienda,1198_Cusco Wanchaq - PVH,FRESCOS D2,FIAMBRES Y QUESOS A05,0.00,"80,885.65"
1198,2026-07,Tienda,Tienda,1198_Cusco Wanchaq - PVH,FRESCOS D2,FRUTAS Y VERDURAS A06,0.00,"102,736.43"
1198,2026-07,Tienda,Tienda,1198_Cusco Wanchaq - PVH,FRESCOS D2,PANADERIA Y PASTELERIA A10,0.00,"70,158.19"
1198,2026-07,Tienda,Tienda,1198_Cusco Wanchaq - PVH,FRESCOS D2,PESCADOS Y MARISCOS A08,0.00,"17,906.53"
1198,2026-07,Tienda,Tienda,1198_Cusco Wanchaq - PVH,MISCELANEOS D4,MISCELANEOS A14,0.00,"9,275.72"
1198,2026-07,Tienda,Tienda,1198_Cusco Wanchaq - PVH,NA Producto,NA Producto,,
1198,2026-07,Tienda,Tienda,1198_Cusco Wanchaq - PVH,No Gestionables PA40,No Gestionables PB140,,
1198,2026-07,Tienda,Tienda,1198_Cusco Wanchaq - PVH,NON FOOD D3,BAZAR A13,0.00,"119,795.53"
1198,2026-07,Tienda,Tienda,1198_Cusco Wanchaq - PVH,NON FOOD D3,ELECTRO A11,0.00,"374,007.36"
1198,2026-07,Tienda,Tienda,1198_Cusco Wanchaq - PVH,NON FOOD D3,HOGAR A15,0.00,"148,482.55"
1198,2026-07,Tienda,Tienda,1198_Cusco Wanchaq - PVH,NON FOOD D3,TEXTIL A12,0.00,"144,004.36"
1198,2026-08,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,ABARROTES D1,BEBIDAS A02,0.00,17.75
1198,2026-08,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,ABARROTES D1,COMESTIBLES A01,0.00,58.33
1198,2026-08,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,ABARROTES D1,LACTEOS A04,0.00,26.90
1198,2026-08,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,FRESCOS D2,COMIDAS PREPARADAS A09,0.00,4.32
1198,2026-08,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,FRESCOS D2,FRUTAS Y VERDURAS A06,0.00,17.99
1198,2026-08,Digital,E-Commerce,1198_Cusco Wanchaq - PVH,FRESCOS D2,PANADERIA Y PASTELERIA A10,0.00,7.85
