codigo_local,Periodo,DpPv,DpPv_Lv4,Tienda,Division,Area,Real,Ppto
P075,2026-06,Digital,E-Commerce,P075_Trujillo - PVH,FRESCOS D2,PESCADOS Y MARISCOS A08,,
P075,2026-06,Digital,E-Commerce,P075_Trujillo - PVH,NON FOOD D3,BAZAR A13,,
P075,2026-06,Digital,E-Commerce,P075_Trujillo - PVH,NON FOOD D3,ELECTRO A11,,
P075,2026-06,Digital,E-Commerce,P075_Trujillo - PVH,NON FOOD D3,HOGAR A15,,
P075,2026-06,Digital,E-Commerce,P075_Trujillo - PVH,NON FOOD D3,TEXTIL A12,,
P075,2026-06,Digital,Last Mile,P075_Trujillo - PVH,ABARROTES D1,BEBIDAS A02,,
P075,2026-06,Digital,Last Mile,P075_Trujillo - PVH,ABARROTES D1,COMESTIBLES A01,,
P075,2026-06,Digital,Last Mile,P075_Trujillo - PVH,ABARROTES D1,CUIDADO PERSONAL Y LIMPIEZA A03,,
P075,2026-06,Digital,Last Mile,P075_Trujillo - PVH,ABARROTES D1,LACTEOS A04,,
P075,2026-06,Digital,Last Mile,P075_Trujillo - PVH,FRESCOS D2,CARNES A07,,
P075,2026-06,Digital,Last Mile,P075_Trujillo - PVH,FRESCOS D2,COMIDAS PREPARADAS A09,,
P075,2026-06,Digital,Last Mile,P075_Trujillo - PVH,FRESCOS D2,CONGELADOS A16,,
P075,2026-06,Digital,Last Mile,P075_Trujillo - PVH,FRESCOS D2,FIAMBRES Y QUESOS A05,,
P075,2026-06,Digital,Last Mile,P075_Trujillo - PVH,FRESCOS D2,FRUTAS Y VERDURAS A06,,
P075,2026-06,Digital,Last Mile,P075_Trujillo - PVH,FRESCOS D2,PANADERIA Y PASTELERIA A10,,
P075,2026-06,Digital,Last Mile,P075_Trujillo - PVH,FRESCOS D2,PESCADOS Y MARISCOS A08,,
P075,2026-06,Digital,Last Mile,P075_Trujillo - PVH,NON FOOD D3,BAZAR A13,,
P075,2026-06,Digital,Last Mile,P075_Trujillo - PVH,NON FOOD D3,ELECTRO A11,,
P075,2026-06,Digital,Last Mile,P075_Trujillo - PVH,NON FOOD D3,HOGAR A15,,
P075,2026-06,Digital,Last Mile,P075_Trujillo - PVH,NON FOOD D3,TEXTIL A12,,
P075,2026-06,Tienda,Tienda,P075_Trujillo - PVH,ABARROTES D1,BEBIDAS A02,,
P075,2026-06,Tienda,Tienda,P075_Trujillo - PVH,ABARROTES D1,COMESTIBLES A01,,
P075,2026-06,Tienda,Tienda,P075_Trujillo - PVH,ABARROTES D1,CUIDADO PERSONAL Y LIMPIEZA A03,,
P075,2026-06,Tienda,Tienda,P075_Trujillo - PVH,ABARROTES D1,LACTEOS A04,,
P075,2026-06,Tienda,Tienda,P075_Trujillo - PVH,FRESCOS D2,CARNES A07,,
P075,2026-06,Tienda,Tienda,P075_Trujillo - PVH,FRESCOS D2,COMIDAS PREPARADAS A09,,
P075,2026-06,Tienda,Tienda,P075_Trujillo - PVH,FRESCOS D2,CONGELADOS A16,,
P075,2026-06,Tienda,Tienda,P075_Trujillo - PVH,FRESCOS D2,FIAMBRES Y QUESOS A05,,
P075,2026-06,Tienda,Tienda,P075_Trujillo - PVH,FRESCOS D2,FRUTAS Y VERDURAS A06,,
P075,2026-06,Tienda,Tienda,P075_Trujillo - PVH,FRESCOS D2,PANADERIA Y PASTELERIA A10,,
P075,2026-06,Tienda,Tienda,P075_Trujillo - PVH,FRESCOS D2,PESCADOS Y MARISCOS A08,,
P075,2026-06,Tienda,Tienda,P075_Trujillo - PVH,MISCELANEOS D4,MISCELANEOS A14,,
P075,2026-06,Tienda,Tienda,P075_Trujillo - PVH,NA Producto,NA Producto,,
P075,2026-06,Tienda,Tienda,P075_Trujillo - PVH,NON FOOD D3,BAZAR A13,,
P075,2026-06,Tienda,Tienda,P075_Trujillo - PVH,NON FOOD D3,ELECTRO A11,,
P075,2026-06,Tienda,Tienda,P075_Trujillo - PVH,NON FOOD D3,HOGAR A15,,
P075,2026-06,Tienda,Tienda,P075_Trujillo - PVH,NON FOOD D3,TEXTIL A12,,
P075,2026-07,Digital,E-Commerce,P075_Trujillo - PVH,ABARROTES D1,BEBIDAS A02,,
P075,2026-07,Digital,E-Commerce,P075_Trujillo - PVH,ABARROTES D1,COMESTIBLES A01,,
P075,2026-07,Digital,E-Commerce,P075_Trujillo - PVH,ABARROTES D1,CUIDADO PERSONAL Y LIMPIEZA A03,,
P075,2026-07,Digital,E-Commerce,P075_Trujillo - PVH,ABARROTES D1,LACTEOS A04,,
P075,2026-07,Digital,E-Commerce,P075_Trujillo - PVH,FRESCOS D2,CARNES A07,,
P075,2026-07,Digital,E-Commerce,P075_Trujillo - PVH,FRESCOS D2,COMIDAS PREPARADAS A09,,
P075,2026-07,Digital,E-Commerce,P075_Trujillo - PVH,FRESCOS D2,CONGELADOS A16,,
P075,2026-07,Digital,E-Commerce,P075_Trujillo - PVH,FRESCOS D2,FIAMBRES Y QUESOS A05,,
P075,2026-07,Digital,E-Commerce,P075_Trujillo - PVH,FRESCOS D2,FRUTAS Y VERDURAS A06,,
P075,2026-07,Digital,E-Commerce,P075_Trujillo - PVH,FRESCOS D2,PANADERIA Y PASTELERIA A10,,
P075,2026-07,Digital,E-Commerce,P075_Trujillo - PVH,FRESCOS D2,PESCADOS Y MARISCOS A08,,
P075,2026-07,Digital,E-Commerce,P075_Trujillo - PVH,NON FOOD D3,BAZAR A13,,
P075,2026-07,Digital,E-Commerce,P075_Trujillo - PVH,NON FOOD D3,ELECTRO A11,,
P075,2026-07,Digital,E-Commerce,P075_Trujillo - PVH,NON FOOD D3,HOGAR A15,,
P075,2026-07,Digital,E-Commerce,P075_Trujillo - PVH,NON FOOD D3,TEXTIL A12,,
P075,2026-07,Digital,Last Mile,P075_Trujillo - PVH,ABARROTES D1,BEBIDAS A02,,
P075,2026-07,Digital,Last Mile,P075_Trujillo - PVH,ABARROTES D1,COMESTIBLES A01,,
P075,2026-07,Digital,Last Mile,P075_Trujillo - PVH,ABARROTES D1,CUIDADO PERSONAL Y LIMPIEZA A03,,
P075,2026-07,Digital,Last Mile,P075_Trujillo - PVH,ABARROTES D1,LACTEOS A04,,
P075,2026-07,Digital,Last Mile,P075_Trujillo - PVH,FRESCOS D2,CARNES A07,,
P075,2026-07,Digital,Last Mile,P075_Trujillo - PVH,FRESCOS D2,COMIDAS PREPARADAS A09,,
P075,2026-07,Digital,Last Mile,P075_Trujillo - PVH,FRESCOS D2,CONGELADOS A16,,
P075,2026-07,Digital,Last Mile,P075_Trujillo - PVH,FRESCOS D2,FIAMBRES Y QUESOS A05,,
P075,2026-07,Digital,Last Mile,P075_Trujillo - PVH,FRESCOS D2,FRUTAS Y VERDURAS A06,,
P075,2026-07,Digital,Last Mile,P075_Trujillo - PVH,FRESCOS D2,PANADERIA Y PASTELERIA A10,,
P075,2026-07,Digital,Last Mile,P075_Trujillo - PVH,FRESCOS D2,PESCADOS Y MARISCOS A08,,
P075,2026-07,Digital,Last Mile,P075_Trujillo - PVH,NON FOOD D3,BAZAR A13,,
P075,2026-07,Digital,Last Mile,P075_Trujillo - PVH,NON FOOD D3,ELECTRO A11,,
P075,2026-07,Digital,Last Mile,P075_Trujillo - PVH,NON FOOD D3,HOGAR A15,,
P075,2026-07,Digital,Last Mile,P075_Trujillo - PVH,NON FOOD D3,TEXTIL A12,,
P075,2026-07,Tienda,Tienda,P075_Trujillo - PVH,ABARROTES D1,BEBIDAS A02,,
P075,2026-07,Tienda,Tienda,P075_Trujillo - PVH,ABARROTES D1,COMESTIBLES A01,,
P075,2026-07,Tienda,Tienda,P075_Trujillo - PVH,ABARROTES D1,CUIDADO PERSONAL Y LIMPIEZA A03,,
P075,2026-07,Tienda,Tienda,P075_Trujillo - PVH,ABARROTES D1,LACTEOS A04,,
P075,2026-07,Tienda,Tienda,P075_Trujillo - PVH,FRESCOS D2,CARNES A07,,
P075,2026-07,Tienda,Tienda,P075_Trujillo - PVH,FRESCOS D2,COMIDAS PREPARADAS A09,,
P075,2026-07,Tienda,Tienda,P075_Trujillo - PVH,FRESCOS D2,CONGELADOS A16,,
P075,2026-07,Tienda,Tienda,P075_Trujillo - PVH,FRESCOS D2,FIAMBRES Y QUESOS A05,,
P075,2026-07,Tienda,Tienda,P075_Trujillo - PVH,FRESCOS D2,FRUTAS Y VERDURAS A06,,
P075,2026-07,Tienda,Tienda,P075_Trujillo - PVH,FRESCOS D2,PANADERIA Y PASTELERIA A10,,
P075,2026-07,Tienda,Tienda,P075_Trujillo - PVH,FRESCOS D2,PESCADOS Y MARISCOS A08,,
P075,2026-07,Tienda,Tienda,P075_Trujillo - PVH,MISCELANEOS D4,MISCELANEOS A14,,
P075,2026-07,Tienda,Tienda,P075_Trujillo - PVH,NON FOOD D3,BAZAR A13,,
P075,2026-07,Tienda,Tienda,P075_Trujillo - PVH,NON FOOD D3,ELECTRO A11,,
P075,2026-07,Tienda,Tienda,P075_Trujillo - PVH,NON FOOD D3,HOGAR A15,,
P075,2026-07,Tienda,Tienda,P075_Trujillo - PVH,NON FOOD D3,TEXTIL A12,,
P075,2026-08,Digital,E-Commerce,P075_Trujillo - PVH,ABARROTES D1,BEBIDAS A02,,
P075,2026-08,Digital,E-Commerce,P075_Trujillo - PVH,ABARROTES D1,COMESTIBLES A01,,
P075,2026-08,Digital,E-Commerce,P075_Trujillo - PVH,ABARROTES D1,CUIDADO PERSONAL Y LIMPIEZA A03,,
P075,2026-08,Digital,E-Commerce,P075_Trujillo - PVH,ABARROTES D1,LACTEOS A04,,
P075,2026-08,Digital,E-Commerce,P075_Trujillo - PVH,FRESCOS D2,CARNES A07,,
P075,2026-08,Digital,E-Commerce,P075_Trujillo - PVH,FRESCOS D2,COMIDAS PREPARADAS A09,,
P075,2026-08,Digital,E-Commerce,P075_Trujillo - PVH,FRESCOS D2,CONGELADOS A16,,
P075,2026-08,Digital,E-Commerce,P075_Trujillo - PVH,FRESCOS D2,FIAMBRES Y QUESOS A05,,
P075,2026-08,Digital,E-Commerce,P075_Trujillo - PVH,FRESCOS D2,FRUTAS Y VERDURAS A06,,
P075,2026-08,Digital,E-Commerce,P075_Trujillo - PVH,FRESCOS D2,PANADERIA Y PASTELERIA A10,,
P075,2026-08,Digital,E-Commerce,P075_Trujillo - PVH,FRESCOS D2,PESCADOS Y MARISCOS A08,,
P075,2026-08,Digital,E-Commerce,P075_Trujillo - PVH,NON FOOD D3,BAZAR A13,,
P075,2026-08,Digital,E-Commerce,P075_Trujillo - PVH,NON FOOD D3,ELECTRO A11,,
P075,2026-08,Digital,E-Commerce,P075_Trujillo - PVH,NON FOOD D3,HOGAR A15,,
P075,2026-08,Digital,E-Commerce,P075_Trujillo - PVH,NON FOOD D3,TEXTIL A12,,
P075,2026-08,Digital,Last Mile,P075_Trujillo - PVH,ABARROTES D1,BEBIDAS A02,,
P075,2026-08,Digital,Last Mile,P075_Trujillo - PVH,ABARROTES D1,COMESTIBLES A01,,
P075,2026-08,Digital,Last Mile,P075_Trujillo - PVH,ABARROTES D1,CUIDADO PERSONAL Y LIMPIEZA A03,,
P075,2026-08,Digital,Last Mile,P075_Trujillo - PVH,ABARROTES D1,LACTEOS A04,,
P075,2026-08,Digital,Last Mile,P075_Trujillo - PVH,FRESCOS D2,CARNES A07,,
P075,2026-08,Digital,Last Mile,P075_Trujillo - PVH,FRESCOS D2,COMIDAS PREPARADAS A09,,
P075,2026-08,Digital,Last Mile,P075_Trujillo - PVH,FRESCOS D2,CONGELADOS A16,,
P075,2026-08,Digital,Last Mile,P075_Trujillo - PVH,FRESCOS D2,FIAMBRES Y QUESOS A05,,
P075,2026-08,Digital,Last Mile,P075_Trujillo - PVH,FRESCOS D2,FRUTAS Y VERDURAS A06,,
P075,2026-08,Digital,Last Mile,P075_Trujillo - PVH,FRESCOS D2,PANADERIA Y PASTELERIA A10,,
P075,2026-08,Digital,Last Mile,P075_Trujillo - PVH,FRESCOS D2,PESCADOS Y MARISCOS A08,,
P075,2026-08,Digital,Last Mile,P075_Trujillo - PVH,NON FOOD D3,BAZAR A13,,
P075,2026-08,Digital,Last Mile,P075_Trujillo - PVH,NON FOOD D3,ELECTRO A11,,
P075,2026-08,Digital,Last Mile,P075_Trujillo - PVH,NON FOOD D3,HOGAR A15,,
P075,2026-08,Digital,Last Mile,P075_Trujillo - PVH,NON FOOD D3,TEXTIL A12,,
P075,2026-08,Tienda,Tienda,P075_Trujillo - PVH,ABARROTES D1,BEBIDAS A02,,
P075,2026-08,Tienda,Tienda,P075_Trujillo - PVH,ABARROTES D1,COMESTIBLES A01,,
P075,2026-08,Tienda,Tienda,P075_Trujillo - PVH,ABARROTES D1,CUIDADO PERSONAL Y LIMPIEZA A03,,
P075,2026-08,Tienda,Tienda,P075_Trujillo - PVH,ABARROTES D1,LACTEOS A04,,
P075,2026-08,Tienda,Tienda,P075_Trujillo - PVH,FRESCOS D2,CARNES A07,,
P075,2026-08,Tienda,Tienda,P075_Trujillo - PVH,FRESCOS D2,COMIDAS PREPARADAS A09,,
P075,2026-08,Tienda,Tienda,P075_Trujillo - PVH,FRESCOS D2,CONGELADOS A16,,
P075,2026-08,Tienda,Tienda,P075_Trujillo - PVH,FRESCOS D2,FIAMBRES Y QUESOS A05,,
P075,2026-08,Tienda,Tienda,P075_Trujillo - PVH,FRESCOS D2,FRUTAS Y VERDURAS A06,,
P075,2026-08,Tienda,Tienda,P075_Trujillo - PVH,FRESCOS D2,PANADERIA Y PASTELERIA A10,,
P075,2026-08,Tienda,Tienda,P075_Trujillo - PVH,FRESCOS D2,PESCADOS Y MARISCOS A08,,
P075,2026-08,Tienda,Tienda,P075_Trujillo - PVH,MISCELANEOS D4,MISCELANEOS A14,,
P075,2026-08,Tienda,Tienda,P075_Trujillo - PVH,NON FOOD D3,BAZAR A13,,
P075,2026-08,Tienda,Tienda,P075_Trujillo - PVH,NON FOOD D3,ELECTRO A11,,
P075,2026-08,Tienda,Tienda,P075_Trujillo - PVH,NON FOOD D3,HOGAR A15,,
P075,2026-08,Tienda,Tienda,P075_Trujillo - PVH,NON FOOD D3,TEXTIL A12,,
P075,2026-09,Digital,E-Commerce,P075_Trujillo - PVH,ABARROTES D1,BEBIDAS A02,,
P075,2026-09,Digital,E-Commerce,P075_Trujillo - PVH,ABARROTES D1,COMESTIBLES A01,,
P075,2026-09,Digital,E-Commerce,P075_Trujillo - PVH,ABARROTES D1,CUIDADO PERSONAL Y LIMPIEZA A03,,
P075,2026-09,Digital,E-Commerce,P075_Trujillo - PVH,ABARROTES D1,LACTEOS A04,,
P075,2026-09,Digital,E-Commerce,P075_Trujillo - PVH,FRESCOS D2,CARNES A07,,
P075,2026-09,Digital,E-Commerce,P075_Trujillo - PVH,FRESCOS D2,COMIDAS PREPARADAS A09,,
P075,2026-09,Digital,E-Commerce,P075_Trujillo - PVH,FRESCOS D2,CONGELADOS A16,,
P075,2026-09,Digital,E-Commerce,P075_Trujillo - PVH,FRESCOS D2,FIAMBRES Y QUESOS A05,,
P075,2026-09,Digital,E-Commerce,P075_Trujillo - PVH,FRESCOS D2,FRUTAS Y VERDURAS A06,,
P075,2026-09,Digital,E-Commerce,P075_Trujillo - PVH,FRESCOS D2,PANADERIA Y PASTELERIA A10,,
P075,2026-09,Digital,E-Commerce,P075_Trujillo - PVH,FRESCOS D2,PESCADOS Y MARISCOS A08,,
P075,2026-09,Digital,E-Commerce,P075_Trujillo - PVH,NON FOOD D3,BAZAR A13,,
P075,2026-09,Digital,E-Commerce,P075_Trujillo - PVH,NON FOOD D3,ELECTRO A11,,
P075,2026-09,Digital,E-Commerce,P075_Trujillo - PVH,NON FOOD D3,HOGAR A15,,
P075,2026-09,Digital,E-Commerce,P075_Trujillo - PVH,NON FOOD D3,TEXTIL A12,,
P075,2026-09,Digital,Last Mile,P075_Trujillo - PVH,ABARROTES D1,BEBIDAS A02,,
P075,2026-09,Digital,Last Mile,P075_Trujillo - PVH,ABARROTES D1,COMESTIBLES A01,,
P075,2026-09,Digital,Last Mile,P075_Trujillo - PVH,ABARROTES D1,CUIDADO PERSONAL Y LIMPIEZA A03,,
P075,2026-09,Digital,Last Mile,P075_Trujillo - PVH,ABARROTES D1,LACTEOS A04,,
P075,2026-09,Digital,Last Mile,P075_Trujillo - PVH,FRESCOS D2,CARNES A07,,
P075,2026-09,Digital,Last Mile,P075_Trujillo - PVH,FRESCOS D2,COMIDAS PREPARADAS A09,,
P075,2026-09,Digital,Last Mile,P075_Trujillo - PVH,FRESCOS D2,CONGELADOS A16,,
P075,2026-09,Digital,Last Mile,P075_Trujillo - PVH,FRESCOS D2,FIAMBRES Y QUESOS A05,,
P075,2026-09,Digital,Last Mile,P075_Trujillo - PVH,FRESCOS D2,FRUTAS Y VERDURAS A06,,
P075,2026-09,Digital,Last Mile,P075_Trujillo - PVH,FRESCOS D2,PANADERIA Y PASTELERIA A10,,
P075,2026-09,Digital,Last Mile,P075_Trujillo - PVH,FRESCOS D2,PESCADOS Y MARISCOS A08,,
P075,2026-09,Digital,Last Mile,P075_Trujillo - PVH,NON FOOD D3,BAZAR A13,,
P075,2026-09,Digital,Last Mile,P075_Trujillo - PVH,NON FOOD D3,ELECTRO A11,,
P075,2026-09,Digital,Last Mile,P075_Trujillo - PVH,NON FOOD D3,HOGAR A15,,
P075,2026-09,Digital,Last Mile,P075_Trujillo - PVH,NON FOOD D3,TEXTIL A12,,
P075,2026-09,Tienda,Tienda,P075_Trujillo - PVH,ABARROTES D1,BEBIDAS A02,,
P075,2026-09,Tienda,Tienda,P075_Trujillo - PVH,ABARROTES D1,COMESTIBLES A01,,
P075,2026-09,Tienda,Tienda,P075_Trujillo - PVH,ABARROTES D1,CUIDADO PERSONAL Y LIMPIEZA A03,,
P075,2026-09,Tienda,Tienda,P075_Trujillo - PVH,ABARROTES D1,LACTEOS A04,,
P075,2026-09,Tienda,Tienda,P075_Trujillo - PVH,FRESCOS D2,CARNES A07,,
P075,2026-09,Tienda,Tienda,P075_Trujillo - PVH,FRESCOS D2,COMIDAS PREPARADAS A09,,
P075,2026-09,Tienda,Tienda,P075_Trujillo - PVH,FRESCOS D2,CONGELADOS A16,,
P075,2026-09,Tienda,Tienda,P075_Trujillo - PVH,FRESCOS D2,FIAMBRES Y QUESOS A05,,
P075,2026-09,Tienda,Tienda,P075_Trujillo - PVH,FRESCOS D2,FRUTAS Y VERDURAS A06,,
P075,2026-09,Tienda,Tienda,P075_Trujillo - PVH,FRESCOS D2,PANADERIA Y PASTELERIA A10,,
P075,2026-09,Tienda,Tienda,P075_Trujillo - PVH,FRESCOS D2,PESCADOS Y MARISCOS A08,,
P075,2026-09,Tienda,Tienda,P075_Trujillo - PVH,MISCELANEOS D4,MISCELANEOS A14,,
P075,2026-09,Tienda,Tienda,P075_Trujillo - PVH,NON FOOD D3,BAZAR A13,,
P075,2026-09,Tienda,Tienda,P075_Trujillo - PVH,NON FOOD D3,ELECTRO A11,,
P075,2026-09,Tienda,Tienda,P075_Trujillo - PVH,NON FOOD D3,HOGAR A15,,
P075,2026-09,Tienda,Tienda,P075_Trujillo - PVH,NON FOOD D3,TEXTIL A12,,
P075,2026-10,Digital,E-Commerce,P075_Trujillo - PVH,ABARROTES D1,BEBIDAS A02,,
P075,2026-10,Digital,E-Commerce,P075_Trujillo - PVH,ABARROTES D1,COMESTIBLES A01,,
P075,2026-10,Digital,E-Commerce,P075_Trujillo - PVH,ABARROTES D1,CUIDADO PERSONAL Y LIMPIEZA A03,,
P075,2026-10,Digital,E-Commerce,P075_Trujillo - PVH,ABARROTES D1,LACTEOS A04,,
P075,2026-10,Digital,E-Commerce,P075_Trujillo - PVH,FRESCOS D2,CARNES A07,,
P075,2026-10,Digital,E-Commerce,P075_Trujillo - PVH,FRESCOS D2,COMIDAS PREPARADAS A09,,
P075,2026-10,Digital,E-Commerce,P075_Trujillo - PVH,FRESCOS D2,CONGELADOS A16,,
P075,2026-10,Digital,E-Commerce,P075_Trujillo - PVH,FRESCOS D2,FIAMBRES Y QUESOS A05,,
P075,2026-10,Digital,E-Commerce,P075_Trujillo - PVH,FRESCOS D2,FRUTAS Y VERDURAS A06,,
P075,2026-10,Digital,E-Commerce,P075_Trujillo - PVH,FRESCOS D2,PANADERIA Y PASTELERIA A10,,
P075,2026-10,Digital,E-Commerce,P075_Trujillo - PVH,FRESCOS D2,PESCADOS Y MARISCOS A08,,
P075,2026-10,Digital,E-Commerce,P075_Trujillo - PVH,NON FOOD D3,BAZAR A13,,
P075,2026-10,Digital,E-Commerce,P075_Trujillo - PVH,NON FOOD D3,ELECTRO A11,,
P075,2026-10,Digital,E-Commerce,P075_Trujillo - PVH,NON FOOD D3,HOGAR A15,,
P075,2026-10,Digital,E-Commerce,P075_Trujillo - PVH,NON FOOD D3,TEXTIL A12,,
P075,2026-10,Digital,Last Mile,P075_Trujillo - PVH,ABARROTES D1,BEBIDAS A02,,
P075,2026-10,Digital,Last Mile,P075_Trujillo - PVH,ABARROTES D1,COMESTIBLES A01,,
P075,2026-10,Digital,Last Mile,P075_Trujillo - PVH,ABARROTES D1,CUIDADO PERSONAL Y LIMPIEZA A03,,
P075,2026-10,Digital,Last Mile,P075_Trujillo - PVH,ABARROTES D1,LACTEOS A04,,
P075,2026-10,Digital,Last Mile,P075_Trujillo - PVH,FRESCOS D2,CARNES A07,,
P075,2026-10,Digital,Last Mile,P075_Trujillo - PVH,FRESCOS D2,COMIDAS PREPARADAS A09,,
P075,2026-10,Digital,Last Mile,P075_Trujillo - PVH,FRESCOS D2,CONGELADOS A16,,
P075,2026-10,Digital,Last Mile,P075_Trujillo - PVH,FRESCOS D2,FIAMBRES Y QUESOS A05,,
P075,2026-10,Digital,Last Mile,P075_Trujillo - PVH,FRESCOS D2,FRUTAS Y VERDURAS A06,,
P075,2026-10,Digital,Last Mile,P075_Trujillo - PVH,FRESCOS D2,PANADERIA Y PASTELERIA A10,,
P075,2026-10,Digital,Last Mile,P075_Trujillo - PVH,FRESCOS D2,PESCADOS Y MARISCOS A08,,
P075,2026-10,Digital,Last Mile,P075_Trujillo - PVH,NON FOOD D3,BAZAR A13,,
P075,2026-10,Digital,Last Mile,P075_Trujillo - PVH,NON FOOD D3,ELECTRO A11,,
P075,2026-10,Digital,Last Mile,P075_Trujillo - PVH,NON FOOD D3,HOGAR A15,,
P075,2026-10,Digital,Last Mile,P075_Trujillo - PVH,NON FOOD D3,TEXTIL A12,,
P075,2026-10,Tienda,Tienda,P075_Trujillo - PVH,ABARROTES D1,BEBIDAS A02,,
P075,2026-10,Tienda,Tienda,P075_Trujillo - PVH,ABARROTES D1,COMESTIBLES A01,,
P075,2026-10,Tienda,Tienda,P075_Trujillo - PVH,ABARROTES D1,CUIDADO PERSONAL Y LIMPIEZA A03,,
P075,2026-10,Tienda,Tienda,P075_Trujillo - PVH,ABARROTES D1,LACTEOS A04,,
P075,2026-10,Tienda,Tienda,P075_Trujillo - PVH,FRESCOS D2,CARNES A07,,
P075,2026-10,Tienda,Tienda,P075_Trujillo - PVH,FRESCOS D2,COMIDAS PREPARADAS A09,,
P075,2026-10,Tienda,Tienda,P075_Trujillo - PVH,FRESCOS D2,CONGELADOS A16,,
P075,2026-10,Tienda,Tienda,P075_Trujillo - PVH,FRESCOS D2,FIAMBRES Y QUESOS A05,,
P075,2026-10,Tienda,Tienda,P075_Trujillo - PVH,FRESCOS D2,FRUTAS Y VERDURAS A06,,
P075,2026-10,Tienda,Tienda,P075_Trujillo - PVH,FRESCOS D2,PANADERIA Y PASTELERIA A10,,
P075,2026-10,Tienda,Tienda,P075_Trujillo - PVH,FRESCOS D2,PESCADOS Y MARISCOS A08,,
P075,2026-10,Tienda,Tienda,P075_Trujillo - PVH,MISCELANEOS D4,MISCELANEOS A14,,
P075,2026-10,Tienda,Tienda,P075_Trujillo - PVH,NA Producto,NA Producto,,
P075,2026-10,Tienda,Tienda,P075_Trujillo - PVH,NON FOOD D3,BAZAR A13,,
P075,2026-10,Tienda,Tienda,P075_Trujillo - PVH,NON FOOD D3,ELECTRO A11,,
P075,2026-10,Tienda,Tienda,P075_Trujillo - PVH,NON FOOD D3,HOGAR A15,,
P075,2026-10,Tienda,Tienda,P075_Trujillo - PVH,NON FOOD D3,TEXTIL A12,,
P075,2026-11,Digital,E-Commerce,P075_Trujillo - PVH,ABARROTES D1,BEBIDAS A02,,
P075,2026-11,Digital,E-Commerce,P075_Trujillo - PVH,ABARROTES D1,COMESTIBLES A01,,
P075,2026-11,Digital,E-Commerce,P075_Trujillo - PVH,ABARROTES D1,CUIDADO PERSONAL Y LIMPIEZA A03,,
P075,2026-11,Digital,E-Commerce,P075_Trujillo - PVH,ABARROTES D1,LACTEOS A04,,
P075,2026-11,Digital,E-Commerce,P075_Trujillo - PVH,FRESCOS D2,CARNES A07,,
P075,2026-11,Digital,E-Commerce,P075_Trujillo - PVH,FRESCOS D2,COMIDAS PREPARADAS A09,,
P075,2026-11,Digital,E-Commerce,P075_Trujillo - PVH,FRESCOS D2,CONGELADOS A16,,
P075,2026-11,Digital,E-Commerce,P075_Trujillo - PVH,FRESCOS D2,FIAMBRES Y QUESOS A05,,
P075,2026-11,Digital,E-Commerce,P075_Trujillo - PVH,FRESCOS D2,FRUTAS Y VERDURAS A06,,
P075,2026-11,Digital,E-Commerce,P075_Trujillo - PVH,FRESCOS D2,PANADERIA Y PASTELERIA A10,,
P075,2026-11,Digital,E-Commerce,P075_Trujillo - PVH,FRESCOS D2,PESCADOS Y MARISCOS A08,,
P075,2026-11,Digital,E-Commerce,P075_Trujillo - PVH,NON FOOD D3,BAZAR A13,,
P075,2026-11,Digital,E-Commerce,P075_Trujillo - PVH,NON FOOD D3,ELECTRO A11,,
P075,2026-11,Digital,E-Commerce,P075_Trujillo - PVH,NON FOOD D3,HOGAR A15,,
P075,2026-11,Digital,E-Commerce,P075_Trujillo - PVH,NON FOOD D3,TEXTIL A12,,
P075,2026-11,Digital,Last Mile,P075_Trujillo - PVH,ABARROTES D1,BEBIDAS A02,,
P075,2026-11,Digital,Last Mile,P075_Trujillo - PVH,ABARROTES D1,COMESTIBLES A01,,
P075,2026-11,Digital,Last Mile,P075_Trujillo - PVH,ABARROTES D1,CUIDADO PERSONAL Y LIMPIEZA A03,,
P075,2026-11,Digital,Last Mile,P075_Trujillo - PVH,ABARROTES D1,LACTEOS A04,,
P075,2026-11,Digital,Last Mile,P075_Trujillo - PVH,FRESCOS D2,CARNES A07,,
P075,2026-11,Digital,Last Mile,P075_Trujillo - PVH,FRESCOS D2,COMIDAS PREPARADAS A09,,
P075,2026-11,Digital,Last Mile,P075_Trujillo - PVH,FRESCOS D2,CONGELADOS A16,,
P075,2026-11,Digital,Last Mile,P075_Trujillo - PVH,FRESCOS D2,FIAMBRES Y QUESOS A05,,
P075,2026-11,Digital,Last Mile,P075_Trujillo - PVH,FRESCOS D2,FRUTAS Y VERDURAS A06,,
P075,2026-11,Digital,Last Mile,P075_Trujillo - PVH,FRESCOS D2,PANADERIA Y PASTELERIA A10,,
P075,2026-11,Digital,Last Mile,P075_Trujillo - PVH,FRESCOS D2,PESCADOS Y MARISCOS A08,,
P075,2026-11,Digital,Last Mile,P075_Trujillo - PVH,NON FOOD D3,BAZAR A13,,
P075,2026-11,Digital,Last Mile,P075_Trujillo - PVH,NON FOOD D3,ELECTRO A11,,
P075,2026-11,Digital,Last Mile,P075_Trujillo - PVH,NON FOOD D3,HOGAR A15,,
P075,2026-11,Digital,Last Mile,P075_Trujillo - PVH,NON FOOD D3,TEXTIL A12,,
P075,2026-11,Tienda,Tienda,P075_Trujillo - PVH,ABARROTES D1,BEBIDAS A02,,
P075,2026-11,Tienda,Tienda,P075_Trujillo - PVH,ABARROTES D1,COMESTIBLES A01,,
