regional,supervisor,Año,Mes,nombre,Unid x Minuto,Meta Promedio,venta_unidad,tiempo_escaneo,Objetivo
Fátima León,Fátima León,2025,enero,Art Express - PVS,12.15,14.00,42769.505000000005,211273,14
Fátima León,Fátima León,2025,enero,Bolognesi - PVE,13.73,15.00,91909.46999999997,401716,15
Fátima León,Fátima León,2025,enero,Centro Trujillo - PVE,13.55,16.00,91187.37999999999,403902,16
Fátima León,Fátima León,2025,enero,Chorrillos Iglesias - PVS,10.01,12.00,97024.457,581476,12
Fátima León,Fátima León,2025,enero,Cine Rimac - PVS,12.49,14.00,101652.622,488343,14
Fátima León,Fátima León,2025,enero,Jiron de la Union - PVE,10.84,12.00,26467.785000000003,146548,12
Fátima León,Fátima León,2025,enero,La Paz - PVS,11.94,13.00,147695.613,742465,13
Fátima León,Fátima León,2025,enero,La Perla - PVS,10.60,12.00,140717.26400000002,796695,12
Fátima León,Fátima León,2025,enero,La Victoria PVS,12.19,13.00,74243.95499999999,365413,13
Fátima León,Fátima León,2025,enero,Santa Cruz - PVE,11.77,13.00,65658.04699999999,334802,13
Fátima León,Fátima León,2025,enero,Supermercados SKA - PVE,13.58,16.00,8020.625,35441,16
Fátima León,Fátima León,2025,enero,Trujillo Mansiche - PVS,15.23,17.00,122428.70999999996,482412,17
Fátima León,Fátima León,2025,enero,Trujillo Valcarcel - PVS,11.13,13.00,120396.14699999997,648774,13
Fátima León,Fátima León,2025,enero,Villa Marina - PVS,13.36,14.00,89363.31199999998,401386,14
Fátima León,Fátima León,2025,febrero,Art Express - PVS,13.87,14.00,43177.02500000001,186833,14
Fátima León,Fátima León,2025,febrero,Bolognesi - PVE,13.33,15.00,86538.74500000002,389480,15
Fátima León,Fátima León,2025,febrero,Centro Trujillo - PVE,13.23,16.00,94343.00499999999,427730,16
Fátima León,Fátima León,2025,febrero,Chorrillos Iglesias - PVS,10.12,12.00,95795.225,567855,12
Fátima León,Fátima León,2025,febrero,Cine Rimac - PVS,12.65,14.00,100926.07199999999,478545,14
Fátima León,Fátima León,2025,febrero,Jiron de la Union - PVE,11.15,12.00,24210.805,130291,12
Fátima León,Fátima León,2025,febrero,La Paz - PVS,11.72,13.00,134437.765,688179,13
Fátima León,Fátima León,2025,febrero,La Perla - PVS,10.14,12.00,121371.53899999996,717973,12
Fátima León,Fátima León,2025,febrero,La Victoria PVS,12.52,13.00,70151.285,336203,13
Fátima León,Fátima León,2025,febrero,Santa Cruz - PVE,12.21,13.00,63873.240999999995,313932,13
Fátima León,Fátima León,2025,febrero,Supermercados SKA - PVE,13.54,16.00,8032.85,35603,16
Fátima León,Fátima León,2025,febrero,Trujillo Mansiche - PVS,14.59,17.00,121999.49499999998,501622,17
Fátima León,Fátima León,2025,febrero,Trujillo Valcarcel - PVS,10.97,13.00,109615.16500000001,599498,13
Fátima León,Fátima León,2025,febrero,Villa Marina - PVS,14.10,14.00,88670.05500000001,377207,14
Fátima León,Fátima León,2025,marzo,Art Express - PVS,14.34,14.00,51748.47,216525,14
Fátima León,Fátima León,2025,marzo,Bolognesi - PVE,13.59,15.00,101266.08,446982,15
Fátima León,Fátima León,2025,marzo,Centro Trujillo - PVE,11.78,16.00,117647.07,599418,16
Fátima León,Fátima León,2025,marzo,Chorrillos Iglesias - PVS,10.07,12.00,109414.90999999999,651901,12
Fátima León,Fátima León,2025,marzo,Cine Rimac - PVS,12.80,14.00,117452.37099999998,550689,14
Fátima León,Fátima León,2025,marzo,Jiron de la Union - PVE,10.43,12.00,27619.659999999996,158832,12
Fátima León,Fátima León,2025,marzo,La Paz - PVS,12.28,13.00,161512.59699999995,788990,13
Fátima León,Fátima León,2025,marzo,La Perla - PVS,10.75,12.00,141150.209,787608,12
Fátima León,Fátima León,2025,marzo,La Victoria PVS,13.17,13.00,81104.235,369614,13
Fátima León,Fátima León,2025,marzo,Santa Cruz - PVE,11.40,13.00,73119.59499999999,384788,13
Fátima León,Fátima León,2025,marzo,Supermercados SKA - PVE,14.23,16.00,18682.23,78798,16
Fátima León,Fátima León,2025,marzo,Trujillo Mansiche - PVS,12.00,17.00,179709.03,898176,17
Fátima León,Fátima León,2025,marzo,Trujillo Valcarcel - PVS,10.66,13.00,130557.53300000001,734927,13
Fátima León,Fátima León,2025,marzo,Villa Marina - PVS,14.17,14.00,102654.96900000004,434603,14
Fátima León,Fátima León,2025,abril,Art Express - PVS,13.76,14.00,47035.37000000001,205027,14
Fátima León,Fátima León,2025,abril,Bolognesi - PVE,12.54,15.00,91266.01899999999,436723,15
Fátima León,Fátima León,2025,abril,Centro Trujillo - PVE,11.97,16.00,112953.90500000001,566085,16
Fátima León,Fátima León,2025,abril,Chorrillos Iglesias - PVS,9.60,12.00,91664.139,572728,12
Fátima León,Fátima León,2025,abril,Cine Rimac - PVS,12.47,14.00,107717.89300000003,518110,14
Fátima León,Fátima León,2025,abril,Jiron de la Union - PVE,10.01,12.00,26459.115000000005,158588,12
Fátima León,Fátima León,2025,abril,La Paz - PVS,11.77,13.00,139472.12,710691,13
Fátima León,Fátima León,2025,abril,La Perla - PVS,11.06,12.00,129016.21299999999,700161,12
Fátima León,Fátima León,2025,abril,La Victoria PVS,14.08,13.00,73421.157,312804,13
Fátima León,Fátima León,2025,abril,Santa Cruz - PVE,10.46,13.00,67906.436,389476,13
Fátima León,Fátima León,2025,abril,Supermercados SKA - PVE,13.10,16.00,15830.434999999998,72503,16
Fátima León,Fátima León,2025,abril,Trujillo Mansiche - PVS,12.47,17.00,156203.47999999992,751664,17
Fátima León,Fátima León,2025,abril,Trujillo Valcarcel - PVS,10.78,13.00,120327.761,669926,13
Fátima León,Fátima León,2025,abril,Villa Marina - PVS,13.16,14.00,86819.33499999999,395747,14
Fátima León,Fátima León,2025,mayo,Art Express - PVS,12.56,14.00,50329.100000000006,240446,14
Fátima León,Fátima León,2025,mayo,Bolognesi - PVE,12.97,15.00,94754.93,438273,15
Fátima León,Fátima León,2025,mayo,Centro Trujillo - PVE,12.57,16.00,102514.49,489500,16
Fátima León,Fátima León,2025,mayo,Chorrillos Iglesias - PVS,9.31,12.00,89905.39,579390,12
Fátima León,Fátima León,2025,mayo,Cine Rimac - PVS,12.38,14.00,103094.93000000002,499734,14
Fátima León,Fátima León,2025,mayo,Jiron de la Union - PVE,10.14,12.00,26234.11,155246,12
Fátima León,Fátima León,2025,mayo,La Paz - PVS,12.30,13.00,144964.47000000003,707132,13
Fátima León,Fátima León,2025,mayo,La Perla - PVS,10.73,12.00,131896.06,737815,12
Fátima León,Fátima León,2025,mayo,La Victoria PVS,13.13,13.00,73737.12000000001,337051,13
Fátima León,Fátima León,2025,mayo,Santa Cruz - PVE,10.27,13.00,67135.48,392288,13
Fátima León,Fátima León,2025,mayo,Supermercados SKA - PVE,12.61,16.00,17234.36,81986,16
Fátima León,Fátima León,2025,mayo,Trujillo Mansiche - PVS,12.64,17.00,125639.81999999998,596243,17
Fátima León,Fátima León,2025,mayo,Trujillo Valcarcel - PVS,9.88,13.00,114356.69,694363,13
Fátima León,Fátima León,2025,mayo,Villa Marina - PVS,12.09,14.00,87624.37000000002,434840,14
Fátima León,Fátima León,2025,junio,Art Express - PVS,12.53,14.00,50388.69,241264,14
Fátima León,Fátima León,2025,junio,Bolognesi - PVE,11.87,15.00,89222.94,450986,15
Fátima León,Fátima León,2025,junio,Centro Trujillo - PVE,12.38,16.00,95661.01,463444,16
Fátima León,Fátima León,2025,junio,Chorrillos Iglesias - PVS,9.71,12.00,86638.75,535177,12
Fátima León,Fátima León,2025,junio,Cine Rimac - PVS,12.86,14.00,96617.95999999999,450935,14
Fátima León,Fátima León,2025,junio,Jiron de la Union - PVE,10.40,12.00,24235.11,139817,12
Fátima León,Fátima León,2025,junio,La Paz - PVS,11.78,13.00,135899.09,692357,13
Fátima León,Fátima León,2025,junio,La Perla - PVS,10.49,12.00,125805.18999999997,719477,12
Fátima León,Fátima León,2025,junio,La Victoria PVS,12.64,13.00,70386.42,334121,13
Fátima León,Fátima León,2025,junio,Santa Cruz - PVE,8.73,13.00,63196.62000000001,434429,13
Fátima León,Fátima León,2025,junio,Supermercados SKA - PVE,12.94,16.00,12033.689999999999,55782,16
Fátima León,Fátima León,2025,junio,Trujillo Mansiche - PVS,12.23,17.00,106441.79000000001,522143,17
Fátima León,Fátima León,2025,junio,Trujillo Valcarcel - PVS,9.88,13.00,111229.37000000001,675453,13
Fátima León,Fátima León,2025,junio,Villa Marina - PVS,12.80,14.00,88182.2,413420,14
Fátima León,Fátima León,2025,julio,Art Express - PVS,11.81,14.00,50376.520000000004,255928,14
Fátima León,Fátima León,2025,julio,Bolognesi - PVE,12.52,15.00,91461.23999999998,438461,15
Fátima León,Fátima León,2025,julio,Centro Trujillo - PVE,12.18,16.00,92603.56999999999,456102,16
Fátima León,Fátima León,2025,julio,Chorrillos Iglesias - PVS,10.00,12.00,95407.15999999999,572360,12
Fátima León,Fátima León,2025,julio,Cine Rimac - PVS,12.82,14.00,102301.1,478746,14
Fátima León,Fátima León,2025,julio,Jiron de la Union - PVE,10.10,12.00,28871.779999999995,171528,12
Fátima León,Fátima León,2025,julio,La Paz - PVS,11.55,13.00,141363.86000000002,734215,13
Fátima León,Fátima León,2025,julio,La Perla - PVS,10.52,12.00,133206.18,759873,12
Fátima León,Fátima León,2025,julio,La Victoria PVS,13.15,13.00,77766.29,354816,13
Fátima León,Fátima León,2025,julio,Santa Cruz - PVE,8.55,13.00,57688.969999999994,404626,13
Fátima León,Fátima León,2025,julio,Supermercados SKA - PVE,13.00,16.00,15524.97,71677,16
Fátima León,Fátima León,2025,julio,Trujillo Mansiche - PVS,12.23,17.00,106200.32999999999,521006,17
Fátima León,Fátima León,2025,julio,Trujillo Valcarcel - PVS,10.14,13.00,120683.55000000003,714260,13
Fátima León,Fátima León,2025,julio,Villa Marina - PVS,13.20,14.00,88668.48,403032,14
Fátima León,Fátima León,2025,agosto,Art Express - PVS,10.95,14.00,51454.05,281932,14
Fátima León,Fátima León,2025,agosto,Bolognesi - PVE,10.81,15.00,91103.4,505576,15
Fátima León,Fátima León,2025,agosto,Centro Trujillo - PVE,11.69,16.00,90501.33,464603,16
Fátima León,Fátima León,2025,agosto,Chorrillos Iglesias - PVS,9.57,12.00,93098.21999999994,583960,12
Fátima León,Fátima León,2025,agosto,Cine Rimac - PVS,12.72,14.00,103230.73000000003,486988,14
Fátima León,Fátima León,2025,agosto,Jiron de la Union - PVE,10.48,12.00,28664.229999999996,164132,12
Fátima León,Fátima León,2025,agosto,La Paz - PVS,12.59,13.00,142662.56,679742,13
Fátima León,Fátima León,2025,agosto,La Perla - PVS,10.57,12.00,130508.57999999997,740892,12
Fátima León,Fátima León,2025,agosto,La Victoria PVS,13.14,13.00,76998.84999999998,351698,13
Fátima León,Fátima León,2025,agosto,Santa Cruz - PVE,8.35,13.00,61078.020000000004,438917,13
Fátima León,Fátima León,2025,agosto,Supermercados SKA - PVE,12.86,16.00,9152.380000000001,42692,16
Fátima León,Fátima León,2025,agosto,Trujillo Mansiche - PVS,11.70,17.00,109938.87999999998,563857,17
Fátima León,Fátima León,2025,agosto,Trujillo Valcarcel - PVS,10.03,13.00,113619.08999999995,679595,13
Fátima León,Fátima León,2025,agosto,Villa Marina - PVS,13.79,14.00,90553.42,393886,14
Fátima León,Fátima León,2025,septiembre,Art Express - PVS,11.80,14.00,47110.310000000005,239597,14
Fátima León,Fátima León,2025,septiembre,Bolognesi - PVE,11.19,15.00,85887.43000000001,460365,15
Fátima León,Fátima León,2025,septiembre,Centro Trujillo - PVE,11.93,16.00,88870.95000000001,447087,16
Fátima León,Fátima León,2025,septiembre,Chorrillos Iglesias - PVS,9.63,12.00,84501.64000000003,526570,12
Fátima León,Fátima León,2025,septiembre,Cine Rimac - PVS,12.72,14.00,100932.65000000001,476165,14
Fátima León,Fátima León,2025,septiembre,Jiron de la Union - PVE,11.59,12.00,24838.22,128548,12
Fátima León,Fátima León,2025,septiembre,La Paz - PVS,11.57,13.00,131585.07000000004,682429,13
Fátima León,Fátima León,2025,septiembre,La Perla - PVS,11.04,12.00,127785.46000000004,694666,12
Fátima León,Fátima León,2025,septiembre,La Victoria PVS,13.90,13.00,73303.21000000002,316380,13
Fátima León,Fátima León,2025,septiembre,Santa Cruz - PVE,7.79,13.00,53302.14,410543,13
Fátima León,Fátima León,2025,septiembre,Supermercados SKA - PVE,11.97,16.00,15340.670000000002,76906,16
Fátima León,Fátima León,2025,septiembre,Trujillo Mansiche - PVS,11.81,17.00,108576.19000000003,551465,17
Fátima León,Fátima León,2025,septiembre,Trujillo Valcarcel - PVS,10.18,13.00,110254.57,650140,13
Fátima León,Fátima León,2025,septiembre,Villa Marina - PVS,13.21,14.00,89428.04000000001,406108,14
Fátima León,Fátima León,2025,octubre,Art Express - PVS,11.62,14.00,48417.87000000001,249960,14
Fátima León,Fátima León,2025,octubre,Bolognesi - PVE,12.29,15.00,88145.96999999997,430190,15
Fátima León,Fátima León,2025,octubre,Centro Trujillo - PVE,12.10,16.00,90296.05999999995,447643,16
Fátima León,Fátima León,2025,octubre,Chorrillos Iglesias - PVS,9.65,12.00,84330.15,524135,12
Fátima León,Fátima León,2025,octubre,Cine Rimac - PVS,12.33,14.00,99623.51999999999,484728,14
Fátima León,Fátima León,2025,octubre,Jiron de la Union - PVE,11.50,12.00,26237.920000000006,136840,12
Fátima León,Fátima León,2025,octubre,La Paz - PVS,11.52,13.00,136095.87,709081,13
Fátima León,Fátima León,2025,octubre,La Perla - PVS,10.78,12.00,126313.17999999996,702969,12
Fátima León,Fátima León,2025,octubre,La Victoria PVS,13.99,13.00,73375.98000000001,314770,13
Fátima León,Fátima León,2025,octubre,Santa Cruz - PVE,8.23,13.00,61845.7,450756,13
Fátima León,Fátima León,2025,octubre,Supermercados SKA - PVE,12.39,16.00,13946.999999999998,67539,16
Fátima León,Fátima León,2025,octubre,Trujillo Mansiche - PVS,11.89,17.00,90645.41999999998,457279,17
Fátima León,Fátima León,2025,octubre,Trujillo Valcarcel - PVS,10.15,13.00,109506.90999999997,647054,13
Fátima León,Fátima León,2025,octubre,Villa Marina - PVS,14.05,14.00,84984.52999999997,362890,14
Fátima León,Fátima León,2025,noviembre,Art Express - PVS,12.32,14.00,53957.01,262715,14
Fátima León,Fátima León,2025,noviembre,Bolognesi - PVE,12.92,15.00,89505.67000000001,415607,15
Fátima León,Fátima León,2025,noviembre,Centro Trujillo - PVE,12.61,16.00,89900.72000000002,427772,16
Fátima León,Fátima León,2025,noviembre,Chorrillos Iglesias - PVS,10.29,12.00,89101.62000000001,519602,12
Fátima León,Fátima León,2025,noviembre,Cine Rimac - PVS,13.52,14.00,106133.01,470922,14
Fátima León,Fátima León,2025,noviembre,Jiron de la Union - PVE,12.40,12.00,27942.21,135176,12
Fátima León,Fátima León,2025,noviembre,La Paz - PVS,12.46,13.00,143858.83000000005,692521,13
Fátima León,Fátima León,2025,noviembre,La Perla - PVS,11.22,12.00,135212.99,723173,12
Fátima León,Fátima León,2025,noviembre,La Victoria PVS,13.98,13.00,77107.39,330913,13
Fátima León,Fátima León,2025,noviembre,Santa Cruz - PVE,9.26,13.00,62506.69,404870,13
Fátima León,Fátima León,2025,noviembre,Supermercados SKA - PVE,12.53,16.00,13356.560000000001,63980,16
Fátima León,Fátima León,2025,noviembre,Trujillo Mansiche - PVS,12.45,17.00,116973.69,563908,17
Fátima León,Fátima León,2025,noviembre,Trujillo Valcarcel - PVS,10.93,13.00,126763.81,695621,13
Fátima León,Fátima León,2025,noviembre,Villa Marina - PVS,15.01,14.00,94158.87999999999,376359,14
Fátima León,Fátima León,2025,diciembre,Art Express - PVS,11.87,14.00,58233.889999999985,294276,14
Fátima León,Fátima León,2025,diciembre,Bolognesi - PVE,13.92,15.00,101732.09000000001,438444,15
Fátima León,Fátima León,2025,diciembre,Centro Trujillo - PVE,12.90,16.00,112924.70000000004,525271,16
Fátima León,Fátima León,2025,diciembre,Chorrillos Iglesias - PVS,10.39,12.00,109683.69,633401,12
Fátima León,Fátima León,2025,diciembre,Cine Rimac - PVS,14.02,14.00,122055.41999999998,522436,14
Fátima León,Fátima León,2025,diciembre,Jiron de la Union - PVE,13.28,12.00,37858.34000000001,171095,12
Fátima León,Fátima León,2025,diciembre,La Paz - PVS,12.95,13.00,165384.95,766042,13
Fátima León,Fátima León,2025,diciembre,La Perla - PVS,11.82,12.00,158770.52000000002,806211,12
Fátima León,Fátima León,2025,diciembre,La Victoria PVS,15.05,13.00,105359.06999999998,420063,13
Fátima León,Fátima León,2025,diciembre,Santa Cruz - PVE,9.94,13.00,68069.37,411052,13
Fátima León,Fátima León,2025,diciembre,Supermercados SKA - PVE,12.51,16.00,13382.959999999997,64208,16
Fátima León,Fátima León,2025,diciembre,Trujillo Mansiche - PVS,13.13,17.00,144297.99,659581,17
Fátima León,Fátima León,2025,diciembre,Trujillo Valcarcel - PVS,10.75,13.00,144584.35999999993,806996,13
Fátima León,Fátima León,2025,diciembre,Villa Marina - PVS,16.13,14.00,99094.90999999997,368628,14
Fátima León,Fátima León,2026,enero,Art Express - PVS,12.38,14.00,46565.18,225696,14
Fátima León,Fátima León,2026,enero,Bolognesi - PVE,14.78,15.00,85868.29000000001,348681,15
Fátima León,Fátima León,2026,enero,Centro Trujillo - PVE,12.59,16.00,91250.30000000002,435029,16
Fátima León,Fátima León,2026,enero,Chorrillos Iglesias - PVS,9.83,12.00,94564.72999999998,577151,12
Fátima León,Fátima León,2026,enero,Cine Rimac - PVS,13.94,14.00,105104.26999999996,452421,14
Fátima León,Fátima León,2026,enero,Jiron de la Union - PVE,11.77,12.00,29650.9,151213,12
Fátima León,Fátima León,2026,enero,La Paz - PVS,12.24,13.00,133299.24,653341,13
Fátima León,Fátima León,2026,enero,La Perla - PVS,11.90,12.00,135852.62,684843,12
Fátima León,Fátima León,2026,enero,La Victoria PVS,15.01,13.00,77582.63,310149,13
Fátima León,Fátima León,2026,enero,Santa Cruz - PVE,9.79,13.00,59696.3,365930,13
Fátima León,Fátima León,2026,enero,Supermercados SKA - PVE,10.68,16.00,12367.09,69448,16
Fátima León,Fátima León,2026,enero,Trujillo Mansiche - PVS,13.49,17.00,102805.98999999998,457140,17
Fátima León,Fátima León,2026,enero,Trujillo Valcarcel - PVS,10.83,13.00,118682.12,657585,13
Fátima León,Fátima León,2026,enero,Villa Marina - PVS,14.97,14.00,94602.09999999998,379139,14
Fátima León,Fátima León,2026,febrero,Art Express - PVS,12.86,14.00,53581.46999999999,250045,14
Fátima León,Fátima León,2026,febrero,Bolognesi - PVE,14.64,15.00,89140.75,365410,15
Fátima León,Fátima León,2026,febrero,Centro Trujillo - PVE,13.89,16.00,87888.47000000002,379707,16
Fátima León,Fátima León,2026,febrero,Chorrillos Iglesias - PVS,10.52,12.00,91147.59999999998,520030,12
Fátima León,Fátima León,2026,febrero,Cine Rimac - PVS,14.29,14.00,106158.34000000001,445747,14
Fátima León,Fátima León,2026,febrero,Jiron de la Union - PVE,13.00,12.00,28893.070000000003,133341,12
Fátima León,Fátima León,2026,febrero,La Paz - PVS,10.35,13.00,130817.23,758514,13
Fátima León,Fátima León,2026,febrero,La Perla - PVS,12.27,12.00,129258.77000000002,632091,12
Fátima León,Fátima León,2026,febrero,La Victoria PVS,14.90,13.00,78135,314539,13
Fátima León,Fátima León,2026,febrero,Santa Cruz - PVE,9.76,13.00,50045.189999999995,307542,13
Fátima León,Fátima León,2026,febrero,Supermercados SKA - PVE,14.02,16.00,10181.68,43576,16
Fátima León,Fátima León,2026,febrero,Trujillo Mansiche - PVS,13.19,17.00,115976.88999999998,527412,17
Fátima León,Fátima León,2026,febrero,Trujillo Valcarcel - PVS,11.81,13.00,113595.90000000002,577012,13
Fátima León,Fátima León,2026,febrero,Villa Marina - PVS,15.95,14.00,93290.79999999999,350849,14
Fátima León,Fátima León,2026,marzo,Art Express - PVS,12.60,14.00,58722.72,279535,14
Fátima León,Fátima León,2026,marzo,Bolognesi - PVE,14.58,15.00,91199.44999999998,375373,15
Fátima León,Fátima León,2026,marzo,Centro Trujillo - PVE,14.35,16.00,110170.08000000003,460655,16
Fátima León,Fátima León,2026,marzo,Chorrillos Iglesias - PVS,11.00,12.00,107590.53999999998,586813,12
Fátima León,Fátima León,2026,marzo,Cine Rimac - PVS,14.63,14.00,127035.84000000003,521115,14
Fátima León,Fátima León,2026,marzo,Jiron de la Union - PVE,12.46,12.00,30913.429999999997,148835,12
Fátima León,Fátima León,2026,marzo,La Paz - PVS,11.12,13.00,144095.02000000002,777291,13
Fátima León,Fátima León,2026,marzo,La Perla - PVS,12.40,12.00,154236.93000000002,746166,12
Fátima León,Fátima León,2026,marzo,La Victoria PVS,15.34,13.00,92583.68999999999,362237,13
Fátima León,Fátima León,2026,marzo,Santa Cruz - PVE,10.65,13.00,55050.87999999999,310010,13
Fátima León,Fátima León,2026,marzo,Supermercados SKA - PVE,15.59,16.00,23328.74,89793,16
Fátima León,Fátima León,2026,marzo,Trujillo Mansiche - PVS,14.16,17.00,149949.84000000003,635577,17
Fátima León,Fátima León,2026,marzo,Trujillo Valcarcel - PVS,13.01,13.00,149054.05,687463,13
Fátima León,Fátima León,2026,marzo,Villa Marina - PVS,18.01,14.00,110685.35,368659,14
Fátima León,Fátima León,2026,abril,Art Express - PVS,13.28,14.00,55649.32000000001,251334,14
Fátima León,Fátima León,2026,abril,Bolognesi - PVE,13.70,15.00,82908.53000000001,363071,15
Fátima León,Fátima León,2026,abril,Centro Trujillo - PVE,14.07,16.00,100453.57999999999,428298,16
Fátima León,Fátima León,2026,abril,Chorrillos Iglesias - PVS,10.12,12.00,94854.03,562361,12
Fátima León,Fátima León,2026,abril,Cine Rimac - PVS,15.62,14.00,111351.02000000005,427842,14
Fátima León,Fátima León,2026,abril,Jiron de la Union - PVE,13.30,12.00,29448.170000000006,132844,12
Fátima León,Fátima León,2026,abril,La Paz - PVS,11.76,13.00,131632.29,671456,13
Fátima León,Fátima León,2026,abril,La Perla - PVS,12.34,12.00,130468.65,634396,12
Fátima León,Fátima León,2026,abril,La Victoria PVS,15.93,13.00,80783.88,304321,13
Fátima León,Fátima León,2026,abril,Santa Cruz - PVE,12.41,13.00,56684.57,274065,13
Fátima León,Fátima León,2026,abril,Supermercados SKA - PVE,14.19,16.00,10336.23,43704,16
Fátima León,Fátima León,2026,abril,Trujillo Mansiche - PVS,13.82,17.00,136248.81999999995,591446,17
Fátima León,Fátima León,2026,abril,Trujillo Valcarcel - PVS,12.75,13.00,140731.13999999993,662324,13
Fátima León,Fátima León,2026,abril,Villa Marina - PVS,18.86,14.00,97116.23000000003,308938,14
Fátima León,Fátima León,2026,mayo,Art Express - PVS,11.94,14.00,52172.81999999999,262193,14
Fátima León,Fátima León,2026,mayo,Bolognesi - PVE,12.52,15.00,87974.26000000001,421650,15
Fátima León,Fátima León,2026,mayo,Centro Trujillo - PVE,14.52,16.00,109858.54999999999,453846,16
Fátima León,Fátima León,2026,mayo,Chorrillos Iglesias - PVS,11.40,12.00,97793.55999999998,514491,12
Fátima León,Fátima León,2026,mayo,Cine Rimac - PVS,15.31,14.00,116433.80000000002,456322,14
Fátima León,Fátima León,2026,mayo,Jiron de la Union - PVE,13.41,12.00,29333.309999999994,131258,12
Fátima León,Fátima León,2026,mayo,La Paz - PVS,13.18,13.00,148886.61000000002,678015,13
Fátima León,Fátima León,2026,mayo,La Perla - PVS,12.03,12.00,124886.31999999996,622774,12
Fátima León,Fátima León,2026,mayo,La Victoria PVS,14.65,13.00,84068,344230,13
Fátima León,Fátima León,2026,mayo,Santa Cruz - PVE,13.99,13.00,61218.85999999999,262506,13
Fátima León,Fátima León,2026,mayo,Supermercados SKA - PVE,14.76,16.00,11883.16,48319,16
Fátima León,Fátima León,2026,mayo,Trujillo Mansiche - PVS,14.36,17.00,139615.49000000002,583441,17
Fátima León,Fátima León,2026,mayo,Trujillo Valcarcel - PVS,12.70,13.00,142728.87,674456,13
Fátima León,Fátima León,2026,mayo,Villa Marina - PVS,18.36,14.00,95800.17,313133,14
Fátima León,Fátima León,2026,junio,Art Express - PVS,11.31,14.00,49725.520000000004,263757,14
Fátima León,Fátima León,2026,junio,Bolognesi - PVE,11.42,15.00,85287.06999999999,448264,15
Fátima León,Fátima León,2026,junio,Centro Trujillo - PVE,14.58,16.00,101967.45999999999,419708,16
Fátima León,Fátima León,2026,junio,Chorrillos Iglesias - PVS,11.06,12.00,88945.21,482339,12
Fátima León,Fátima León,2026,junio,Cine Rimac - PVS,15.64,14.00,105764.82999999996,405876,14
Fátima León,Fátima León,2026,junio,Jiron de la Union - PVE,12.84,12.00,25454.650000000005,118965,12
Fátima León,Fátima León,2026,junio,La Paz - PVS,12.61,13.00,141922.28000000003,675078,13
Fátima León,Fátima León,2026,junio,La Perla - PVS,13.40,12.00,110933.5,496741,12
Fátima León,Fátima León,2026,junio,La Victoria PVS,16.33,13.00,77015.66999999998,282968,13
Fátima León,Fátima León,2026,junio,Santa Cruz - PVE,12.15,13.00,62420.770000000004,308322,13
Fátima León,Fátima León,2026,junio,Supermercados SKA - PVE,14.48,16.00,14546.789999999997,60284,16
Fátima León,Fátima León,2026,junio,Trujillo Mansiche - PVS,13.91,17.00,126170.48000000001,544186,17
Fátima León,Fátima León,2026,junio,Trujillo Valcarcel - PVS,12.52,13.00,134094.48,642536,13
Fátima León,Fátima León,2026,junio,Villa Marina - PVS,18.74,14.00,89741.14,287397,14
Fátima León,Fátima León,2026,julio,Art Express - PVS,,14.00,,,14
Fátima León,Fátima León,2026,julio,Bolognesi - PVE,,15.00,,,15
Fátima León,Fátima León,2026,julio,Centro Trujillo - PVE,,16.00,,,16
Fátima León,Fátima León,2026,julio,Chorrillos Iglesias - PVS,,12.00,,,12
Fátima León,Fátima León,2026,julio,Cine Rimac - PVS,,14.00,,,14
Fátima León,Fátima León,2026,julio,Jiron de la Union - PVE,,12.00,,,12
Fátima León,Fátima León,2026,julio,La Paz - PVS,,13.00,,,13
Fátima León,Fátima León,2026,julio,La Perla - PVS,,12.00,,,12
Fátima León,Fátima León,2026,julio,La Victoria PVS,,13.00,,,13
Fátima León,Fátima León,2026,julio,Santa Cruz - PVE,,13.00,,,13
Fátima León,Fátima León,2026,julio,Supermercados SKA - PVE,,16.00,,,16
Fátima León,Fátima León,2026,julio,Trujillo Mansiche - PVS,,17.00,,,17
Fátima León,Fátima León,2026,julio,Trujillo Valcarcel - PVS,,13.00,,,13
Fátima León,Fátima León,2026,julio,Villa Marina - PVS,,14.00,,,14
Fátima León,Fátima León,2026,agosto,Art Express - PVS,,14.00,,,14
Fátima León,Fátima León,2026,agosto,Bolognesi - PVE,,15.00,,,15
Fátima León,Fátima León,2026,agosto,Centro Trujillo - PVE,,16.00,,,16
Fátima León,Fátima León,2026,agosto,Chorrillos Iglesias - PVS,,12.00,,,12
Fátima León,Fátima León,2026,agosto,Cine Rimac - PVS,,14.00,,,14
Fátima León,Fátima León,2026,agosto,Jiron de la Union - PVE,,12.00,,,12
Fátima León,Fátima León,2026,agosto,La Paz - PVS,,13.00,,,13
Fátima León,Fátima León,2026,agosto,La Perla - PVS,,12.00,,,12
Fátima León,Fátima León,2026,agosto,La Victoria PVS,,13.00,,,13
Fátima León,Fátima León,2026,agosto,Santa Cruz - PVE,,13.00,,,13
Fátima León,Fátima León,2026,agosto,Supermercados SKA - PVE,,16.00,,,16
Fátima León,Fátima León,2026,agosto,Trujillo Mansiche - PVS,,17.00,,,17
Fátima León,Fátima León,2026,agosto,Trujillo Valcarcel - PVS,,13.00,,,13
Fátima León,Fátima León,2026,agosto,Villa Marina - PVS,,14.00,,,14
Fátima León,Fátima León,2026,septiembre,Art Express - PVS,,14.00,,,14
