regional,supervisor,Año,Mes,nombre,Unid x Minuto,Meta Promedio,venta_unidad,tiempo_escaneo,Objetivo
Hernán Perroni,DANIEL RODRIGUEZ,2026,mayo,Salamanca - PVS,12.26,12.00,334134.22,1635526,12
Hernán Perroni,DANIEL RODRIGUEZ,2026,mayo,San Jorge - PVS,13.13,13.00,395463.64999999985,1806744,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,mayo,Valle Hermoso - PVH,11.86,13.00,759121.4300000003,3839605,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,mayo,Villa el Salvador - PVS,15.80,15.00,360348.12999999995,1368557,15
Hernán Perroni,DANIEL RODRIGUEZ,2026,junio,Alameda Sur - PVS,13.27,13.00,638662.7,2886875,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,junio,Ayacucho - PVS,13.22,13.00,404203.74,1834658,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,junio,Caminos del Inca - PVS,11.12,12.00,1209682.0000000002,6527173,12
Hernán Perroni,DANIEL RODRIGUEZ,2026,junio,Chaclacayo - PVS,13.35,13.00,127718.07000000004,574022,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,junio,Corpac - PVS,12.55,13.00,292394.4700000001,1397623,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,junio,Dasso - PVS,11.16,12.00,452628.48000000004,2433091,12
Hernán Perroni,DANIEL RODRIGUEZ,2026,junio,El Ejercito - PVS,14.37,13.00,340636.4399999999,1422021,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,junio,El Tambo Huancayo - PVS,16.58,14.00,192249.50999999998,695580,14
Hernán Perroni,DANIEL RODRIGUEZ,2026,junio,Grifo Kio - PVS,11.79,12.00,88025.87,447862,12
Hernán Perroni,DANIEL RODRIGUEZ,2026,junio,Magdalena - PVS,11.81,13.00,169498.37,861085,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,junio,Mercaderes - PVS,12.33,13.00,241223.54,1173925,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,junio,Proceres - PVS,15.52,16.00,147633.90000000002,570602,16
Hernán Perroni,DANIEL RODRIGUEZ,2026,junio,Salamanca - PVS,12.79,12.00,328516.82999999996,1540901,12
Hernán Perroni,DANIEL RODRIGUEZ,2026,junio,San Jorge - PVS,13.07,13.00,399592.9199999998,1834509,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,junio,Valle Hermoso - PVH,12.11,13.00,764543.4499999996,3788835,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,junio,Villa el Salvador - PVS,15.15,15.00,321101.93000000005,1271500,15
Hernán Perroni,DANIEL RODRIGUEZ,2026,julio,Alameda Sur - PVS,,13.00,,,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,julio,Ayacucho - PVS,,13.00,,,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,julio,Caminos del Inca - PVS,,12.00,,,12
Hernán Perroni,DANIEL RODRIGUEZ,2026,julio,Chaclacayo - PVS,,13.00,,,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,julio,Corpac - PVS,,13.00,,,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,julio,Dasso - PVS,,12.00,,,12
Hernán Perroni,DANIEL RODRIGUEZ,2026,julio,El Ejercito - PVS,,13.00,,,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,julio,El Tambo Huancayo - PVS,,14.00,,,14
Hernán Perroni,DANIEL RODRIGUEZ,2026,julio,Grifo Kio - PVS,,12.00,,,12
Hernán Perroni,DANIEL RODRIGUEZ,2026,julio,Magdalena - PVS,,13.00,,,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,julio,Mercaderes - PVS,,13.00,,,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,julio,Proceres - PVS,,16.00,,,16
Hernán Perroni,DANIEL RODRIGUEZ,2026,julio,Salamanca - PVS,,12.00,,,12
Hernán Perroni,DANIEL RODRIGUEZ,2026,julio,San Jorge - PVS,,13.00,,,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,julio,Valle Hermoso - PVH,,13.00,,,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,julio,Villa el Salvador - PVS,,15.00,,,15
Hernán Perroni,DANIEL RODRIGUEZ,2026,agosto,Alameda Sur - PVS,,13.00,,,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,agosto,Ayacucho - PVS,,13.00,,,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,agosto,Caminos del Inca - PVS,,12.00,,,12
Hernán Perroni,DANIEL RODRIGUEZ,2026,agosto,Chaclacayo - PVS,,13.00,,,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,agosto,Corpac - PVS,,13.00,,,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,agosto,Dasso - PVS,,12.00,,,12
Hernán Perroni,DANIEL RODRIGUEZ,2026,agosto,El Ejercito - PVS,,13.00,,,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,agosto,El Tambo Huancayo - PVS,,14.00,,,14
Hernán Perroni,DANIEL RODRIGUEZ,2026,agosto,Grifo Kio - PVS,,12.00,,,12
Hernán Perroni,DANIEL RODRIGUEZ,2026,agosto,Magdalena - PVS,,13.00,,,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,agosto,Mercaderes - PVS,,13.00,,,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,agosto,Proceres - PVS,,16.00,,,16
Hernán Perroni,DANIEL RODRIGUEZ,2026,agosto,Salamanca - PVS,,12.00,,,12
Hernán Perroni,DANIEL RODRIGUEZ,2026,agosto,San Jorge - PVS,,13.00,,,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,agosto,Valle Hermoso - PVH,,13.00,,,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,agosto,Villa el Salvador - PVS,,15.00,,,15
Hernán Perroni,DANIEL RODRIGUEZ,2026,septiembre,Alameda Sur - PVS,,13.00,,,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,septiembre,Ayacucho - PVS,,13.00,,,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,septiembre,Caminos del Inca - PVS,,12.00,,,12
Hernán Perroni,DANIEL RODRIGUEZ,2026,septiembre,Chaclacayo - PVS,,13.00,,,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,septiembre,Corpac - PVS,,13.00,,,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,septiembre,Dasso - PVS,,12.00,,,12
Hernán Perroni,DANIEL RODRIGUEZ,2026,septiembre,El Ejercito - PVS,,13.00,,,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,septiembre,El Tambo Huancayo - PVS,,14.00,,,14
Hernán Perroni,DANIEL RODRIGUEZ,2026,septiembre,Grifo Kio - PVS,,12.00,,,12
Hernán Perroni,DANIEL RODRIGUEZ,2026,septiembre,Magdalena - PVS,,13.00,,,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,septiembre,Mercaderes - PVS,,13.00,,,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,septiembre,Proceres - PVS,,16.00,,,16
Hernán Perroni,DANIEL RODRIGUEZ,2026,septiembre,Salamanca - PVS,,12.00,,,12
Hernán Perroni,DANIEL RODRIGUEZ,2026,septiembre,San Jorge - PVS,,13.00,,,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,septiembre,Valle Hermoso - PVH,,13.00,,,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,septiembre,Villa el Salvador - PVS,,15.00,,,15
Hernán Perroni,DANIEL RODRIGUEZ,2026,octubre,Alameda Sur - PVS,,13.00,,,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,octubre,Ayacucho - PVS,,13.00,,,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,octubre,Caminos del Inca - PVS,,12.00,,,12
Hernán Perroni,DANIEL RODRIGUEZ,2026,octubre,Chaclacayo - PVS,,13.00,,,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,octubre,Corpac - PVS,,13.00,,,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,octubre,Dasso - PVS,,12.00,,,12
Hernán Perroni,DANIEL RODRIGUEZ,2026,octubre,El Ejercito - PVS,,13.00,,,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,octubre,El Tambo Huancayo - PVS,,14.00,,,14
Hernán Perroni,DANIEL RODRIGUEZ,2026,octubre,Grifo Kio - PVS,,12.00,,,12
Hernán Perroni,DANIEL RODRIGUEZ,2026,octubre,Magdalena - PVS,,13.00,,,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,octubre,Mercaderes - PVS,,13.00,,,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,octubre,Proceres - PVS,,16.00,,,16
Hernán Perroni,DANIEL RODRIGUEZ,2026,octubre,Salamanca - PVS,,12.00,,,12
Hernán Perroni,DANIEL RODRIGUEZ,2026,octubre,San Jorge - PVS,,13.00,,,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,octubre,Valle Hermoso - PVH,,13.00,,,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,octubre,Villa el Salvador - PVS,,15.00,,,15
Hernán Perroni,DANIEL RODRIGUEZ,2026,noviembre,Alameda Sur - PVS,,13.00,,,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,noviembre,Ayacucho - PVS,,13.00,,,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,noviembre,Caminos del Inca - PVS,,12.00,,,12
Hernán Perroni,DANIEL RODRIGUEZ,2026,noviembre,Chaclacayo - PVS,,13.00,,,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,noviembre,Corpac - PVS,,13.00,,,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,noviembre,Dasso - PVS,,12.00,,,12
Hernán Perroni,DANIEL RODRIGUEZ,2026,noviembre,El Ejercito - PVS,,13.00,,,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,noviembre,El Tambo Huancayo - PVS,,14.00,,,14
Hernán Perroni,DANIEL RODRIGUEZ,2026,noviembre,Grifo Kio - PVS,,12.00,,,12
Hernán Perroni,DANIEL RODRIGUEZ,2026,noviembre,Magdalena - PVS,,13.00,,,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,noviembre,Mercaderes - PVS,,13.00,,,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,noviembre,Proceres - PVS,,16.00,,,16
Hernán Perroni,DANIEL RODRIGUEZ,2026,noviembre,Salamanca - PVS,,12.00,,,12
Hernán Perroni,DANIEL RODRIGUEZ,2026,noviembre,San Jorge - PVS,,13.00,,,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,noviembre,Valle Hermoso - PVH,,13.00,,,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,noviembre,Villa el Salvador - PVS,,15.00,,,15
Hernán Perroni,DANIEL RODRIGUEZ,2026,diciembre,Alameda Sur - PVS,,13.00,,,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,diciembre,Ayacucho - PVS,,13.00,,,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,diciembre,Caminos del Inca - PVS,,12.00,,,12
Hernán Perroni,DANIEL RODRIGUEZ,2026,diciembre,Chaclacayo - PVS,,13.00,,,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,diciembre,Corpac - PVS,,13.00,,,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,diciembre,Dasso - PVS,,12.00,,,12
Hernán Perroni,DANIEL RODRIGUEZ,2026,diciembre,El Ejercito - PVS,,13.00,,,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,diciembre,El Tambo Huancayo - PVS,,14.00,,,14
Hernán Perroni,DANIEL RODRIGUEZ,2026,diciembre,Grifo Kio - PVS,,12.00,,,12
Hernán Perroni,DANIEL RODRIGUEZ,2026,diciembre,Magdalena - PVS,,13.00,,,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,diciembre,Mercaderes - PVS,,13.00,,,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,diciembre,Proceres - PVS,,16.00,,,16
Hernán Perroni,DANIEL RODRIGUEZ,2026,diciembre,Salamanca - PVS,,12.00,,,12
Hernán Perroni,DANIEL RODRIGUEZ,2026,diciembre,San Jorge - PVS,,13.00,,,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,diciembre,Valle Hermoso - PVH,,13.00,,,13
Hernán Perroni,DANIEL RODRIGUEZ,2026,diciembre,Villa el Salvador - PVS,,15.00,,,15
María Rojas,María Rojas,2025,enero,Asia - VIV,8.79,9.00,448105.3049999997,3058460,9
María Rojas,María Rojas,2025,enero,Benavides - VIV,9.61,9.00,327391.6589999999,2043110,9
María Rojas,María Rojas,2025,enero,Dos de Mayo - VIV,9.47,9.00,203729.92299999998,1290959,9
María Rojas,María Rojas,2025,enero,Javier Prado - VIV,8.50,9.00,234980.37499999994,1658157,9
María Rojas,María Rojas,2025,enero,Libertadores - VIV,9.45,10.00,225522.527,1431702,10
María Rojas,María Rojas,2025,enero,Monterrico - VIV,8.44,9.00,608219.5099999995,4324207,9
María Rojas,María Rojas,2025,enero,Pezet - VIV,8.42,9.00,314713.5450000001,2241634,9
María Rojas,María Rojas,2025,febrero,Asia - VIV,8.99,9.00,404810.41900000005,2703113,9
María Rojas,María Rojas,2025,febrero,Benavides - VIV,9.92,9.00,293608.142,1776186,9
María Rojas,María Rojas,2025,febrero,Dos de Mayo - VIV,9.54,9.00,193449.818,1216725,9
María Rojas,María Rojas,2025,febrero,Javier Prado - VIV,8.14,9.00,180623.03499999995,1331691,9
María Rojas,María Rojas,2025,febrero,Libertadores - VIV,9.54,10.00,200528.76,1261390,10
María Rojas,María Rojas,2025,febrero,Monterrico - VIV,8.51,9.00,553705.8170000002,3904498,9
María Rojas,María Rojas,2025,febrero,Pezet - VIV,8.34,9.00,275804.54699999996,1985101,9
María Rojas,María Rojas,2025,marzo,Asia - VIV,8.45,9.00,261673.6669999999,1858732,9
María Rojas,María Rojas,2025,marzo,Benavides - VIV,9.17,9.00,314990.61299999984,2060581,9
María Rojas,María Rojas,2025,marzo,Dos de Mayo - VIV,8.98,9.00,237204.3849999999,1584203,9
María Rojas,María Rojas,2025,marzo,Javier Prado - VIV,7.54,9.00,221049.71899999995,1759297,9
María Rojas,María Rojas,2025,marzo,Libertadores - VIV,9.80,10.00,210155.02000000005,1286073,10
María Rojas,María Rojas,2025,marzo,Monterrico - VIV,8.50,9.00,640143.1489999999,4516148,9
María Rojas,María Rojas,2025,marzo,Pezet - VIV,8.81,9.00,352492.20200000005,2399353,9
María Rojas,María Rojas,2025,abril,Asia - VIV,8.83,9.00,198955.86500000005,1351192,9
María Rojas,María Rojas,2025,abril,Benavides - VIV,8.38,9.00,342418.39600000007,2452392,9
María Rojas,María Rojas,2025,abril,Dos de Mayo - VIV,8.94,9.00,224598.1659999999,1507607,9
María Rojas,María Rojas,2025,abril,Javier Prado - VIV,7.77,9.00,247014.99200000003,1906627,9
María Rojas,María Rojas,2025,abril,Libertadores - VIV,9.79,10.00,202491.214,1241621,10
María Rojas,María Rojas,2025,abril,Monterrico - VIV,8.94,9.00,586975.2599999998,3941514,9
María Rojas,María Rojas,2025,abril,Pezet - VIV,8.28,9.00,345618.2839999999,2503081,9
María Rojas,María Rojas,2025,mayo,Asia - VIV,10.42,9.00,42914.56999999999,247005,9
María Rojas,María Rojas,2025,mayo,Benavides - VIV,8.95,9.00,335716.4,2249625,9
María Rojas,María Rojas,2025,mayo,Dos de Mayo - VIV,8.88,9.00,239418.56999999995,1618061,9
María Rojas,María Rojas,2025,mayo,Javier Prado - VIV,7.71,9.00,266597.81999999995,2075174,9
María Rojas,María Rojas,2025,mayo,Libertadores - VIV,9.85,10.00,206578.82,1257735,10
María Rojas,María Rojas,2025,mayo,Monterrico - VIV,8.57,9.00,598056.99,4189049,9
María Rojas,María Rojas,2025,mayo,Pezet - VIV,8.61,9.00,359284.29,2503173,9
María Rojas,María Rojas,2025,junio,Asia - VIV,10.94,9.00,31900.04,174936,9
María Rojas,María Rojas,2025,junio,Benavides - VIV,8.86,9.00,330105.50000000006,2235453,9
María Rojas,María Rojas,2025,junio,Dos de Mayo - VIV,8.91,9.00,224612.44999999992,1512072,9
María Rojas,María Rojas,2025,junio,Javier Prado - VIV,7.74,9.00,282965.07999999984,2193079,9
María Rojas,María Rojas,2025,junio,Libertadores - VIV,9.55,10.00,198160.61999999997,1245169,10
María Rojas,María Rojas,2025,junio,Monterrico - VIV,8.52,9.00,583940.4899999999,4113810,9
María Rojas,María Rojas,2025,junio,Pezet - VIV,8.52,9.00,340757.29000000015,2399345,9
María Rojas,María Rojas,2025,julio,Asia - VIV,10.01,9.00,59172.94,354613,9
María Rojas,María Rojas,2025,julio,Benavides - VIV,8.89,9.00,341974.97,2308318,9
María Rojas,María Rojas,2025,julio,Dos de Mayo - VIV,8.95,9.00,239872.55000000005,1607216,9
María Rojas,María Rojas,2025,julio,Javier Prado - VIV,7.81,9.00,92818.80999999998,713233,9
María Rojas,María Rojas,2025,julio,Libertadores - VIV,9.83,10.00,184844.87000000008,1128483,10
María Rojas,María Rojas,2025,julio,Monterrico - VIV,8.57,9.00,572708.9999999995,4009596,9
María Rojas,María Rojas,2025,julio,Pezet - VIV,8.93,9.00,349055.19000000006,2344976,9
María Rojas,María Rojas,2025,agosto,Asia - VIV,9.97,9.00,35866.810000000005,215809,9
María Rojas,María Rojas,2025,agosto,Benavides - VIV,8.68,9.00,327615.52,2264796,9
María Rojas,María Rojas,2025,agosto,Dos de Mayo - VIV,8.29,9.00,226124.7100000001,1636061,9
María Rojas,María Rojas,2025,agosto,Javier Prado - VIV,,9.00,,,9
María Rojas,María Rojas,2025,agosto,Libertadores - VIV,9.93,10.00,126885.59000000001,766884,10
María Rojas,María Rojas,2025,agosto,Monterrico - VIV,8.63,9.00,576868.8500000003,4009173,9
María Rojas,María Rojas,2025,agosto,Pezet - VIV,9.00,9.00,382245.0999999999,2547306,9
María Rojas,María Rojas,2025,septiembre,Asia - VIV,10.53,9.00,32918.280000000006,187560,9
María Rojas,María Rojas,2025,septiembre,Benavides - VIV,8.69,9.00,320453.87000000017,2211899,9
María Rojas,María Rojas,2025,septiembre,Dos de Mayo - VIV,7.68,9.00,214646.90000000002,1676534,9
María Rojas,María Rojas,2025,septiembre,Javier Prado - VIV,,9.00,,,9
María Rojas,María Rojas,2025,septiembre,Libertadores - VIV,9.11,10.00,141294.41999999998,930106,10
María Rojas,María Rojas,2025,septiembre,Monterrico - VIV,8.66,9.00,552041.2100000002,3826349,9
María Rojas,María Rojas,2025,septiembre,Pezet - VIV,9.14,9.00,350202.00000000006,2297745,9
María Rojas,María Rojas,2025,octubre,Asia - VIV,11.25,9.00,47040.86,250915,9
María Rojas,María Rojas,2025,octubre,Benavides - VIV,8.87,9.00,327528.96999999986,2216619,9
María Rojas,María Rojas,2025,octubre,Dos de Mayo - VIV,8.27,9.00,224993.43999999994,1632565,9
María Rojas,María Rojas,2025,octubre,Javier Prado - VIV,,9.00,,,9
María Rojas,María Rojas,2025,octubre,Libertadores - VIV,8.37,10.00,182320.14000000007,1306705,10
María Rojas,María Rojas,2025,octubre,Monterrico - VIV,8.70,9.00,566237.7800000005,3904421,9
María Rojas,María Rojas,2025,octubre,Pezet - VIV,8.98,9.00,377796.13999999984,2524102,9
María Rojas,María Rojas,2025,noviembre,Asia - VIV,9.72,9.00,45654.20999999999,281900,9
María Rojas,María Rojas,2025,noviembre,Benavides - VIV,9.30,9.00,338638.44999999995,2185065,9
María Rojas,María Rojas,2025,noviembre,Dos de Mayo - VIV,8.67,9.00,212534.18000000005,1471531,9
María Rojas,María Rojas,2025,noviembre,Javier Prado - VIV,,9.00,,,9
María Rojas,María Rojas,2025,noviembre,Libertadores - VIV,9.61,10.00,186356.57,1163000,10
María Rojas,María Rojas,2025,noviembre,Monterrico - VIV,8.83,9.00,556577.7700000001,3783674,9
María Rojas,María Rojas,2025,noviembre,Pezet - VIV,9.26,9.00,359915.22000000003,2332095,9
María Rojas,María Rojas,2025,diciembre,Asia - VIV,8.43,9.00,357598.26000000024,2545729,9
María Rojas,María Rojas,2025,diciembre,Benavides - VIV,9.71,9.00,363741.2999999998,2248678,9
María Rojas,María Rojas,2025,diciembre,Dos de Mayo - VIV,8.96,9.00,242820.53999999998,1626549,9
María Rojas,María Rojas,2025,diciembre,Javier Prado - VIV,,9.00,,,9
María Rojas,María Rojas,2025,diciembre,Libertadores - VIV,10.38,10.00,204605.13000000012,1182356,10
María Rojas,María Rojas,2025,diciembre,Monterrico - VIV,9.18,9.00,586281.06,3833460,9
María Rojas,María Rojas,2025,diciembre,Pezet - VIV,9.58,9.00,382078.06000000035,2392095,9
María Rojas,María Rojas,2026,enero,Asia - VIV,8.47,9.00,464946.52999999985,3293768,9
María Rojas,María Rojas,2026,enero,Benavides - VIV,9.69,9.00,336469.69,2082675,9
María Rojas,María Rojas,2026,enero,Dos de Mayo - VIV,8.60,9.00,236399.27999999994,1649202,9
María Rojas,María Rojas,2026,enero,Javier Prado - VIV,,9.00,,,9
María Rojas,María Rojas,2026,enero,Libertadores - VIV,10.07,10.00,194815.77000000002,1160770,10
María Rojas,María Rojas,2026,enero,Monterrico - VIV,8.78,9.00,509416.04000000027,3479394,9
María Rojas,María Rojas,2026,enero,Pezet - VIV,8.75,9.00,338236.82999999996,2318288,9
María Rojas,María Rojas,2026,febrero,Asia - VIV,9.24,9.00,405279.3199999995,2630793,9
María Rojas,María Rojas,2026,febrero,Benavides - VIV,9.60,9.00,143980.16,899563,9
María Rojas,María Rojas,2026,febrero,Dos de Mayo - VIV,8.84,9.00,221038.78999999995,1499986,9
María Rojas,María Rojas,2026,febrero,Javier Prado - VIV,,9.00,,,9
María Rojas,María Rojas,2026,febrero,Libertadores - VIV,10.18,10.00,170817.86,1007118,10
María Rojas,María Rojas,2026,febrero,Monterrico - VIV,8.66,9.00,462437.55999999965,3202907,9
María Rojas,María Rojas,2026,febrero,Pezet - VIV,8.68,9.00,340517.3200000001,2353527,9
María Rojas,María Rojas,2026,marzo,Asia - VIV,8.74,9.00,257876.83999999997,1770705,9
María Rojas,María Rojas,2026,marzo,Benavides - VIV,9.19,9.00,334913.72000000003,2186505,9
María Rojas,María Rojas,2026,marzo,Dos de Mayo - VIV,8.84,9.00,229332.5300000001,1555818,9
María Rojas,María Rojas,2026,marzo,Javier Prado - VIV,6.70,9.00,56693.340000000004,507735,9
María Rojas,María Rojas,2026,marzo,Libertadores - VIV,10.95,10.00,199887.76,1095591,10
María Rojas,María Rojas,2026,marzo,Monterrico - VIV,8.92,9.00,591115.7699999999,3977965,9
María Rojas,María Rojas,2026,marzo,Pezet - VIV,8.81,9.00,372178.74,2534310,9
María Rojas,María Rojas,2026,abril,Asia - VIV,9.68,9.00,145766.11999999997,903332,9
María Rojas,María Rojas,2026,abril,Benavides - VIV,8.99,9.00,322079.22,2150248,9
María Rojas,María Rojas,2026,abril,Dos de Mayo - VIV,8.47,9.00,216222.05999999997,1531870,9
María Rojas,María Rojas,2026,abril,Javier Prado - VIV,7.67,9.00,226803.5199999999,1774432,9
María Rojas,María Rojas,2026,abril,Libertadores - VIV,10.82,10.00,229648.28999999995,1273837,10
María Rojas,María Rojas,2026,abril,Monterrico - VIV,9.09,9.00,550806.1700000002,3635106,9
María Rojas,María Rojas,2026,abril,Pezet - VIV,8.91,9.00,358373.3600000001,2412870,9
María Rojas,María Rojas,2026,mayo,Asia - VIV,11.21,9.00,32155.580000000005,172050,9
María Rojas,María Rojas,2026,mayo,Benavides - VIV,9.36,9.00,336739.81000000006,2157628,9
María Rojas,María Rojas,2026,mayo,Dos de Mayo - VIV,8.63,9.00,264903.18999999994,1842388,9
María Rojas,María Rojas,2026,mayo,Javier Prado - VIV,8.08,9.00,243098.32000000012,1805115,9
María Rojas,María Rojas,2026,mayo,Libertadores - VIV,11.29,10.00,219219.02000000002,1165095,10
María Rojas,María Rojas,2026,mayo,Monterrico - VIV,8.98,9.00,471104.7899999999,3148582,9
María Rojas,María Rojas,2026,mayo,Pezet - VIV,9.41,9.00,382282.7999999999,2437101,9
María Rojas,María Rojas,2026,junio,Asia - VIV,11.55,9.00,30681.239999999998,159371,9
María Rojas,María Rojas,2026,junio,Benavides - VIV,9.97,9.00,285780.43,1719680,9
María Rojas,María Rojas,2026,junio,Dos de Mayo - VIV,8.57,9.00,253058.43000000002,1770731,9
María Rojas,María Rojas,2026,junio,Javier Prado - VIV,8.68,9.00,237226.20999999993,1639806,9
María Rojas,María Rojas,2026,junio,Libertadores - VIV,11.51,10.00,224553.23000000004,1170175,10
María Rojas,María Rojas,2026,junio,Monterrico - VIV,9.11,9.00,422821.8099999998,2785048,9
María Rojas,María Rojas,2026,junio,Pezet - VIV,9.18,9.00,372880.95999999985,2436897,9
María Rojas,María Rojas,2026,julio,Asia - VIV,,9.00,,,9
María Rojas,María Rojas,2026,julio,Benavides - VIV,,9.00,,,9
María Rojas,María Rojas,2026,julio,Dos de Mayo - VIV,,9.00,,,9
María Rojas,María Rojas,2026,julio,Javier Prado - VIV,,9.00,,,9
María Rojas,María Rojas,2026,julio,Libertadores - VIV,,10.00,,,10
María Rojas,María Rojas,2026,julio,Monterrico - VIV,,9.00,,,9
María Rojas,María Rojas,2026,julio,Pezet - VIV,,9.00,,,9
María Rojas,María Rojas,2026,agosto,Asia - VIV,,9.00,,,9
María Rojas,María Rojas,2026,agosto,Benavides - VIV,,9.00,,,9
María Rojas,María Rojas,2026,agosto,Dos de Mayo - VIV,,9.00,,,9
María Rojas,María Rojas,2026,agosto,Javier Prado - VIV,,9.00,,,9
María Rojas,María Rojas,2026,agosto,Libertadores - VIV,,10.00,,,10
María Rojas,María Rojas,2026,agosto,Monterrico - VIV,,9.00,,,9
María Rojas,María Rojas,2026,agosto,Pezet - VIV,,9.00,,,9
María Rojas,María Rojas,2026,septiembre,Asia - VIV,,9.00,,,9
María Rojas,María Rojas,2026,septiembre,Benavides - VIV,,9.00,,,9
María Rojas,María Rojas,2026,septiembre,Dos de Mayo - VIV,,9.00,,,9
María Rojas,María Rojas,2026,septiembre,Javier Prado - VIV,,9.00,,,9
María Rojas,María Rojas,2026,septiembre,Libertadores - VIV,,10.00,,,10
María Rojas,María Rojas,2026,septiembre,Monterrico - VIV,,9.00,,,9
María Rojas,María Rojas,2026,septiembre,Pezet - VIV,,9.00,,,9
María Rojas,María Rojas,2026,octubre,Asia - VIV,,9.00,,,9
María Rojas,María Rojas,2026,octubre,Benavides - VIV,,9.00,,,9
María Rojas,María Rojas,2026,octubre,Dos de Mayo - VIV,,9.00,,,9
María Rojas,María Rojas,2026,octubre,Javier Prado - VIV,,9.00,,,9
María Rojas,María Rojas,2026,octubre,Libertadores - VIV,,10.00,,,10
María Rojas,María Rojas,2026,octubre,Monterrico - VIV,,9.00,,,9
María Rojas,María Rojas,2026,octubre,Pezet - VIV,,9.00,,,9
María Rojas,María Rojas,2026,noviembre,Asia - VIV,,9.00,,,9
María Rojas,María Rojas,2026,noviembre,Benavides - VIV,,9.00,,,9
María Rojas,María Rojas,2026,noviembre,Dos de Mayo - VIV,,9.00,,,9
María Rojas,María Rojas,2026,noviembre,Javier Prado - VIV,,9.00,,,9
María Rojas,María Rojas,2026,noviembre,Libertadores - VIV,,10.00,,,10
María Rojas,María Rojas,2026,noviembre,Monterrico - VIV,,9.00,,,9
María Rojas,María Rojas,2026,noviembre,Pezet - VIV,,9.00,,,9
María Rojas,María Rojas,2026,diciembre,Asia - VIV,,9.00,,,9
María Rojas,María Rojas,2026,diciembre,Benavides - VIV,,9.00,,,9
María Rojas,María Rojas,2026,diciembre,Dos de Mayo - VIV,,9.00,,,9
María Rojas,María Rojas,2026,diciembre,Javier Prado - VIV,,9.00,,,9
